nome,descricao,nivel_acesso,salario_min,salario_max
Controlador de Tráfego Aéreo Nível 10,Cargo de controlador de tráfego aéreo nível 10 na operação aeroportuária.,10,11261.84,27779.22
Controlador de Tráfego Aéreo Nível 11,Cargo de controlador de tráfego aéreo nível 11 na operação aeroportuária.,1,8733.41,19974.89
Controlador de Tráfego Aéreo Nível 12,Cargo de controlador de tráfego aéreo nível 12 na operação aeroportuária.,4,12386.26,17955.44
Controlador de Tráfego Aéreo Nível 13,Cargo de controlador de tráfego aéreo nível 13 na operação aeroportuária.,1,8609.41,21140.54
Controlador de Tráfego Aéreo Nível 14,Cargo de controlador de tráfego aéreo nível 14 na operação aeroportuária.,2,5139.43,16632.7
Controlador de Tráfego Aéreo Nível 15,Cargo de controlador de tráfego aéreo nível 15 na operação aeroportuária.,6,8825.99,11603.18
Controlador de Tráfego Aéreo Nível 16,Cargo de controlador de tráfego aéreo nível 16 na operação aeroportuária.,5,6316.99,9904.41
Controlador de Tráfego Aéreo Nível 17,Cargo de controlador de tráfego aéreo nível 17 na operação aeroportuária.,3,2572.24,12891.9
Controlador de Tráfego Aéreo Nível 18,Cargo de controlador de tráfego aéreo nível 18 na operação aeroportuária.,4,3816.26,19826.79
Controlador de Tráfego Aéreo Nível 19,Cargo de controlador de tráfego aéreo nível 19 na operação aeroportuária.,2,8733.42,21605.38
Controlador de Tráfego Aéreo Nível 20,Cargo de controlador de tráfego aéreo nível 20 na operação aeroportuária.,2,7487.59,20530.83
Controlador de Tráfego Aéreo Nível 21,Cargo de controlador de tráfego aéreo nível 21 na operação aeroportuária.,2,11590.63,18705.64
Controlador de Tráfego Aéreo Nível 22,Cargo de controlador de tráfego aéreo nível 22 na operação aeroportuária.,3,10857.41,30719.7
Controlador de Tráfego Aéreo Nível 23,Cargo de controlador de tráfego aéreo nível 23 na operação aeroportuária.,6,2389.48,17933.59
Controlador de Tráfego Aéreo Nível 24,Cargo de controlador de tráfego aéreo nível 24 na operação aeroportuária.,1,12078.96,26205.75
Controlador de Tráfego Aéreo Nível 25,Cargo de controlador de tráfego aéreo nível 25 na operação aeroportuária.,1,3087.24,7220.79
Controlador de Tráfego Aéreo Nível 26,Cargo de controlador de tráfego aéreo nível 26 na operação aeroportuária.,10,3053.82,17124.99
Controlador de Tráfego Aéreo Nível 27,Cargo de controlador de tráfego aéreo nível 27 na operação aeroportuária.,8,14390.15,17257.1
Controlador de Tráfego Aéreo Nível 28,Cargo de controlador de tráfego aéreo nível 28 na operação aeroportuária.,9,10418.12,12505.82
Controlador de Tráfego Aéreo Nível 29,Cargo de controlador de tráfego aéreo nível 29 na operação aeroportuária.,10,2335.94,6181.67
Controlador de Tráfego Aéreo Nível 30,Cargo de controlador de tráfego aéreo nível 30 na operação aeroportuária.,6,6066.97,19838.36
Controlador de Tráfego Aéreo Nível 31,Cargo de controlador de tráfego aéreo nível 31 na operação aeroportuária.,9,10392.89,25690.95
Controlador de Tráfego Aéreo Nível 32,Cargo de controlador de tráfego aéreo nível 32 na operação aeroportuária.,5,4070.57,15440.3
Controlador de Tráfego Aéreo Nível 33,Cargo de controlador de tráfego aéreo nível 33 na operação aeroportuária.,3,9804.53,21755.85
Controlador de Tráfego Aéreo Nível 34,Cargo de controlador de tráfego aéreo nível 34 na operação aeroportuária.,8,5733.39,16655.61
Controlador de Tráfego Aéreo Nível 35,Cargo de controlador de tráfego aéreo nível 35 na operação aeroportuária.,2,3957.5,20620.28
Controlador de Tráfego Aéreo Nível 36,Cargo de controlador de tráfego aéreo nível 36 na operação aeroportuária.,5,8518.4,24496.29
Controlador de Tráfego Aéreo Nível 37,Cargo de controlador de tráfego aéreo nível 37 na operação aeroportuária.,6,6932.79,8700.07
Controlador de Tráfego Aéreo Nível 38,Cargo de controlador de tráfego aéreo nível 38 na operação aeroportuária.,7,8075.07,9913.85
Controlador de Tráfego Aéreo Nível 39,Cargo de controlador de tráfego aéreo nível 39 na operação aeroportuária.,1,2036.34,8000.76
Controlador de Tráfego Aéreo Nível 40,Cargo de controlador de tráfego aéreo nível 40 na operação aeroportuária.,4,6912.64,20009.33
Controlador de Tráfego Aéreo Nível 41,Cargo de controlador de tráfego aéreo nível 41 na operação aeroportuária.,2,6699.07,17500.99
Despachante de Voo Júnior,Cargo de despachante de voo júnior na operação aeroportuária.,9,3949.46,12126.16
Despachante de Voo Pleno,Cargo de despachante de voo pleno na operação aeroportuária.,2,5065.42,8901.61
Despachante de Voo Sénior,Cargo de despachante de voo sénior na operação aeroportuária.,5,8651.87,28474.55
Despachante de Voo Master,Cargo de despachante de voo master na operação aeroportuária.,6,10597.21,18555.21
Despachante de Voo Especialista,Cargo de despachante de voo especialista na operação aeroportuária.,3,12206.82,20338.01
Despachante de Voo Setor A,Cargo de despachante de voo setor a na operação aeroportuária.,1,9183.06,10931.2
Despachante de Voo Setor B,Cargo de despachante de voo setor b na operação aeroportuária.,8,2689.48,7639.89
Despachante de Voo Setor C,Cargo de despachante de voo setor c na operação aeroportuária.,7,9827.33,22497.3
Despachante de Voo Setor D,Cargo de despachante de voo setor d na operação aeroportuária.,8,10035.18,25979.12
Despachante de Voo Setor E,Cargo de despachante de voo setor e na operação aeroportuária.,1,12040.76,27834.42
Despachante de Voo Nível 1,Cargo de despachante de voo nível 1 na operação aeroportuária.,9,4401.96,6627.74
Despachante de Voo Nível 2,Cargo de despachante de voo nível 2 na operação aeroportuária.,5,12425.92,31060.55
Despachante de Voo Nível 3,Cargo de despachante de voo nível 3 na operação aeroportuária.,7,5286.6,16329.54
Despachante de Voo Nível 4,Cargo de despachante de voo nível 4 na operação aeroportuária.,9,13898.05,28929.67
Despachante de Voo Nível 5,Cargo de despachante de voo nível 5 na operação aeroportuária.,5,10132.52,16047.09
Despachante de Voo Nível 6,Cargo de despachante de voo nível 6 na operação aeroportuária.,3,9117.21,19116.4
Despachante de Voo Nível 7,Cargo de despachante de voo nível 7 na operação aeroportuária.,4,8703.62,16887.29
Despachante de Voo Nível 8,Cargo de despachante de voo nível 8 na operação aeroportuária.,4,8868.18,11087.33
Despachante de Voo Nível 9,Cargo de despachante de voo nível 9 na operação aeroportuária.,5,5148.95,18935.95
Despachante de Voo Nível 10,Cargo de despachante de voo nível 10 na operação aeroportuária.,3,11056.38,23818.8
Despachante de Voo Nível 11,Cargo de despachante de voo nível 11 na operação aeroportuária.,5,11437.86,22350.61
Despachante de Voo Nível 12,Cargo de despachante de voo nível 12 na operação aeroportuária.,5,7299.34,11312.6
Despachante de Voo Nível 13,Cargo de despachante de voo nível 13 na operação aeroportuária.,4,13432.8,28805.91
Despachante de Voo Nível 14,Cargo de despachante de voo nível 14 na operação aeroportuária.,3,6787.33,21566.67
Despachante de Voo Nível 15,Cargo de despachante de voo nível 15 na operação aeroportuária.,9,7601.56,10579.32
Despachante de Voo Nível 16,Cargo de despachante de voo nível 16 na operação aeroportuária.,5,3068.19,20663.63
Despachante de Voo Nível 17,Cargo de despachante de voo nível 17 na operação aeroportuária.,7,5791.13,25453.09
Despachante de Voo Nível 18,Cargo de despachante de voo nível 18 na operação aeroportuária.,7,4036.74,23013.43
Despachante de Voo Nível 19,Cargo de despachante de voo nível 19 na operação aeroportuária.,6,11849.55,29308.75
Despachante de Voo Nível 20,Cargo de despachante de voo nível 20 na operação aeroportuária.,1,4425.66,20410.18
Despachante de Voo Nível 21,Cargo de despachante de voo nível 21 na operação aeroportuária.,6,6419.1,20399.58
Despachante de Voo Nível 22,Cargo de despachante de voo nível 22 na operação aeroportuária.,5,4491.74,21935.63
Despachante de Voo Nível 23,Cargo de despachante de voo nível 23 na operação aeroportuária.,1,10692.64,20619.45
Despachante de Voo Nível 24,Cargo de despachante de voo nível 24 na operação aeroportuária.,5,7345.49,13661.46
Despachante de Voo Nível 25,Cargo de despachante de voo nível 25 na operação aeroportuária.,5,8668.74,27908.2
Despachante de Voo Nível 26,Cargo de despachante de voo nível 26 na operação aeroportuária.,9,8567.81,27010.79
Despachante de Voo Nível 27,Cargo de despachante de voo nível 27 na operação aeroportuária.,4,11500.14,19499.2
Despachante de Voo Nível 28,Cargo de despachante de voo nível 28 na operação aeroportuária.,9,11066.28,21922.47
Despachante de Voo Nível 29,Cargo de despachante de voo nível 29 na operação aeroportuária.,5,6310.17,25787.22
Despachante de Voo Nível 30,Cargo de despachante de voo nível 30 na operação aeroportuária.,8,9931.24,24177.86
Despachante de Voo Nível 31,Cargo de despachante de voo nível 31 na operação aeroportuária.,6,2488.03,16537.75
Despachante de Voo Nível 32,Cargo de despachante de voo nível 32 na operação aeroportuária.,1,14910.64,21446.79
Despachante de Voo Nível 33,Cargo de despachante de voo nível 33 na operação aeroportuária.,4,13914.32,18884.13
Despachante de Voo Nível 34,Cargo de despachante de voo nível 34 na operação aeroportuária.,6,4526.28,15524.32
Despachante de Voo Nível 35,Cargo de despachante de voo nível 35 na operação aeroportuária.,10,6095.96,20564.64
Despachante de Voo Nível 36,Cargo de despachante de voo nível 36 na operação aeroportuária.,7,11469.86,27797.25
Despachante de Voo Nível 37,Cargo de despachante de voo nível 37 na operação aeroportuária.,2,3170.75,17685.56
Despachante de Voo Nível 38,Cargo de despachante de voo nível 38 na operação aeroportuária.,8,8840.75,23544.53
Despachante de Voo Nível 39,Cargo de despachante de voo nível 39 na operação aeroportuária.,2,9076.91,21599.58
Despachante de Voo Nível 40,Cargo de despachante de voo nível 40 na operação aeroportuária.,4,5134.25,7871.21
Despachante de Voo Nível 41,Cargo de despachante de voo nível 41 na operação aeroportuária.,4,8403.55,11962.98
Gerente de Operações Júnior,Cargo de gerente de operações júnior na operação aeroportuária.,6,14992.77,16737.78
Gerente de Operações Pleno,Cargo de gerente de operações pleno na operação aeroportuária.,7,13112.58,27856.44
Gerente de Operações Sénior,Cargo de gerente de operações sénior na operação aeroportuária.,2,13935.7,26561.33
Gerente de Operações Master,Cargo de gerente de operações master na operação aeroportuária.,9,8456.66,27728.98
Gerente de Operações Especialista,Cargo de gerente de operações especialista na operação aeroportuária.,7,3239.0,22493.06
Gerente de Operações Setor A,Cargo de gerente de operações setor a na operação aeroportuária.,7,12125.87,26811.31
Gerente de Operações Setor B,Cargo de gerente de operações setor b na operação aeroportuária.,9,13593.71,14796.48
Gerente de Operações Setor C,Cargo de gerente de operações setor c na operação aeroportuária.,3,4713.15,6217.97
Gerente de Operações Setor D,Cargo de gerente de operações setor d na operação aeroportuária.,1,9619.17,16976.35
Gerente de Operações Setor E,Cargo de gerente de operações setor e na operação aeroportuária.,7,3456.19,6886.42
Gerente de Operações Nível 1,Cargo de gerente de operações nível 1 na operação aeroportuária.,10,8810.31,10059.59
Gerente de Operações Nível 2,Cargo de gerente de operações nível 2 na operação aeroportuária.,7,6340.08,19439.92
Gerente de Operações Nível 3,Cargo de gerente de operações nível 3 na operação aeroportuária.,8,5430.53,11819.86
Gerente de Operações Nível 4,Cargo de gerente de operações nível 4 na operação aeroportuária.,10,3556.11,18326.89
Gerente de Operações Nível 5,Cargo de gerente de operações nível 5 na operação aeroportuária.,7,13916.74,31680.08
Gerente de Operações Nível 6,Cargo de gerente de operações nível 6 na operação aeroportuária.,4,7092.9,19678.01
Gerente de Operações Nível 7,Cargo de gerente de operações nível 7 na operação aeroportuária.,6,3741.04,5842.0
Gerente de Operações Nível 8,Cargo de gerente de operações nível 8 na operação aeroportuária.,5,9847.99,26209.75
Gerente de Operações Nível 9,Cargo de gerente de operações nível 9 na operação aeroportuária.,9,10310.75,22236.29
Gerente de Operações Nível 10,Cargo de gerente de operações nível 10 na operação aeroportuária.,2,9009.98,14301.02
Gerente de Operações Nível 11,Cargo de gerente de operações nível 11 na operação aeroportuária.,7,8888.55,16404.61
Gerente de Operações Nível 12,Cargo de gerente de operações nível 12 na operação aeroportuária.,1,9625.24,24999.14
Gerente de Operações Nível 13,Cargo de gerente de operações nível 13 na operação aeroportuária.,7,4531.18,21015.16
Gerente de Operações Nível 14,Cargo de gerente de operações nível 14 na operação aeroportuária.,3,14240.8,26765.6
Gerente de Operações Nível 15,Cargo de gerente de operações nível 15 na operação aeroportuária.,9,3922.47,9485.18
Gerente de Operações Nível 16,Cargo de gerente de operações nível 16 na operação aeroportuária.,5,6357.49,15304.6
Gerente de Operações Nível 17,Cargo de gerente de operações nível 17 na operação aeroportuária.,2,5316.92,7010.09
Gerente de Operações Nível 18,Cargo de gerente de operações nível 18 na operação aeroportuária.,5,3690.68,14876.68
Gerente de Operações Nível 19,Cargo de gerente de operações nível 19 na operação aeroportuária.,1,12784.58,25763.66
Gerente de Operações Nível 20,Cargo de gerente de operações nível 20 na operação aeroportuária.,6,5089.43,23865.68
Gerente de Operações Nível 21,Cargo de gerente de operações nível 21 na operação aeroportuária.,7,7659.83,23683.74
Gerente de Operações Nível 22,Cargo de gerente de operações nível 22 na operação aeroportuária.,1,8751.41,11575.13
Gerente de Operações Nível 23,Cargo de gerente de operações nível 23 na operação aeroportuária.,3,7544.71,24628.91
Gerente de Operações Nível 24,Cargo de gerente de operações nível 24 na operação aeroportuária.,1,14270.02,31891.77
Gerente de Operações Nível 25,Cargo de gerente de operações nível 25 na operação aeroportuária.,1,8763.34,13623.8
Gerente de Operações Nível 26,Cargo de gerente de operações nível 26 na operação aeroportuária.,7,7171.79,19712.91
Gerente de Operações Nível 27,Cargo de gerente de operações nível 27 na operação aeroportuária.,1,7021.69,21034.94
Gerente de Operações Nível 28,Cargo de gerente de operações nível 28 na operação aeroportuária.,2,6164.92,21322.98
Gerente de Operações Nível 29,Cargo de gerente de operações nível 29 na operação aeroportuária.,2,14386.23,29970.53
Gerente de Operações Nível 30,Cargo de gerente de operações nível 30 na operação aeroportuária.,5,13667.42,21427.53
Gerente de Operações Nível 31,Cargo de gerente de operações nível 31 na operação aeroportuária.,7,8617.99,13102.66
Gerente de Operações Nível 32,Cargo de gerente de operações nível 32 na operação aeroportuária.,10,3414.06,16315.25
Gerente de Operações Nível 33,Cargo de gerente de operações nível 33 na operação aeroportuária.,8,7518.16,19184.21
Gerente de Operações Nível 34,Cargo de gerente de operações nível 34 na operação aeroportuária.,3,10075.32,29769.8
Gerente de Operações Nível 35,Cargo de gerente de operações nível 35 na operação aeroportuária.,5,5775.21,25074.66
Gerente de Operações Nível 36,Cargo de gerente de operações nível 36 na operação aeroportuária.,2,5147.3,23178.15
Gerente de Operações Nível 37,Cargo de gerente de operações nível 37 na operação aeroportuária.,1,12319.55,32037.34
Gerente de Operações Nível 38,Cargo de gerente de operações nível 38 na operação aeroportuária.,4,6453.92,11965.01
Gerente de Operações Nível 39,Cargo de gerente de operações nível 39 na operação aeroportuária.,9,11576.56,22620.11
Gerente de Operações Nível 40,Cargo de gerente de operações nível 40 na operação aeroportuária.,7,2599.57,8040.77
Gerente de Operações Nível 41,Cargo de gerente de operações nível 41 na operação aeroportuária.,6,9988.61,13347.22
Supervisor de Pista Júnior,Cargo de supervisor de pista júnior na operação aeroportuária.,2,10671.33,20250.47
Supervisor de Pista Pleno,Cargo de supervisor de pista pleno na operação aeroportuária.,1,9873.87,11776.2
Supervisor de Pista Sénior,Cargo de supervisor de pista sénior na operação aeroportuária.,6,14911.48,26947.51
Supervisor de Pista Master,Cargo de supervisor de pista master na operação aeroportuária.,2,12442.72,18872.24
Supervisor de Pista Especialista,Cargo de supervisor de pista especialista na operação aeroportuária.,3,14154.5,28732.9
Supervisor de Pista Setor A,Cargo de supervisor de pista setor a na operação aeroportuária.,8,14894.62,26969.7
Supervisor de Pista Setor B,Cargo de supervisor de pista setor b na operação aeroportuária.,3,7237.12,19596.28
Supervisor de Pista Setor C,Cargo de supervisor de pista setor c na operação aeroportuária.,10,10109.08,23002.37
Supervisor de Pista Setor D,Cargo de supervisor de pista setor d na operação aeroportuária.,10,9445.3,17586.79
Supervisor de Pista Setor E,Cargo de supervisor de pista setor e na operação aeroportuária.,5,12793.67,25986.91
Supervisor de Pista Nível 1,Cargo de supervisor de pista nível 1 na operação aeroportuária.,10,11698.25,25540.51
Supervisor de Pista Nível 2,Cargo de supervisor de pista nível 2 na operação aeroportuária.,8,3165.51,14087.55
Supervisor de Pista Nível 3,Cargo de supervisor de pista nível 3 na operação aeroportuária.,3,8958.44,16915.87
Supervisor de Pista Nível 4,Cargo de supervisor de pista nível 4 na operação aeroportuária.,7,10278.1,22084.56
Supervisor de Pista Nível 5,Cargo de supervisor de pista nível 5 na operação aeroportuária.,3,6294.6,9250.54
Supervisor de Pista Nível 6,Cargo de supervisor de pista nível 6 na operação aeroportuária.,1,12039.89,29899.32
Supervisor de Pista Nível 7,Cargo de supervisor de pista nível 7 na operação aeroportuária.,10,10044.19,29566.41
Supervisor de Pista Nível 8,Cargo de supervisor de pista nível 8 na operação aeroportuária.,4,14392.75,32313.0
Supervisor de Pista Nível 9,Cargo de supervisor de pista nível 9 na operação aeroportuária.,2,4404.41,20230.77
Supervisor de Pista Nível 10,Cargo de supervisor de pista nível 10 na operação aeroportuária.,4,5827.61,9512.16
Supervisor de Pista Nível 11,Cargo de supervisor de pista nível 11 na operação aeroportuária.,7,7254.76,18891.89
Supervisor de Pista Nível 12,Cargo de supervisor de pista nível 12 na operação aeroportuária.,1,7301.65,21595.52
Supervisor de Pista Nível 13,Cargo de supervisor de pista nível 13 na operação aeroportuária.,9,8148.71,16710.59
Supervisor de Pista Nível 14,Cargo de supervisor de pista nível 14 na operação aeroportuária.,2,7943.36,16879.73
Supervisor de Pista Nível 15,Cargo de supervisor de pista nível 15 na operação aeroportuária.,1,10345.17,14649.55
Supervisor de Pista Nível 16,Cargo de supervisor de pista nível 16 na operação aeroportuária.,4,6023.52,24941.12
Supervisor de Pista Nível 17,Cargo de supervisor de pista nível 17 na operação aeroportuária.,4,8759.92,13947.47
Supervisor de Pista Nível 18,Cargo de supervisor de pista nível 18 na operação aeroportuária.,10,13802.18,27155.78
Supervisor de Pista Nível 19,Cargo de supervisor de pista nível 19 na operação aeroportuária.,9,3800.8,21845.05
Supervisor de Pista Nível 20,Cargo de supervisor de pista nível 20 na operação aeroportuária.,1,12867.63,32505.43
Supervisor de Pista Nível 21,Cargo de supervisor de pista nível 21 na operação aeroportuária.,1,13664.26,32904.65
Supervisor de Pista Nível 22,Cargo de supervisor de pista nível 22 na operação aeroportuária.,2,14760.77,32903.49
Supervisor de Pista Nível 23,Cargo de supervisor de pista nível 23 na operação aeroportuária.,10,9930.09,17415.54
Supervisor de Pista Nível 24,Cargo de supervisor de pista nível 24 na operação aeroportuária.,9,12459.61,28357.05
Supervisor de Pista Nível 25,Cargo de supervisor de pista nível 25 na operação aeroportuária.,7,9676.66,17492.38
Supervisor de Pista Nível 26,Cargo de supervisor de pista nível 26 na operação aeroportuária.,3,7643.89,13698.62
Supervisor de Pista Nível 27,Cargo de supervisor de pista nível 27 na operação aeroportuária.,9,6971.64,15159.27
Supervisor de Pista Nível 28,Cargo de supervisor de pista nível 28 na operação aeroportuária.,7,10194.59,28740.36
Supervisor de Pista Nível 29,Cargo de supervisor de pista nível 29 na operação aeroportuária.,4,2194.13,12350.78
Supervisor de Pista Nível 30,Cargo de supervisor de pista nível 30 na operação aeroportuária.,7,3277.29,20058.96
Supervisor de Pista Nível 31,Cargo de supervisor de pista nível 31 na operação aeroportuária.,3,11964.38,28301.8
Supervisor de Pista Nível 32,Cargo de supervisor de pista nível 32 na operação aeroportuária.,6,9429.59,29058.6
Supervisor de Pista Nível 33,Cargo de supervisor de pista nível 33 na operação aeroportuária.,2,5275.1,9923.88
Supervisor de Pista Nível 34,Cargo de supervisor de pista nível 34 na operação aeroportuária.,5,7182.72,11012.81
Supervisor de Pista Nível 35,Cargo de supervisor de pista nível 35 na operação aeroportuária.,10,12351.69,19255.8
Supervisor de Pista Nível 36,Cargo de supervisor de pista nível 36 na operação aeroportuária.,9,5534.72,23615.6
Supervisor de Pista Nível 37,Cargo de supervisor de pista nível 37 na operação aeroportuária.,1,12822.89,16943.55
Supervisor de Pista Nível 38,Cargo de supervisor de pista nível 38 na operação aeroportuária.,4,2012.72,15699.33
Supervisor de Pista Nível 39,Cargo de supervisor de pista nível 39 na operação aeroportuária.,9,7645.23,16068.02
Supervisor de Pista Nível 40,Cargo de supervisor de pista nível 40 na operação aeroportuária.,7,2813.86,4861.73
Supervisor de Pista Nível 41,Cargo de supervisor de pista nível 41 na operação aeroportuária.,7,8550.69,10976.77
Agente de Check-in Júnior,Cargo de agente de check-in júnior na operação aeroportuária.,4,12586.08,19948.06
Agente de Check-in Pleno,Cargo de agente de check-in pleno na operação aeroportuária.,1,2622.91,4881.14
Agente de Check-in Sénior,Cargo de agente de check-in sénior na operação aeroportuária.,9,2727.82,16045.24
Agente de Check-in Master,Cargo de agente de check-in master na operação aeroportuária.,2,5809.45,18333.59
Agente de Check-in Especialista,Cargo de agente de check-in especialista na operação aeroportuária.,6,2706.21,11454.24
Agente de Check-in Setor A,Cargo de agente de check-in setor a na operação aeroportuária.,3,13217.68,24132.03
Agente de Check-in Setor B,Cargo de agente de check-in setor b na operação aeroportuária.,10,14342.51,27541.9
Agente de Check-in Setor C,Cargo de agente de check-in setor c na operação aeroportuária.,3,2653.89,10652.75
Agente de Check-in Setor D,Cargo de agente de check-in setor d na operação aeroportuária.,5,5511.58,23530.23
Agente de Check-in Setor E,Cargo de agente de check-in setor e na operação aeroportuária.,8,7755.03,14103.55
Agente de Check-in Nível 1,Cargo de agente de check-in nível 1 na operação aeroportuária.,3,2756.37,21672.06
Agente de Check-in Nível 2,Cargo de agente de check-in nível 2 na operação aeroportuária.,3,11438.28,26934.64
Agente de Check-in Nível 3,Cargo de agente de check-in nível 3 na operação aeroportuária.,7,10728.11,23058.04
Agente de Check-in Nível 4,Cargo de agente de check-in nível 4 na operação aeroportuária.,6,2253.01,18427.68
Agente de Check-in Nível 5,Cargo de agente de check-in nível 5 na operação aeroportuária.,8,11424.85,28118.96
Agente de Check-in Nível 6,Cargo de agente de check-in nível 6 na operação aeroportuária.,7,14000.17,33657.84
Agente de Check-in Nível 7,Cargo de agente de check-in nível 7 na operação aeroportuária.,10,11090.64,23524.81
Agente de Check-in Nível 8,Cargo de agente de check-in nível 8 na operação aeroportuária.,5,2295.56,21090.48
Agente de Check-in Nível 9,Cargo de agente de check-in nível 9 na operação aeroportuária.,9,5416.39,24852.03
Agente de Check-in Nível 10,Cargo de agente de check-in nível 10 na operação aeroportuária.,4,4634.66,10044.81
Agente de Check-in Nível 11,Cargo de agente de check-in nível 11 na operação aeroportuária.,3,14404.51,21374.31
Agente de Check-in Nível 12,Cargo de agente de check-in nível 12 na operação aeroportuária.,3,4634.04,23034.61
Agente de Check-in Nível 13,Cargo de agente de check-in nível 13 na operação aeroportuária.,7,3413.27,14762.29
Agente de Check-in Nível 14,Cargo de agente de check-in nível 14 na operação aeroportuária.,2,8035.32,12928.74
Agente de Check-in Nível 15,Cargo de agente de check-in nível 15 na operação aeroportuária.,3,10814.43,13307.73
Agente de Check-in Nível 16,Cargo de agente de check-in nível 16 na operação aeroportuária.,3,2006.04,5145.82
Agente de Check-in Nível 17,Cargo de agente de check-in nível 17 na operação aeroportuária.,7,5093.65,15846.24
Agente de Check-in Nível 18,Cargo de agente de check-in nível 18 na operação aeroportuária.,6,3720.63,14139.84
Agente de Check-in Nível 19,Cargo de agente de check-in nível 19 na operação aeroportuária.,10,14693.63,22837.27
Agente de Check-in Nível 20,Cargo de agente de check-in nível 20 na operação aeroportuária.,4,4837.3,7249.68
Agente de Check-in Nível 21,Cargo de agente de check-in nível 21 na operação aeroportuária.,9,5857.47,11884.84
Agente de Check-in Nível 22,Cargo de agente de check-in nível 22 na operação aeroportuária.,1,11437.83,15643.01
Agente de Check-in Nível 23,Cargo de agente de check-in nível 23 na operação aeroportuária.,10,6199.29,9875.46
Agente de Check-in Nível 24,Cargo de agente de check-in nível 24 na operação aeroportuária.,7,5822.21,7639.23
Agente de Check-in Nível 25,Cargo de agente de check-in nível 25 na operação aeroportuária.,2,7605.08,14015.53
Agente de Check-in Nível 26,Cargo de agente de check-in nível 26 na operação aeroportuária.,1,5074.6,9967.52
Agente de Check-in Nível 27,Cargo de agente de check-in nível 27 na operação aeroportuária.,5,12816.01,21384.84
Agente de Check-in Nível 28,Cargo de agente de check-in nível 28 na operação aeroportuária.,9,3407.67,7101.36
Agente de Check-in Nível 29,Cargo de agente de check-in nível 29 na operação aeroportuária.,8,11631.91,22125.42
Agente de Check-in Nível 30,Cargo de agente de check-in nível 30 na operação aeroportuária.,9,4214.14,8760.46
Agente de Check-in Nível 31,Cargo de agente de check-in nível 31 na operação aeroportuária.,1,12841.45,25983.64
Agente de Check-in Nível 32,Cargo de agente de check-in nível 32 na operação aeroportuária.,8,13625.46,25816.33
Agente de Check-in Nível 33,Cargo de agente de check-in nível 33 na operação aeroportuária.,3,3330.39,8004.71
Agente de Check-in Nível 34,Cargo de agente de check-in nível 34 na operação aeroportuária.,9,14097.61,23075.1
Agente de Check-in Nível 35,Cargo de agente de check-in nível 35 na operação aeroportuária.,10,9099.63,24056.04
Agente de Check-in Nível 36,Cargo de agente de check-in nível 36 na operação aeroportuária.,8,12197.13,26245.94
Agente de Check-in Nível 37,Cargo de agente de check-in nível 37 na operação aeroportuária.,8,5040.24,14134.63
Agente de Check-in Nível 38,Cargo de agente de check-in nível 38 na operação aeroportuária.,4,13371.53,24619.37
Agente de Check-in Nível 39,Cargo de agente de check-in nível 39 na operação aeroportuária.,2,13024.99,17392.11
Agente de Check-in Nível 40,Cargo de agente de check-in nível 40 na operação aeroportuária.,6,7309.53,14740.48
Agente de Check-in Nível 41,Cargo de agente de check-in nível 41 na operação aeroportuária.,10,11753.53,30989.11
Agente de Embarque Júnior,Cargo de agente de embarque júnior na operação aeroportuária.,1,8406.74,22760.31
Agente de Embarque Pleno,Cargo de agente de embarque pleno na operação aeroportuária.,9,11349.38,20494.47
Agente de Embarque Sénior,Cargo de agente de embarque sénior na operação aeroportuária.,2,7896.46,22198.58
Agente de Embarque Master,Cargo de agente de embarque master na operação aeroportuária.,7,13191.75,23624.57
Agente de Embarque Especialista,Cargo de agente de embarque especialista na operação aeroportuária.,7,8737.61,25082.12
Agente de Embarque Setor A,Cargo de agente de embarque setor a na operação aeroportuária.,1,6746.12,7788.9
Agente de Embarque Setor B,Cargo de agente de embarque setor b na operação aeroportuária.,9,3867.18,17386.48
Agente de Embarque Setor C,Cargo de agente de embarque setor c na operação aeroportuária.,3,4345.84,17300.16
Agente de Embarque Setor D,Cargo de agente de embarque setor d na operação aeroportuária.,6,10760.48,13398.07
Agente de Embarque Setor E,Cargo de agente de embarque setor e na operação aeroportuária.,7,10823.71,24355.26
Agente de Embarque Nível 1,Cargo de agente de embarque nível 1 na operação aeroportuária.,1,12104.73,23347.15
Agente de Embarque Nível 2,Cargo de agente de embarque nível 2 na operação aeroportuária.,8,14181.76,28229.96
Agente de Embarque Nível 3,Cargo de agente de embarque nível 3 na operação aeroportuária.,7,9402.61,24319.91
Agente de Embarque Nível 4,Cargo de agente de embarque nível 4 na operação aeroportuária.,9,10466.92,29271.2
Agente de Embarque Nível 5,Cargo de agente de embarque nível 5 na operação aeroportuária.,2,14762.13,18398.27
Agente de Embarque Nível 6,Cargo de agente de embarque nível 6 na operação aeroportuária.,10,7173.1,16850.89
Agente de Embarque Nível 7,Cargo de agente de embarque nível 7 na operação aeroportuária.,10,14413.59,26006.59
Agente de Embarque Nível 8,Cargo de agente de embarque nível 8 na operação aeroportuária.,9,12043.42,18145.25
Agente de Embarque Nível 9,Cargo de agente de embarque nível 9 na operação aeroportuária.,7,10104.68,21399.98
Agente de Embarque Nível 10,Cargo de agente de embarque nível 10 na operação aeroportuária.,9,13285.01,32393.66
Agente de Embarque Nível 11,Cargo de agente de embarque nível 11 na operação aeroportuária.,3,13598.3,15316.27
