matricula,modelo_id,ano_fabricacao,data_ultima_revisao,total_horas_voo,ativa
HL-9466U,379,2003,2024-10-29,14088,True
PU-7328B,383,2006,2024-12-16,72076,True
HL-7738K,196,2007,2024-06-07,4705,True
VH-3643F,551,2008,2026-04-26,45206,True
F-8480V,588,2005,2024-09-04,18817,True
F-1168U,931,2020,2025-10-19,11419,True
PR-9088F,147,2024,2026-02-09,15693,True
PR-3615G,264,2020,2024-08-11,59961,True
VH-4160G,394,2018,2026-05-27,71122,True
F-9126J,350,2007,2025-06-19,76173,False
F-6819P,649,2023,2025-04-11,12366,True
VH-2406Y,238,1996,2026-04-18,12989,True
B-8286Y,729,2015,2026-05-06,36849,True
VH-8636X,880,2005,2024-08-10,31923,True
G-4134Q,529,2000,2025-05-26,66870,True
D-244M,955,2020,2024-06-24,65423,True
PS-643R,834,2009,2025-03-29,23632,True
F-5231B,462,2018,2024-08-21,5110,True
PS-7185R,92,1993,2024-11-09,33978,True
B-3891M,684,2005,2025-10-20,18541,True
PT-5743J,385,1994,2026-04-14,17121,True
JA-9707C,752,2001,2024-06-30,23846,True
VH-6894V,458,2002,2024-08-29,13618,True
PU-2077U,671,2006,2024-08-21,75251,True
VH-6904X,690,2010,2025-11-06,13581,True
N-8356B,861,2001,2024-09-07,823,True
PS-1609K,647,2000,2025-05-19,13304,True
JA-9044A,584,2016,2024-11-14,9154,True
TC-2628B,976,1997,2025-07-20,72005,True
TC-4974X,237,2010,2024-11-21,77950,True
PS-296Y,636,2023,2026-03-29,7073,True
D-2488P,903,2002,2024-08-11,68117,False
G-5642R,315,2013,2025-10-31,54851,True
VH-4205L,296,1990,2025-07-12,47113,True
PR-6649K,433,2022,2025-10-05,13139,True
PU-236T,534,2013,2026-03-07,20663,True
JA-7840F,649,2017,2025-10-19,17055,True
EC-3143H,740,2008,2024-08-09,54016,True
F-5029I,427,1994,2025-05-21,57687,True
D-4976H,26,2018,2024-10-06,51690,True
VH-6391O,869,2006,2024-06-25,694,True
PT-8604X,959,2009,2026-05-31,60845,True
HL-7088M,600,2013,2024-12-08,25043,True
G-484O,984,1995,2025-02-03,19104,True
TC-975R,258,2020,2025-06-02,50150,True
PP-574Y,692,2012,2025-09-01,50007,True
VH-4979Y,465,1997,2025-03-24,69800,True
VH-8549Q,845,1994,2025-03-06,38129,True
PS-7575D,62,2008,2026-03-15,41552,True
PP-6323B,606,2015,2025-04-25,4692,True
PR-7552K,57,2019,2024-12-20,75751,True
B-2474F,833,1994,2024-06-11,59729,True
G-6808P,455,2009,2024-06-25,65652,True
EC-3377A,724,1994,2024-07-21,52274,True
VH-7158Q,978,2007,2025-08-18,16436,True
TC-7053H,950,2003,2024-07-21,57285,True
HL-9706D,999,2005,2025-11-01,41510,True
EC-7235L,469,2000,2026-01-24,60997,True
D-9146D,673,2022,2026-03-25,33504,True
JA-5085O,390,2001,2025-10-19,31089,True
PP-6539Y,501,1993,2026-05-25,77889,True
PT-9228N,474,2020,2025-12-25,11492,True
G-4662C,532,1997,2026-05-10,34443,True
PR-4287V,690,1995,2025-02-03,19839,True
TC-3740N,917,2002,2025-01-13,19024,True
PR-2841T,459,2022,2026-03-28,597,True
HL-1297G,781,2009,2024-09-10,63671,True
HL-793S,445,2021,2026-01-29,32042,True
TC-7013M,495,2012,2025-04-07,8849,True
N-3537O,837,2014,2025-12-15,59944,True
PS-2935P,309,1995,2024-07-16,38916,True
F-3980T,978,2018,2025-12-05,41844,True
N-3696A,564,2002,2026-04-27,27871,True
B-705D,301,2017,2026-04-11,64199,True
N-1340C,981,2024,2025-05-07,73526,True
TC-3114P,54,2005,2025-08-05,20865,True
PP-4960X,518,1994,2026-02-28,31020,True
PU-3299O,275,2012,2024-09-25,48387,True
G-7248Y,944,2005,2026-03-25,74672,True
PR-8883C,585,1998,2025-01-13,65115,True
F-4590W,534,2000,2024-07-30,64055,True
EC-5069O,619,2001,2024-09-05,22394,True
TC-954C,988,1999,2025-04-25,33413,True
D-5916T,323,2020,2026-04-08,50186,True
D-2064W,74,2002,2025-01-05,41834,True
D-602R,467,1997,2024-11-08,54566,True
F-1899O,51,2003,2024-12-29,57595,True
PS-5460F,295,1999,2026-01-15,72228,True
G-9607I,338,2005,2025-11-18,71284,True
N-4973F,651,2019,2024-10-14,17501,True
VH-7274L,778,2002,2025-01-23,72697,True
VH-9645W,762,1998,2025-10-28,4420,True
TC-8586E,919,2000,2025-12-03,26066,True
EC-3049L,694,2014,2026-03-18,69955,True
VH-5370A,389,2016,2024-07-26,3349,True
TC-1503M,354,2011,2026-03-13,68955,True
G-5897D,84,2012,2024-09-04,3817,True
N-6161R,106,2024,2024-12-15,7322,True
VH-939N,410,1991,2026-04-15,46595,True
VH-8022P,675,2001,2025-06-04,13756,True
G-390B,551,2007,2025-02-03,28026,True
TC-499X,436,2005,2026-04-14,79810,True
PS-8194Q,142,2005,2025-01-14,55298,True
PT-319T,696,2021,2025-10-26,69116,True
HL-1162S,102,2014,2025-04-05,25943,True
JA-1904N,339,1995,2025-05-07,54918,True
PR-4520P,189,1996,2024-09-22,42812,True
D-622A,628,2003,2025-01-01,43297,True
TC-1417P,928,1993,2026-05-09,24403,False
VH-5856K,964,2013,2026-01-07,1861,True
PT-9005O,966,2023,2025-07-17,75880,False
PR-5422F,604,2006,2024-09-23,18943,True
N-5771V,272,2002,2024-09-08,25799,True
PP-3551F,661,1995,2024-11-26,22683,True
PS-219E,339,2022,2026-03-18,26584,True
PR-3672M,645,1994,2024-07-20,31311,True
D-7023X,594,1990,2025-10-15,33457,True
VH-8022U,270,2009,2025-04-28,65076,True
HL-3867A,620,2022,2026-04-27,13359,True
PR-7389U,739,2025,2026-04-18,1748,True
HL-9249P,430,2014,2025-01-16,62978,True
N-3476G,298,2002,2024-09-08,31772,True
B-7636Q,305,2004,2025-12-30,59714,False
PT-1305Q,779,1992,2024-07-28,26110,True
G-1468G,402,2003,2026-02-10,63020,True
N-493N,23,2010,2024-08-02,7884,True
JA-6228D,920,1997,2025-04-26,51785,True
JA-7941R,773,2008,2026-05-18,46383,True
D-3949N,832,2000,2025-07-04,46031,True
PS-310H,274,1998,2024-12-22,56751,True
PR-2865O,856,2005,2025-04-08,24451,True
G-2239O,139,2023,2024-07-14,60815,False
PP-5054X,15,1991,2024-11-23,76998,True
N-1431C,4,2001,2025-07-09,74521,True
VH-4433A,589,2016,2026-02-18,46133,True
HL-9235S,942,2012,2025-09-09,49785,True
JA-5915T,996,2023,2026-02-20,11984,True
D-1149G,898,1992,2025-02-27,29125,True
EC-2476Z,575,2008,2024-08-16,39083,True
PP-1858G,558,2008,2025-10-02,26724,True
PT-4079H,784,1992,2025-11-29,8034,True
PU-2813T,339,2014,2025-02-19,191,True
B-2214T,204,1990,2025-09-21,76197,True
F-8134U,188,1991,2024-09-25,22255,False
D-5925E,52,1991,2024-12-03,22574,True
G-9832G,86,2022,2025-01-04,56661,False
JA-2755H,836,1997,2026-05-17,34822,True
D-4711J,237,2021,2025-11-19,32189,False
PS-5869T,430,1998,2025-04-26,63965,True
PR-673X,601,2021,2025-04-01,50063,True
TC-3155K,141,2019,2025-02-04,32005,True
TC-6420P,999,2006,2024-09-24,72003,True
PS-9572D,281,1999,2024-07-22,1029,True
D-6038Y,403,2009,2026-03-20,8207,True
PS-1245J,30,1996,2026-01-08,30748,True
F-7827W,575,2009,2025-06-21,21201,True
N-4047W,800,2002,2025-01-10,60549,True
TC-9703I,910,2001,2025-04-27,70213,True
PR-8895W,643,2024,2024-12-18,66381,True
VH-3733Q,9,2001,2025-02-09,71445,True
PP-1230E,778,1993,2024-10-26,6402,True
VH-1585M,274,2025,2026-01-14,47141,True
HL-6127L,582,2015,2026-05-21,34298,True
D-617G,891,1998,2024-11-30,15868,True
PR-4015T,376,1992,2024-08-17,71835,True
F-9070Q,287,2000,2025-05-04,30373,True
N-4442A,139,1994,2026-01-07,53978,True
JA-840N,566,1994,2026-04-05,29818,True
G-3442V,729,2014,2024-12-28,19178,True
VH-4804N,790,2001,2025-08-26,56206,True
G-2093L,682,2021,2026-02-07,59068,True
B-3852K,676,2012,2025-02-01,11011,True
PP-7659I,974,2025,2024-06-09,38867,True
EC-3142O,44,2012,2025-05-02,75899,True
TC-4658M,101,2018,2024-06-28,29322,True
G-1018N,724,2022,2026-01-28,37613,True
D-144N,741,2021,2025-02-08,40281,False
JA-1139V,161,2014,2025-10-16,3919,True
F-7558U,56,1991,2026-03-02,58653,True
PT-523N,966,2008,2025-01-11,66673,True
B-2472Y,200,1999,2024-08-21,46776,True
F-6602S,637,2022,2024-08-15,2101,True
F-8873D,292,2023,2025-11-20,39417,True
EC-5192M,704,2011,2026-04-17,34359,True
PT-3053I,734,2001,2024-11-14,18934,True
PR-7054Y,636,1995,2025-06-06,32723,True
PP-2063P,729,2000,2026-05-24,41007,True
JA-1368R,422,2017,2025-10-22,58114,True
PP-3571Z,915,2016,2024-08-21,63307,True
JA-7540N,726,2013,2026-05-26,76648,True
TC-9219M,230,2018,2024-11-22,73009,True
VH-8773L,343,2018,2025-10-13,14400,True
TC-1419Y,535,2020,2025-11-07,17162,True
F-1963Q,750,2018,2025-01-13,2370,True
PS-3666P,645,2024,2025-10-12,59742,True
D-2602W,422,2018,2025-04-28,27747,True
G-8601D,240,2016,2025-12-30,8602,True
VH-3740M,316,1993,2026-04-20,63326,True
PP-852W,999,2001,2026-02-05,70593,True
HL-573P,315,2010,2024-12-07,53564,True
HL-4665C,657,2005,2025-10-06,18749,True
EC-1878X,133,2005,2024-08-22,9555,True
VH-1475I,174,1995,2026-01-10,46070,True
N-4281Y,351,1997,2025-11-14,32903,True
PS-8977E,354,1993,2024-06-11,7419,True
JA-6363V,619,1998,2025-06-22,4673,True
PR-3266I,710,1994,2025-07-29,47162,True
B-2343W,557,2002,2025-09-09,37051,True
PP-8573H,362,1998,2026-03-22,58002,True
PR-7408P,663,1994,2025-11-15,36049,True
D-6589J,147,2004,2024-07-07,51859,True
PT-8172U,48,2005,2025-10-11,17260,True
PP-3814J,72,2019,2025-06-12,59911,True
JA-2589Y,707,1995,2025-07-22,13794,True
PR-6082F,295,2010,2025-04-30,51567,False
PR-1649F,771,2020,2025-08-23,15847,True
HL-722S,689,2024,2026-03-13,37800,True
PP-7387Y,36,2007,2025-11-15,25728,True
N-2886D,95,2021,2026-01-05,16080,True
F-6924X,188,2012,2025-02-06,52706,True
PT-6131N,247,2017,2025-05-19,72794,True
G-4567V,396,2011,2026-01-03,2335,True
N-6254S,397,1990,2025-03-20,54351,True
PP-8583L,234,2014,2024-07-13,63938,True
EC-2888R,645,1994,2024-08-27,69283,True
D-1350Z,784,1994,2025-08-08,26435,True
G-3924L,789,2008,2026-02-13,25050,True
PS-4091D,95,1999,2026-01-17,64101,True
G-4784K,318,2020,2025-07-16,69272,True
PS-9458X,672,1991,2024-11-25,36583,True
D-1565A,245,1992,2024-06-12,27488,True
D-9731T,119,2015,2025-01-01,9303,True
N-124F,631,2019,2024-08-23,52265,True
B-7123I,290,1990,2025-11-24,78318,True
PR-5347P,451,2017,2025-11-07,11376,True
PR-6378S,759,1999,2025-02-07,51353,False
N-4756E,572,2016,2025-10-07,28164,True
D-4700B,837,2025,2026-03-30,66005,True
N-1851O,315,2006,2025-01-04,38915,True
PT-4089Y,540,2024,2025-10-11,17014,True
VH-3065X,252,2012,2025-01-08,45000,True
PS-7633G,252,2024,2025-06-16,7740,True
G-1740P,491,2022,2025-01-26,73909,False
HL-3521R,711,1995,2026-03-14,6938,False
PS-1863A,323,2012,2025-06-24,3662,True
G-2138I,5,2006,2024-12-05,67455,True
D-1948V,445,1993,2024-12-03,63073,True
PS-3792R,150,1996,2024-12-26,7456,True
PR-855T,111,1997,2025-11-29,36548,True
F-9958E,120,2014,2024-11-22,72715,True
PR-9503Q,861,2007,2025-03-17,60664,True
EC-8634U,226,2014,2025-10-23,33694,True
EC-282U,432,1997,2026-03-08,1831,True
PR-3719H,533,1999,2025-10-22,19350,True
PS-9155U,725,2000,2026-03-29,23948,True
PS-7609K,334,2021,2025-09-17,17813,True
PR-5559T,136,2010,2025-06-01,3687,True
F-8869O,156,1992,2024-12-12,53634,True
N-7330P,416,2021,2025-05-03,60974,True
B-8364P,126,2002,2026-01-12,1302,True
PU-8335G,618,2021,2025-09-13,17179,False
PR-6519W,436,2003,2025-06-08,17047,True
G-8425S,554,2014,2024-06-28,46371,True
F-9702Y,800,2005,2024-08-13,52521,True
HL-399N,768,1994,2025-10-31,74355,True
JA-8198L,9,1990,2025-04-29,28531,True
B-4995U,58,2006,2025-06-26,26871,True
F-140C,363,2003,2026-01-22,9190,True
TC-203A,771,2013,2025-03-08,69844,True
VH-3216J,705,2024,2024-10-01,42049,True
F-4905Z,189,2011,2026-03-13,43039,True
PU-1136X,453,2023,2025-03-10,39533,True
HL-7493M,29,1996,2026-03-13,68381,True
PS-3162Y,368,2020,2024-12-06,74805,True
PT-6398T,364,2004,2024-07-31,47988,True
VH-6768Y,847,2002,2025-11-01,56040,True
B-3110K,587,1991,2026-02-20,33834,True
VH-218C,630,2005,2026-03-17,75150,True
JA-9276S,522,1995,2025-11-29,66708,True
PS-3154I,836,2009,2025-06-12,47455,True
PU-3935J,665,2001,2026-02-11,41280,True
VH-1336F,964,1999,2026-04-02,73000,True
EC-5569E,599,2004,2025-02-05,65698,True
PR-7230E,552,2014,2024-07-09,72424,True
PP-1715V,44,1992,2024-12-16,59915,True
EC-631C,208,2001,2024-06-05,46160,True
D-473U,783,2009,2026-02-09,37622,True
PT-4351Q,147,1999,2025-08-13,36599,True
B-399F,902,2011,2024-11-15,42502,True
F-6070K,923,2018,2025-06-04,27389,True
PS-8100I,173,2015,2024-06-16,981,True
N-828E,680,2015,2024-08-05,20636,True
N-9715T,113,2007,2026-05-11,31143,True
N-3667Z,586,2013,2026-01-03,78026,True
G-9964D,477,2000,2024-08-30,1907,True
PS-7233W,498,2025,2025-07-09,66008,True
PS-7869G,399,2004,2025-02-11,6293,True
TC-3101P,940,2020,2025-09-27,26331,True
JA-8985Z,921,1995,2025-04-07,16111,True
PU-9050P,547,1991,2025-08-08,46840,True
PT-8991J,297,1993,2025-08-20,74607,False
HL-2851K,825,2010,2025-11-25,67620,True
PP-5408O,204,1997,2025-05-15,27759,False
PP-610H,464,2005,2024-12-27,45373,True
HL-6087U,239,2002,2025-10-15,33129,True
PR-1671N,285,2019,2024-06-15,71185,True
VH-1096W,427,1992,2025-12-27,29988,True
PT-8884M,362,2022,2025-09-26,41881,True
PP-1240X,296,2015,2025-03-07,42282,True
TC-1827S,828,2003,2024-10-11,22728,True
PP-462Z,822,2015,2025-08-14,8790,True
VH-5285A,82,1995,2024-06-18,57364,True
TC-8459W,453,2010,2025-02-11,2736,True
PU-7736U,718,1992,2025-12-16,1499,True
G-3105E,331,1992,2026-02-03,9958,True
HL-8184K,626,1994,2025-10-25,60930,True
B-9052U,608,1992,2026-05-31,78659,True
PS-9323Z,840,2004,2025-03-04,53578,True
JA-5149U,288,2021,2024-06-27,2349,True
JA-411N,444,1993,2025-09-10,47030,True
G-5362E,484,2003,2025-02-28,75711,True
B-9233H,992,1994,2025-06-12,12513,True
HL-5429S,516,2000,2026-05-18,18248,True
PT-8544W,613,2024,2025-08-19,58843,True
PT-7175E,700,2008,2024-09-28,33386,True
PT-6584T,966,2016,2025-06-27,10796,True
PR-4092I,31,2024,2024-07-24,36908,True
F-5395H,125,2010,2025-07-19,5816,True
PP-7561U,299,2005,2024-12-26,73817,True
EC-1997S,104,2014,2025-05-15,46189,True
EC-4704R,25,2016,2025-12-20,17641,True
VH-5280Z,135,2021,2024-09-29,43824,True
VH-6570B,460,2000,2025-04-01,46373,True
HL-9849G,195,2004,2025-04-07,2820,True
B-6940Y,561,2001,2025-06-29,18676,False
PS-8459J,345,2000,2024-07-10,72835,True
PU-9487O,527,2010,2025-04-06,58582,True
HL-2553H,149,2014,2024-11-08,49354,True
PR-3537R,160,1997,2025-12-29,15584,True
PP-222Y,328,1992,2026-04-15,16803,True
HL-5327C,249,1993,2025-09-15,73903,True
EC-6525F,624,2009,2025-09-15,23601,True
VH-6774J,659,2021,2025-10-08,64414,False
PR-3683J,346,2014,2026-04-25,22879,True
N-5515E,497,2006,2024-10-13,20081,True
PT-6643S,946,1996,2025-01-11,76568,True
B-8046L,838,2009,2024-07-31,15026,True
JA-350I,331,2006,2025-04-28,75294,False
N-5032X,885,2021,2026-06-02,68959,True
PP-2504J,58,2022,2025-10-08,68548,True
G-6705C,951,1996,2024-08-14,69216,True
D-1041A,449,2007,2024-08-11,72654,True
PR-319N,94,2025,2025-09-08,5169,True
PR-3206D,383,2013,2025-02-26,56616,True
D-5293F,118,2016,2026-04-02,25610,True
B-2677U,263,2007,2024-12-28,39479,True
N-572O,445,2010,2024-06-29,40181,True
TC-8490S,100,2010,2026-02-23,48682,True
EC-8871S,478,2021,2025-11-19,47523,True
VH-2025J,137,2010,2025-12-14,65552,False
JA-4945E,163,1997,2025-12-16,21164,False
PS-7784X,219,2016,2026-05-19,1594,False
PU-5376F,955,2005,2026-05-01,23183,True
B-1888Y,296,1998,2025-10-09,4435,True
PT-8086S,218,2010,2026-03-08,28785,True
PS-344P,73,2022,2026-05-25,39819,True
PR-517H,733,2011,2026-02-05,14429,True
EC-932U,214,2003,2025-03-25,30492,True
PS-9425G,908,2014,2024-10-17,4669,True
N-7853E,749,1993,2025-12-28,59071,True
PT-6018V,781,2016,2025-06-16,64175,True
G-2968H,515,2017,2025-07-05,47041,True
G-3938A,807,1996,2025-10-16,49362,True
F-1027G,36,2003,2026-04-25,68644,True
EC-4597F,408,2003,2026-04-26,37043,False
N-4930Y,505,2012,2025-09-19,48822,True
HL-6687T,533,2004,2024-06-22,20527,True
HL-9576C,720,2025,2025-07-03,8776,True
TC-212T,993,1994,2025-07-20,73869,True
D-7797W,30,1995,2025-12-25,75416,True
F-3162P,475,1997,2026-01-01,59841,True
G-8231Q,338,2025,2025-10-24,57360,True
G-2113E,83,2018,2024-07-13,64128,True
JA-4734X,265,2009,2025-04-03,14203,True
G-5997O,293,2003,2025-06-27,63080,True
N-9930Q,189,2008,2026-02-12,69851,True
PP-8925Z,971,1997,2024-11-05,66288,True
B-1653F,631,2013,2024-08-10,46106,True
VH-4600K,459,2002,2026-01-14,42563,True
PU-671Z,458,1996,2024-09-05,39924,True
TC-9454C,203,1996,2024-09-26,5440,True
TC-6188E,511,2009,2025-11-02,7258,True
PU-5929N,258,2010,2026-03-02,36676,True
PT-3013S,58,2005,2024-09-01,69224,True
G-5328D,157,2006,2025-05-25,59099,True
EC-2252M,790,2004,2026-05-30,25569,True
TC-648T,358,1997,2025-08-28,9103,True
VH-1461V,828,2001,2025-02-15,19076,True
JA-7196D,360,2025,2025-09-13,33353,True
N-1482C,932,2024,2024-09-18,62121,True
TC-3069F,245,1997,2026-04-15,73446,True
PS-1534W,775,2003,2025-08-06,22455,True
N-8143A,205,2008,2024-09-25,3774,True
HL-2021X,978,2024,2026-01-27,12249,True
F-6153J,235,2015,2026-03-05,19026,True
D-4469Q,865,1996,2026-04-17,73563,True
PT-7944X,567,2010,2024-10-04,17672,True
G-4861F,836,2022,2024-11-11,33180,True
B-6493R,325,1997,2024-12-06,77429,True
PT-8086W,952,2012,2024-08-04,70762,True
G-9934E,462,2008,2024-10-23,21069,True
PR-969H,635,1997,2025-02-12,51423,True
PP-8486C,111,1996,2025-04-01,13298,True
PU-434J,729,2021,2025-06-14,71322,True
B-7791H,488,2009,2025-06-24,66903,False
PP-2033X,704,2019,2024-09-16,490,True
D-4064S,871,2020,2025-02-25,7362,True
G-3827D,434,1998,2024-06-03,75873,True
PT-948O,491,1997,2026-03-04,76260,True
TC-8222N,502,2006,2025-11-20,8690,True
G-932M,273,2025,2025-12-04,44339,True
VH-8678R,669,2008,2026-03-11,40901,True
PP-4800K,60,2007,2024-11-15,66464,True
PU-5900H,515,2017,2025-07-10,73270,True
JA-4899K,110,2001,2026-03-25,54640,True
PP-8184N,432,2018,2025-02-24,31118,True
N-6143F,324,2007,2026-01-10,12035,True
HL-8932G,932,2001,2026-04-25,11615,True
G-8928D,567,2016,2025-05-01,67818,True
HL-6503G,306,2010,2024-09-05,69111,True
G-9764P,941,2021,2025-04-27,8307,False
N-6269Q,858,2025,2024-10-15,24063,True
JA-3970J,181,2009,2025-11-19,23957,True
EC-3127Q,896,2023,2025-05-25,62196,False
PR-5537E,358,1995,2025-11-27,27486,True
D-2982K,547,2015,2024-08-31,15389,True
PT-1167U,264,1990,2024-12-21,71907,True
JA-8316O,265,1999,2024-08-12,54116,True
VH-5205O,120,2000,2024-10-27,8989,True
G-2156P,384,2019,2025-01-04,25109,True
JA-3115B,26,2016,2026-02-06,12473,True
VH-3756N,567,2012,2024-10-15,20376,True
VH-7793Y,291,2024,2025-06-22,1284,True
JA-3281H,651,2012,2025-10-21,20970,True
HL-8563U,260,2013,2025-12-04,78312,True
B-9250G,994,2023,2025-06-21,40372,True
D-4825S,995,1994,2024-10-26,51524,True
EC-8656D,325,2010,2024-09-21,42378,True
PS-7120Y,715,1993,2024-11-05,40743,True
N-2007U,7,2008,2025-02-02,24206,True
PP-5349R,267,2015,2025-10-20,49057,True
EC-9621G,205,2005,2025-06-19,44409,True
D-7190R,802,2013,2024-11-29,25199,True
TC-4541S,631,2007,2025-11-27,2880,True
HL-4525X,464,2019,2025-06-17,19354,True
D-2625Q,25,1998,2026-04-03,65210,True
JA-1305J,1,1991,2024-12-16,37344,True
TC-4303B,541,2021,2024-10-19,78842,True
D-3965N,113,2022,2026-05-08,68812,True
JA-5728E,278,2013,2026-02-01,21145,True
G-4891F,665,1992,2024-08-19,12225,True
F-925Q,173,2010,2025-11-09,33029,True
VH-5320E,86,1995,2026-04-28,17977,True
B-6074S,909,2009,2025-01-28,55395,True
PS-9308D,769,2020,2025-12-15,74622,True
PU-2516O,431,1992,2024-09-27,13272,True
PR-6251T,659,1993,2024-06-11,43211,True
TC-3321O,63,1997,2025-09-18,78567,True
G-3824T,786,2023,2024-12-15,53286,True
TC-1129I,656,2003,2024-10-23,53474,True
PP-9412M,731,1993,2024-06-28,45198,True
N-3051C,604,1992,2025-05-09,76377,True
D-2136F,988,2010,2025-09-06,70392,True
TC-4601A,303,2021,2024-12-04,54360,True
F-4154Z,755,1991,2026-04-29,57380,True
TC-4673N,50,1990,2025-06-10,63938,True
JA-4265B,650,2020,2024-12-21,57285,True
B-6358I,265,1999,2024-08-27,41035,True
EC-3881H,260,2024,2025-03-16,66040,True
N-5151N,560,1993,2025-10-19,657,True
PR-7362N,282,2014,2025-07-01,47590,True
JA-8254V,383,2011,2025-05-21,74126,True
VH-7859I,131,2003,2024-07-22,30374,True
VH-2101E,559,2005,2025-09-24,37688,True
PS-7810A,247,2019,2025-12-04,44647,True
HL-6929Q,384,2020,2025-09-23,46700,True
EC-1162M,659,1996,2025-01-11,24746,True
G-9124Z,624,2004,2024-09-21,30818,True
G-6600C,386,2003,2025-02-22,65786,True
PT-2073O,156,1999,2024-07-11,44320,True
B-5424P,313,2023,2026-03-31,15499,True
B-3521F,316,2017,2025-10-29,6796,True
HL-3817T,527,1996,2025-02-12,68730,False
N-5849I,177,1992,2025-08-16,51319,False
VH-4193T,819,2015,2024-09-15,6973,True
D-9073S,763,2006,2025-10-30,75586,True
PS-5648Y,993,1990,2026-03-21,52595,True
D-7524F,963,2003,2026-02-08,66962,True
D-5857C,116,2005,2025-02-13,39314,True
G-5662O,606,2016,2024-11-24,72994,True
PS-3153B,141,2000,2026-04-08,33957,False
D-3743V,165,2025,2026-05-05,10863,True
JA-5378Y,714,2009,2025-10-12,27398,True
PP-4358U,418,2021,2026-02-18,32796,False
PR-4828A,308,2005,2026-05-07,58791,True
HL-4764C,120,2013,2024-06-03,69305,True
TC-3773N,917,1993,2026-04-03,54028,True
PS-4431B,381,1995,2026-01-18,26472,False
N-7683F,239,2013,2025-08-22,27007,True
EC-1969Q,175,2004,2025-03-11,28900,True
G-8066D,429,1998,2025-03-07,78352,True
G-9119C,675,2019,2025-11-19,43681,True
PT-4805J,837,1998,2026-03-22,32266,True
HL-2648V,101,2010,2025-12-28,53151,False
PS-2852J,904,2021,2025-11-15,40190,True
TC-8733P,994,1998,2025-08-01,64724,True
N-5905X,74,2004,2025-06-18,61224,True
JA-5858W,827,2018,2025-06-20,78571,True
HL-8982X,931,1991,2025-09-17,73246,True
VH-4849D,469,2022,2026-02-13,54787,True
D-3767T,785,2003,2025-12-02,57064,True
EC-5030X,768,2011,2025-09-16,64452,True
PP-941G,916,2010,2024-11-22,21423,True
PU-8953D,122,2006,2025-04-05,54709,True
PT-4071R,869,2004,2025-01-17,31959,True
F-7153G,702,2008,2025-11-05,75341,True
B-5400W,690,1998,2026-01-31,36540,True
D-1930B,932,2007,2024-10-21,13036,True
PP-9207K,858,1996,2025-06-16,840,True
PR-1257N,281,1992,2024-11-12,35037,False
EC-7770Y,996,2015,2025-05-25,16960,True
F-9206A,448,1992,2025-08-30,36250,True
TC-8353S,82,1996,2025-02-27,39851,True
PP-1245T,925,1997,2025-05-20,22230,False
PP-4257J,66,2023,2024-09-25,41384,True
PT-6926Y,430,2008,2024-11-21,10362,True
PR-6128P,760,2011,2025-07-11,50572,True
PT-1312U,235,2006,2025-12-14,29113,True
PS-3113T,228,1996,2025-10-01,33972,True
EC-2298X,530,1999,2024-08-18,20484,True
JA-6677H,284,2020,2025-04-25,21912,True
G-2825X,277,2018,2025-11-12,13651,True
B-3924S,97,2016,2026-02-01,41660,True
PP-7371V,917,2018,2026-05-05,26109,False
D-2315V,259,1990,2024-07-27,30639,True
F-761A,907,2000,2024-09-09,46536,True
VH-4806A,442,2007,2025-08-28,50038,True
D-7021L,969,1994,2024-09-25,64485,True
JA-8279W,321,2004,2024-08-07,20583,True
PP-3428U,393,2010,2024-12-04,43523,True
PU-1877I,601,2002,2025-02-06,578,False
JA-6130T,2,2003,2024-08-21,73435,True
PR-3999B,599,2000,2024-08-20,18105,True
F-3768Z,317,2002,2025-10-27,50617,True
PU-6153M,435,2002,2026-04-22,3060,True
HL-828M,437,2010,2025-10-09,72009,True
JA-4800Y,627,2007,2024-07-29,2477,True
G-5038J,418,2013,2024-12-04,8730,True
PT-8052V,592,1999,2025-10-24,30388,True
PR-2346Q,516,2002,2024-11-10,36412,True
VH-2174R,274,2008,2024-07-11,43474,True
TC-776P,318,2000,2024-08-24,67511,True
F-431G,729,2021,2024-06-24,76089,True
PU-593B,11,1994,2025-06-06,481,True
N-7200Q,925,2020,2025-02-11,62138,True
PS-7181I,926,2014,2024-10-25,39826,True
VH-2604D,844,2015,2025-03-18,76329,True
VH-8675T,815,2000,2026-01-17,65541,True
D-9659Z,465,2004,2025-11-09,38457,True
TC-5338T,443,2002,2024-07-06,47297,True
PP-3370X,87,2010,2024-10-18,16602,True
VH-6697B,369,2019,2026-04-07,77802,True
PT-5228O,327,2023,2024-12-21,15668,True
PR-1367X,378,2009,2025-04-12,40423,True
PT-3042I,381,2021,2025-08-23,30812,True
EC-8963I,524,1992,2025-01-04,7473,True
PR-3749F,876,2023,2025-07-14,64772,True
B-944O,971,2023,2026-03-10,75758,True
JA-1211P,540,2005,2026-01-25,19649,True
HL-2280L,682,1993,2026-02-23,78405,True
B-6134X,843,2013,2025-01-11,59291,True
PP-2483F,249,1998,2025-12-06,52667,True
PT-7529L,294,1999,2025-12-22,51553,True
JA-8797Q,799,2003,2026-04-14,21900,True
TC-9512U,82,1998,2024-08-21,35725,True
PU-9149G,670,1992,2024-10-12,54811,True
F-4535Y,340,2015,2024-11-12,63412,True
F-5837P,202,1991,2024-09-18,17537,True
JA-3540V,763,2008,2026-03-03,73084,True
JA-7340C,276,2015,2025-12-20,61707,True
