reserva_id,numero_passagem,assento,classe,emitida_em
2691,TKT-02691,25E,EXECUTIVA,2026-01-27 17:24:11+00:00
2692,TKT-02692,26E,PRIMEIRA_CLASSE,2025-11-22 17:48:05+00:00
2693,TKT-02693,20B,EXECUTIVA,2026-05-22 19:55:33+00:00
2694,TKT-02694,14F,ECONOMICA,2025-07-22 13:56:13+00:00
2695,TKT-02695,20F,PRIMEIRA_CLASSE,2026-05-16 07:33:23+00:00
2696,TKT-02696,28A,ECONOMICA,2026-01-28 00:37:29+00:00
2697,TKT-02697,12F,ECONOMICA,2025-08-25 20:56:57+00:00
2698,TKT-02698,22F,PRIMEIRA_CLASSE,2026-05-15 17:33:44+00:00
2699,TKT-02699,8A,PRIMEIRA_CLASSE,2025-10-04 22:41:10+00:00
2700,TKT-02700,7B,ECONOMICA,2025-10-28 13:09:42+00:00
2701,TKT-02701,13A,PRIMEIRA_CLASSE,2025-11-21 16:24:59+00:00
2702,TKT-02702,31A,ECONOMICA,2025-11-18 14:39:27+00:00
2703,TKT-02703,1F,ECONOMICA,2025-12-31 02:42:52+00:00
2704,TKT-02704,25B,EXECUTIVA,2025-09-17 14:02:57+00:00
2705,TKT-02705,27E,EXECUTIVA,2025-06-19 21:45:49+00:00
2706,TKT-02706,23D,EXECUTIVA,2025-08-21 09:01:01+00:00
2707,TKT-02707,3C,EXECUTIVA,2026-03-18 14:13:30+00:00
2708,TKT-02708,3F,ECONOMICA,2026-02-18 04:34:33+00:00
2709,TKT-02709,11C,EXECUTIVA,2026-03-22 23:45:41+00:00
2710,TKT-02710,18D,EXECUTIVA,2026-04-21 11:16:19+00:00
2711,TKT-02711,6D,EXECUTIVA,2025-12-05 21:51:08+00:00
2712,TKT-02712,38F,ECONOMICA,2025-07-04 17:43:23+00:00
2713,TKT-02713,35F,PRIMEIRA_CLASSE,2025-09-16 07:21:23+00:00
2714,TKT-02714,23A,EXECUTIVA,2025-07-05 10:40:43+00:00
2715,TKT-02715,7D,EXECUTIVA,2026-03-02 03:12:56+00:00
2716,TKT-02716,8C,PRIMEIRA_CLASSE,2026-03-05 10:26:07+00:00
2717,TKT-02717,3F,ECONOMICA,2026-02-08 01:08:30+00:00
2718,TKT-02718,9E,PRIMEIRA_CLASSE,2026-05-06 03:40:31+00:00
2719,TKT-02719,33F,ECONOMICA,2026-03-14 11:26:38+00:00
2720,TKT-02720,25A,ECONOMICA,2025-12-13 12:37:31+00:00
2721,TKT-02721,24D,ECONOMICA,2026-01-08 22:40:20+00:00
2722,TKT-02722,17E,EXECUTIVA,2026-02-27 07:23:52+00:00
2723,TKT-02723,25F,PRIMEIRA_CLASSE,2025-06-11 10:24:46+00:00
2724,TKT-02724,33D,PRIMEIRA_CLASSE,2025-12-14 11:33:32+00:00
2725,TKT-02725,17D,PRIMEIRA_CLASSE,2025-08-15 15:06:58+00:00
2726,TKT-02726,5B,EXECUTIVA,2026-04-10 02:34:59+00:00
2727,TKT-02727,37C,EXECUTIVA,2026-05-10 17:25:00+00:00
2728,TKT-02728,10C,ECONOMICA,2025-09-12 13:15:42+00:00
2729,TKT-02729,2F,ECONOMICA,2025-12-16 03:53:00+00:00
2730,TKT-02730,11E,PRIMEIRA_CLASSE,2025-11-04 08:51:57+00:00
2731,TKT-02731,38E,EXECUTIVA,2025-07-29 03:30:16+00:00
2732,TKT-02732,19F,EXECUTIVA,2025-08-28 23:29:56+00:00
2733,TKT-02733,25F,PRIMEIRA_CLASSE,2025-08-19 05:02:50+00:00
2734,TKT-02734,14C,ECONOMICA,2026-02-22 22:42:05+00:00
2735,TKT-02735,27C,ECONOMICA,2026-01-01 05:57:44+00:00
2736,TKT-02736,14D,EXECUTIVA,2025-12-23 10:34:35+00:00
2737,TKT-02737,34E,EXECUTIVA,2025-12-27 21:32:31+00:00
2738,TKT-02738,11C,PRIMEIRA_CLASSE,2026-04-07 13:32:45+00:00
2739,TKT-02739,26F,EXECUTIVA,2026-03-17 15:46:42+00:00
2740,TKT-02740,3C,EXECUTIVA,2025-12-11 15:33:16+00:00
2741,TKT-02741,19E,ECONOMICA,2026-05-02 19:28:05+00:00
2742,TKT-02742,7C,ECONOMICA,2025-06-20 03:27:59+00:00
2743,TKT-02743,17C,ECONOMICA,2026-05-06 17:42:18+00:00
2744,TKT-02744,8A,ECONOMICA,2025-09-27 06:20:19+00:00
2745,TKT-02745,2A,EXECUTIVA,2025-06-26 05:36:07+00:00
2746,TKT-02746,21F,PRIMEIRA_CLASSE,2025-11-17 13:45:01+00:00
2747,TKT-02747,39E,EXECUTIVA,2025-06-28 23:49:05+00:00
2748,TKT-02748,18C,ECONOMICA,2025-06-09 12:23:53+00:00
2749,TKT-02749,29A,EXECUTIVA,2026-02-28 04:38:53+00:00
2750,TKT-02750,20E,EXECUTIVA,2025-08-03 18:33:17+00:00
2751,TKT-02751,18C,PRIMEIRA_CLASSE,2026-05-04 14:47:40+00:00
2752,TKT-02752,23C,PRIMEIRA_CLASSE,2026-01-23 18:10:13+00:00
2753,TKT-02753,17E,ECONOMICA,2026-03-10 09:41:58+00:00
2754,TKT-02754,2E,ECONOMICA,2026-05-22 13:10:48+00:00
2755,TKT-02755,6D,ECONOMICA,2026-05-20 04:47:28+00:00
2756,TKT-02756,6E,ECONOMICA,2026-01-01 12:26:34+00:00
2757,TKT-02757,26C,PRIMEIRA_CLASSE,2025-08-12 01:04:17+00:00
2758,TKT-02758,12B,PRIMEIRA_CLASSE,2026-04-28 09:06:58+00:00
2759,TKT-02759,15B,ECONOMICA,2025-06-29 17:36:47+00:00
2760,TKT-02760,23B,PRIMEIRA_CLASSE,2025-12-11 04:16:43+00:00
2761,TKT-02761,7D,ECONOMICA,2025-11-20 09:15:35+00:00
2762,TKT-02762,32F,PRIMEIRA_CLASSE,2025-12-07 18:29:53+00:00
2763,TKT-02763,26F,EXECUTIVA,2026-04-24 00:32:04+00:00
2764,TKT-02764,21A,EXECUTIVA,2026-02-22 07:29:06+00:00
2765,TKT-02765,24E,PRIMEIRA_CLASSE,2025-11-18 07:04:22+00:00
2766,TKT-02766,4A,EXECUTIVA,2026-01-26 07:17:25+00:00
2767,TKT-02767,4E,PRIMEIRA_CLASSE,2025-10-07 11:23:36+00:00
2768,TKT-02768,34A,ECONOMICA,2025-11-20 00:43:47+00:00
2769,TKT-02769,21D,PRIMEIRA_CLASSE,2026-05-23 23:55:16+00:00
2770,TKT-02770,14F,PRIMEIRA_CLASSE,2025-09-18 20:19:29+00:00
2771,TKT-02771,27A,PRIMEIRA_CLASSE,2026-03-15 00:31:25+00:00
2772,TKT-02772,16B,EXECUTIVA,2026-05-27 10:21:33+00:00
2773,TKT-02773,19E,ECONOMICA,2025-09-09 12:12:26+00:00
2774,TKT-02774,40D,PRIMEIRA_CLASSE,2026-02-27 14:38:36+00:00
2775,TKT-02775,10E,PRIMEIRA_CLASSE,2025-12-08 06:08:49+00:00
2776,TKT-02776,30B,PRIMEIRA_CLASSE,2026-02-16 12:10:27+00:00
2777,TKT-02777,25C,EXECUTIVA,2026-01-24 18:00:38+00:00
2778,TKT-02778,32B,ECONOMICA,2025-08-15 18:42:54+00:00
2779,TKT-02779,39C,EXECUTIVA,2026-04-19 21:42:59+00:00
2780,TKT-02780,38E,EXECUTIVA,2026-01-19 02:14:12+00:00
2781,TKT-02781,16B,PRIMEIRA_CLASSE,2025-11-23 06:55:02+00:00
2782,TKT-02782,8C,EXECUTIVA,2025-06-12 16:43:30+00:00
2783,TKT-02783,36F,EXECUTIVA,2026-03-23 08:02:14+00:00
2784,TKT-02784,39A,EXECUTIVA,2025-11-01 21:15:06+00:00
2785,TKT-02785,35E,PRIMEIRA_CLASSE,2025-09-01 20:24:31+00:00
2786,TKT-02786,38A,EXECUTIVA,2025-10-25 13:28:32+00:00
2787,TKT-02787,11B,ECONOMICA,2025-10-30 17:19:46+00:00
2788,TKT-02788,4E,ECONOMICA,2026-03-13 10:15:25+00:00
2789,TKT-02789,36A,EXECUTIVA,2026-03-14 04:19:40+00:00
2790,TKT-02790,5C,ECONOMICA,2025-11-10 11:08:21+00:00
2791,TKT-02791,23C,EXECUTIVA,2025-06-21 07:20:57+00:00
2792,TKT-02792,32F,EXECUTIVA,2025-11-09 20:03:02+00:00
2793,TKT-02793,15B,PRIMEIRA_CLASSE,2026-02-11 04:12:58+00:00
2794,TKT-02794,20F,PRIMEIRA_CLASSE,2025-09-11 06:27:51+00:00
2795,TKT-02795,36E,ECONOMICA,2025-06-22 06:09:23+00:00
2796,TKT-02796,28D,ECONOMICA,2025-09-12 22:44:43+00:00
2797,TKT-02797,33E,PRIMEIRA_CLASSE,2025-07-15 22:50:23+00:00
2798,TKT-02798,32B,ECONOMICA,2026-04-08 16:25:24+00:00
2799,TKT-02799,9E,EXECUTIVA,2025-10-17 05:03:58+00:00
2800,TKT-02800,4E,ECONOMICA,2025-08-26 01:07:18+00:00
2801,TKT-02801,5B,ECONOMICA,2025-11-16 12:43:46+00:00
2802,TKT-02802,31C,PRIMEIRA_CLASSE,2025-10-18 03:25:09+00:00
2803,TKT-02803,39C,ECONOMICA,2026-05-28 20:00:26+00:00
2804,TKT-02804,31A,PRIMEIRA_CLASSE,2026-02-05 08:06:08+00:00
2805,TKT-02805,17E,EXECUTIVA,2026-01-21 06:07:43+00:00
2806,TKT-02806,21F,EXECUTIVA,2025-06-13 03:31:31+00:00
2807,TKT-02807,16A,EXECUTIVA,2025-09-26 01:27:59+00:00
2808,TKT-02808,39C,PRIMEIRA_CLASSE,2026-01-29 06:40:58+00:00
2809,TKT-02809,17F,PRIMEIRA_CLASSE,2026-05-18 22:40:00+00:00
2810,TKT-02810,15C,PRIMEIRA_CLASSE,2025-06-12 07:54:32+00:00
2811,TKT-02811,13C,EXECUTIVA,2025-12-04 16:31:19+00:00
2812,TKT-02812,5C,EXECUTIVA,2026-01-29 15:33:36+00:00
2813,TKT-02813,29E,PRIMEIRA_CLASSE,2026-02-15 08:49:43+00:00
2814,TKT-02814,36E,EXECUTIVA,2025-07-15 04:49:49+00:00
2815,TKT-02815,7A,ECONOMICA,2025-10-23 11:33:42+00:00
2816,TKT-02816,31B,PRIMEIRA_CLASSE,2025-09-29 15:50:00+00:00
2817,TKT-02817,22E,ECONOMICA,2025-08-03 08:53:07+00:00
2818,TKT-02818,34F,EXECUTIVA,2025-10-08 03:29:26+00:00
2819,TKT-02819,17A,EXECUTIVA,2026-03-15 05:48:41+00:00
2820,TKT-02820,4D,EXECUTIVA,2026-05-24 23:01:09+00:00
2821,TKT-02821,11D,PRIMEIRA_CLASSE,2025-06-28 05:11:06+00:00
2822,TKT-02822,39D,PRIMEIRA_CLASSE,2026-04-09 07:44:41+00:00
2823,TKT-02823,6C,PRIMEIRA_CLASSE,2025-12-16 20:39:07+00:00
2824,TKT-02824,37F,ECONOMICA,2026-03-21 05:53:42+00:00
2825,TKT-02825,8A,ECONOMICA,2026-05-12 21:04:06+00:00
2826,TKT-02826,19F,ECONOMICA,2026-01-22 05:53:55+00:00
2827,TKT-02827,15A,EXECUTIVA,2025-11-20 16:06:07+00:00
2828,TKT-02828,7E,ECONOMICA,2025-07-17 13:39:25+00:00
2829,TKT-02829,23D,EXECUTIVA,2026-05-16 23:48:41+00:00
2830,TKT-02830,2F,EXECUTIVA,2025-09-24 13:14:28+00:00
2831,TKT-02831,1D,PRIMEIRA_CLASSE,2026-01-22 11:12:08+00:00
2832,TKT-02832,36A,PRIMEIRA_CLASSE,2025-11-22 01:12:18+00:00
2833,TKT-02833,33E,EXECUTIVA,2025-12-01 16:51:35+00:00
2834,TKT-02834,16D,PRIMEIRA_CLASSE,2026-02-27 18:00:16+00:00
2835,TKT-02835,25A,PRIMEIRA_CLASSE,2026-03-09 11:57:34+00:00
2836,TKT-02836,3E,EXECUTIVA,2025-12-06 22:20:39+00:00
2837,TKT-02837,14B,PRIMEIRA_CLASSE,2026-01-18 18:54:08+00:00
2838,TKT-02838,5C,PRIMEIRA_CLASSE,2025-07-27 05:25:54+00:00
2839,TKT-02839,26A,ECONOMICA,2026-01-19 11:42:44+00:00
2840,TKT-02840,31C,EXECUTIVA,2026-01-26 06:34:44+00:00
2841,TKT-02841,12A,PRIMEIRA_CLASSE,2025-10-29 04:10:27+00:00
2842,TKT-02842,25F,ECONOMICA,2025-07-03 14:45:48+00:00
2843,TKT-02843,16F,ECONOMICA,2025-09-04 07:02:01+00:00
2844,TKT-02844,36A,EXECUTIVA,2026-06-01 16:54:52+00:00
2845,TKT-02845,40B,PRIMEIRA_CLASSE,2025-07-08 00:43:54+00:00
2846,TKT-02846,23E,PRIMEIRA_CLASSE,2025-09-04 02:39:49+00:00
2847,TKT-02847,36F,ECONOMICA,2025-12-13 05:24:12+00:00
2848,TKT-02848,3B,ECONOMICA,2025-07-05 13:53:42+00:00
2849,TKT-02849,3E,ECONOMICA,2025-06-23 08:40:39+00:00
2850,TKT-02850,9C,EXECUTIVA,2026-03-29 13:28:49+00:00
2851,TKT-02851,28C,ECONOMICA,2026-01-09 22:18:31+00:00
2852,TKT-02852,20A,PRIMEIRA_CLASSE,2026-04-16 10:35:15+00:00
2853,TKT-02853,23A,ECONOMICA,2025-07-19 15:59:47+00:00
2854,TKT-02854,34F,EXECUTIVA,2026-06-01 01:48:33+00:00
2855,TKT-02855,16E,ECONOMICA,2025-06-26 03:54:39+00:00
2856,TKT-02856,6C,PRIMEIRA_CLASSE,2026-05-27 02:18:26+00:00
2857,TKT-02857,22D,PRIMEIRA_CLASSE,2025-12-04 07:08:51+00:00
2858,TKT-02858,3B,PRIMEIRA_CLASSE,2025-10-07 05:48:28+00:00
2859,TKT-02859,10D,ECONOMICA,2025-10-27 20:38:39+00:00
2860,TKT-02860,1C,PRIMEIRA_CLASSE,2026-05-23 11:27:43+00:00
2861,TKT-02861,38E,ECONOMICA,2026-02-05 02:06:46+00:00
2862,TKT-02862,11D,ECONOMICA,2025-08-02 10:27:42+00:00
2863,TKT-02863,15B,PRIMEIRA_CLASSE,2025-09-15 01:24:55+00:00
2864,TKT-02864,15D,PRIMEIRA_CLASSE,2025-08-09 04:59:22+00:00
2865,TKT-02865,5D,ECONOMICA,2025-12-01 18:32:41+00:00
2866,TKT-02866,25E,ECONOMICA,2025-10-15 22:37:20+00:00
2867,TKT-02867,21B,EXECUTIVA,2025-06-17 10:50:50+00:00
2868,TKT-02868,7E,EXECUTIVA,2025-08-05 19:07:25+00:00
2869,TKT-02869,8E,PRIMEIRA_CLASSE,2025-09-24 10:41:25+00:00
2870,TKT-02870,37C,PRIMEIRA_CLASSE,2026-01-19 20:36:05+00:00
2871,TKT-02871,12A,PRIMEIRA_CLASSE,2026-05-24 05:50:41+00:00
2872,TKT-02872,26C,EXECUTIVA,2026-04-06 11:00:47+00:00
2873,TKT-02873,36A,PRIMEIRA_CLASSE,2025-12-28 22:10:30+00:00
2874,TKT-02874,22B,EXECUTIVA,2025-12-07 10:32:39+00:00
2875,TKT-02875,28A,EXECUTIVA,2025-06-16 09:17:57+00:00
2876,TKT-02876,27C,PRIMEIRA_CLASSE,2025-07-31 22:18:31+00:00
2877,TKT-02877,6C,PRIMEIRA_CLASSE,2025-06-04 10:54:22+00:00
2878,TKT-02878,37B,EXECUTIVA,2025-12-18 23:13:07+00:00
2879,TKT-02879,28A,PRIMEIRA_CLASSE,2025-10-03 17:13:54+00:00
2880,TKT-02880,1A,PRIMEIRA_CLASSE,2025-12-25 21:03:19+00:00
2881,TKT-02881,17B,EXECUTIVA,2026-02-01 03:19:34+00:00
2882,TKT-02882,24E,EXECUTIVA,2026-02-21 02:10:27+00:00
2883,TKT-02883,16D,ECONOMICA,2026-04-24 05:47:06+00:00
2884,TKT-02884,11C,EXECUTIVA,2026-05-11 06:12:54+00:00
2885,TKT-02885,6C,EXECUTIVA,2025-07-24 06:05:23+00:00
2886,TKT-02886,40F,EXECUTIVA,2025-11-22 02:48:53+00:00
2887,TKT-02887,2C,PRIMEIRA_CLASSE,2026-01-22 14:58:01+00:00
2888,TKT-02888,5A,PRIMEIRA_CLASSE,2025-08-27 02:20:48+00:00
2889,TKT-02889,8C,ECONOMICA,2025-09-15 05:15:50+00:00
2890,TKT-02890,3C,PRIMEIRA_CLASSE,2025-11-11 05:25:09+00:00
2891,TKT-02891,17C,ECONOMICA,2025-10-03 11:10:48+00:00
2892,TKT-02892,16F,EXECUTIVA,2026-02-19 09:21:29+00:00
2893,TKT-02893,25D,PRIMEIRA_CLASSE,2026-04-23 19:46:47+00:00
2894,TKT-02894,18B,ECONOMICA,2026-02-14 23:17:31+00:00
2895,TKT-02895,34A,EXECUTIVA,2025-11-19 15:45:01+00:00
2896,TKT-02896,36E,PRIMEIRA_CLASSE,2025-10-02 13:43:30+00:00
2897,TKT-02897,3E,PRIMEIRA_CLASSE,2025-07-05 00:47:16+00:00
2898,TKT-02898,5D,EXECUTIVA,2025-08-02 14:46:47+00:00
2899,TKT-02899,40F,PRIMEIRA_CLASSE,2026-05-28 03:09:36+00:00
2900,TKT-02900,28C,ECONOMICA,2025-08-11 08:24:34+00:00
2901,TKT-02901,32F,EXECUTIVA,2025-07-08 09:15:16+00:00
2902,TKT-02902,9C,EXECUTIVA,2025-11-07 21:13:36+00:00
2903,TKT-02903,3A,ECONOMICA,2025-10-17 19:03:22+00:00
2904,TKT-02904,38E,ECONOMICA,2025-08-18 18:50:24+00:00
2905,TKT-02905,5C,PRIMEIRA_CLASSE,2025-09-02 02:00:37+00:00
2906,TKT-02906,40E,EXECUTIVA,2025-11-10 00:37:10+00:00
2907,TKT-02907,13F,ECONOMICA,2025-08-20 18:12:56+00:00
2908,TKT-02908,14D,EXECUTIVA,2025-06-22 05:06:37+00:00
2909,TKT-02909,2A,PRIMEIRA_CLASSE,2026-01-31 04:45:56+00:00
2910,TKT-02910,25A,PRIMEIRA_CLASSE,2025-10-11 07:47:03+00:00
2911,TKT-02911,15F,ECONOMICA,2025-12-11 09:11:44+00:00
2912,TKT-02912,8B,ECONOMICA,2025-12-15 02:44:57+00:00
2913,TKT-02913,25A,EXECUTIVA,2025-10-09 08:43:35+00:00
2914,TKT-02914,19C,ECONOMICA,2025-09-10 19:35:32+00:00
2915,TKT-02915,21E,PRIMEIRA_CLASSE,2026-03-31 10:54:35+00:00
2916,TKT-02916,27D,PRIMEIRA_CLASSE,2025-07-12 22:04:50+00:00
2917,TKT-02917,9A,EXECUTIVA,2025-09-06 09:20:29+00:00
2918,TKT-02918,27C,ECONOMICA,2025-12-21 22:56:03+00:00
2919,TKT-02919,21F,ECONOMICA,2025-12-23 09:49:41+00:00
2920,TKT-02920,4C,PRIMEIRA_CLASSE,2025-12-03 05:52:50+00:00
2921,TKT-02921,6E,ECONOMICA,2025-06-17 04:30:05+00:00
2922,TKT-02922,18A,EXECUTIVA,2025-08-23 14:45:39+00:00
2923,TKT-02923,32A,PRIMEIRA_CLASSE,2025-06-20 08:35:12+00:00
2924,TKT-02924,13F,ECONOMICA,2026-04-18 00:47:22+00:00
2925,TKT-02925,36A,PRIMEIRA_CLASSE,2025-10-04 10:04:51+00:00
2926,TKT-02926,3E,PRIMEIRA_CLASSE,2026-02-24 08:43:57+00:00
2927,TKT-02927,10F,ECONOMICA,2025-08-27 12:57:37+00:00
2928,TKT-02928,29F,ECONOMICA,2026-02-06 17:13:51+00:00
2929,TKT-02929,6A,EXECUTIVA,2025-08-19 15:31:55+00:00
2930,TKT-02930,7D,EXECUTIVA,2025-09-01 04:59:14+00:00
2931,TKT-02931,23D,PRIMEIRA_CLASSE,2026-01-06 00:46:58+00:00
2932,TKT-02932,14B,ECONOMICA,2026-03-14 12:02:41+00:00
2933,TKT-02933,39C,EXECUTIVA,2026-05-18 02:52:10+00:00
2934,TKT-02934,28A,ECONOMICA,2026-03-06 12:54:16+00:00
2935,TKT-02935,39F,EXECUTIVA,2026-01-13 18:14:01+00:00
2936,TKT-02936,38E,ECONOMICA,2025-07-21 20:58:38+00:00
2937,TKT-02937,38D,EXECUTIVA,2026-03-20 13:22:54+00:00
2938,TKT-02938,24C,ECONOMICA,2025-07-22 00:15:08+00:00
2939,TKT-02939,22D,EXECUTIVA,2026-03-16 16:58:08+00:00
2940,TKT-02940,29F,ECONOMICA,2025-07-09 06:52:43+00:00
2941,TKT-02941,8B,ECONOMICA,2026-04-23 02:29:05+00:00
2942,TKT-02942,31E,PRIMEIRA_CLASSE,2026-04-27 04:42:18+00:00
2943,TKT-02943,10F,EXECUTIVA,2025-06-08 11:58:50+00:00
2944,TKT-02944,36A,ECONOMICA,2025-09-25 01:31:12+00:00
2945,TKT-02945,15F,EXECUTIVA,2026-01-19 03:56:44+00:00
2946,TKT-02946,18B,ECONOMICA,2025-10-01 21:21:42+00:00
2947,TKT-02947,25A,PRIMEIRA_CLASSE,2025-06-07 18:47:14+00:00
2948,TKT-02948,23F,EXECUTIVA,2025-09-02 10:58:02+00:00
2949,TKT-02949,5C,ECONOMICA,2025-07-22 15:28:38+00:00
2950,TKT-02950,6B,PRIMEIRA_CLASSE,2026-02-09 00:03:11+00:00
2951,TKT-02951,36F,EXECUTIVA,2026-04-12 10:28:02+00:00
2952,TKT-02952,21F,PRIMEIRA_CLASSE,2025-09-19 11:46:41+00:00
2953,TKT-02953,27C,PRIMEIRA_CLASSE,2026-01-01 02:20:12+00:00
2954,TKT-02954,9F,ECONOMICA,2026-02-18 21:15:06+00:00
2955,TKT-02955,35D,ECONOMICA,2026-04-06 09:48:50+00:00
2956,TKT-02956,32E,ECONOMICA,2026-01-30 22:45:22+00:00
2957,TKT-02957,36A,ECONOMICA,2026-02-20 09:17:19+00:00
2958,TKT-02958,2A,PRIMEIRA_CLASSE,2025-06-04 16:26:56+00:00
2959,TKT-02959,8A,ECONOMICA,2025-06-24 00:03:55+00:00
2960,TKT-02960,29D,ECONOMICA,2025-10-09 09:48:47+00:00
2961,TKT-02961,5E,ECONOMICA,2025-11-04 12:38:47+00:00
2962,TKT-02962,39B,ECONOMICA,2026-03-20 21:07:32+00:00
2963,TKT-02963,28A,ECONOMICA,2025-08-15 01:36:14+00:00
2964,TKT-02964,23A,PRIMEIRA_CLASSE,2026-02-17 00:42:53+00:00
2965,TKT-02965,26B,EXECUTIVA,2025-10-15 20:31:19+00:00
2966,TKT-02966,20A,ECONOMICA,2026-03-19 12:51:24+00:00
2967,TKT-02967,35C,ECONOMICA,2025-11-08 04:51:35+00:00
2968,TKT-02968,22C,PRIMEIRA_CLASSE,2025-07-07 00:22:55+00:00
2969,TKT-02969,37B,PRIMEIRA_CLASSE,2025-08-03 02:47:11+00:00
2970,TKT-02970,34C,ECONOMICA,2025-06-12 03:32:23+00:00
2971,TKT-02971,2F,PRIMEIRA_CLASSE,2026-01-30 01:27:46+00:00
2972,TKT-02972,35C,PRIMEIRA_CLASSE,2025-12-02 16:37:10+00:00
2973,TKT-02973,7D,PRIMEIRA_CLASSE,2025-08-25 05:39:07+00:00
2974,TKT-02974,25A,PRIMEIRA_CLASSE,2026-04-13 21:41:42+00:00
2975,TKT-02975,39E,PRIMEIRA_CLASSE,2025-08-16 18:12:57+00:00
2976,TKT-02976,36B,ECONOMICA,2025-08-10 03:49:14+00:00
2977,TKT-02977,39E,EXECUTIVA,2026-04-10 22:55:59+00:00
2978,TKT-02978,25A,ECONOMICA,2026-02-27 05:26:21+00:00
2979,TKT-02979,17C,EXECUTIVA,2025-06-28 20:05:49+00:00
2980,TKT-02980,40D,PRIMEIRA_CLASSE,2026-04-10 20:01:07+00:00
2981,TKT-02981,36F,PRIMEIRA_CLASSE,2025-11-27 09:30:45+00:00
2982,TKT-02982,24D,PRIMEIRA_CLASSE,2025-09-16 14:59:08+00:00
2983,TKT-02983,36E,ECONOMICA,2025-06-14 05:50:38+00:00
2984,TKT-02984,3C,PRIMEIRA_CLASSE,2026-05-28 18:55:18+00:00
2985,TKT-02985,18A,PRIMEIRA_CLASSE,2026-05-24 11:40:04+00:00
2986,TKT-02986,13A,ECONOMICA,2025-11-10 01:12:50+00:00
2987,TKT-02987,27A,ECONOMICA,2026-04-15 04:39:14+00:00
2988,TKT-02988,19A,EXECUTIVA,2026-03-22 01:21:45+00:00
2989,TKT-02989,4A,PRIMEIRA_CLASSE,2025-10-14 15:18:34+00:00
2990,TKT-02990,8E,EXECUTIVA,2025-11-22 10:19:42+00:00
2991,TKT-02991,16E,ECONOMICA,2026-05-14 16:41:38+00:00
2992,TKT-02992,15C,EXECUTIVA,2025-10-14 06:49:09+00:00
2993,TKT-02993,4B,EXECUTIVA,2025-11-12 13:25:17+00:00
2994,TKT-02994,13F,ECONOMICA,2025-07-14 13:35:04+00:00
2995,TKT-02995,30F,PRIMEIRA_CLASSE,2025-11-06 23:27:26+00:00
2996,TKT-02996,32C,ECONOMICA,2026-05-26 00:54:52+00:00
2997,TKT-02997,24F,ECONOMICA,2025-12-12 13:45:55+00:00
2998,TKT-02998,13E,EXECUTIVA,2025-08-26 08:50:49+00:00
2999,TKT-02999,18F,PRIMEIRA_CLASSE,2026-05-20 11:20:11+00:00
3000,TKT-03000,34F,ECONOMICA,2025-07-26 08:12:29+00:00
3001,TKT-03001,2E,EXECUTIVA,2025-08-10 06:08:26+00:00
3002,TKT-03002,3F,ECONOMICA,2026-05-27 21:51:51+00:00
3003,TKT-03003,21B,EXECUTIVA,2025-11-28 09:37:08+00:00
3004,TKT-03004,39C,ECONOMICA,2026-05-08 10:50:56+00:00
3005,TKT-03005,10E,PRIMEIRA_CLASSE,2026-03-13 07:44:48+00:00
3006,TKT-03006,34D,PRIMEIRA_CLASSE,2026-05-18 09:50:17+00:00
3007,TKT-03007,32B,ECONOMICA,2025-07-11 05:33:29+00:00
3008,TKT-03008,31B,PRIMEIRA_CLASSE,2026-02-28 17:47:24+00:00
3009,TKT-03009,21A,PRIMEIRA_CLASSE,2026-04-23 01:10:36+00:00
3010,TKT-03010,38D,ECONOMICA,2025-10-07 15:45:49+00:00
3011,TKT-03011,17F,EXECUTIVA,2026-04-21 06:08:33+00:00
3012,TKT-03012,32A,PRIMEIRA_CLASSE,2025-10-01 19:48:29+00:00
3013,TKT-03013,6A,EXECUTIVA,2025-12-15 06:00:46+00:00
3014,TKT-03014,15B,ECONOMICA,2025-09-30 22:02:14+00:00
3015,TKT-03015,39F,EXECUTIVA,2025-07-17 21:58:00+00:00
3016,TKT-03016,24E,ECONOMICA,2025-06-27 19:41:25+00:00
3017,TKT-03017,36F,EXECUTIVA,2026-05-16 18:13:58+00:00
3018,TKT-03018,3E,PRIMEIRA_CLASSE,2025-08-16 23:47:18+00:00
3019,TKT-03019,18A,ECONOMICA,2026-02-27 16:11:18+00:00
3020,TKT-03020,25A,PRIMEIRA_CLASSE,2026-02-04 18:55:47+00:00
3021,TKT-03021,20B,PRIMEIRA_CLASSE,2025-06-07 22:02:46+00:00
3022,TKT-03022,13F,ECONOMICA,2025-07-27 16:57:23+00:00
3023,TKT-03023,36C,EXECUTIVA,2026-04-17 06:08:11+00:00
3024,TKT-03024,7A,ECONOMICA,2025-08-31 23:18:52+00:00
3025,TKT-03025,38A,ECONOMICA,2025-09-06 14:40:52+00:00
3026,TKT-03026,33F,ECONOMICA,2025-07-30 11:49:16+00:00
3027,TKT-03027,14A,ECONOMICA,2026-01-24 21:23:50+00:00
3028,TKT-03028,2E,ECONOMICA,2025-10-24 01:36:37+00:00
3029,TKT-03029,38B,ECONOMICA,2026-04-03 01:49:13+00:00
3030,TKT-03030,17D,EXECUTIVA,2026-01-10 09:44:14+00:00
3031,TKT-03031,7C,ECONOMICA,2026-02-14 15:14:21+00:00
3032,TKT-03032,25A,PRIMEIRA_CLASSE,2026-06-01 23:54:10+00:00
3033,TKT-03033,14D,PRIMEIRA_CLASSE,2025-08-01 16:22:10+00:00
