numero_voo,aeronave_id,aeroporto_origem_id,aeroporto_destino_id,data_partida,data_chegada,status_id,preco_base
AF1659,641,398,4389,2025-07-18 12:13:10+00:00,2025-07-18 22:56:26.026247+00:00,74,1659.31
SQ9313,2469,1048,4142,2026-01-25 11:04:35+00:00,2026-01-25 18:22:55.742483+00:00,996,1845.03
EK6861,2997,527,288,2025-11-13 07:24:30+00:00,2025-11-13 12:15:20.128170+00:00,594,542.52
LA9431,466,21,426,2025-11-09 19:09:57+00:00,2025-11-09 23:01:25.039216+00:00,904,1467.58
JJ4051,2036,3292,2766,2025-12-26 17:40:46+00:00,2025-12-26 23:49:31.861642+00:00,250,2232.27
AF3679,703,1234,1164,2025-09-30 01:43:54+00:00,2025-09-30 03:27:27.003336+00:00,931,2017.38
EK5923,3988,2073,4976,2026-03-08 20:02:17+00:00,2026-03-08 21:22:15.340694+00:00,562,1058.46
EK5161,3293,483,1512,2025-08-01 20:13:17+00:00,2025-08-02 08:39:08.899114+00:00,957,1462.21
QR9082,2157,665,2331,2026-01-21 15:22:29+00:00,2026-01-21 19:52:47.329660+00:00,363,739.29
JJ4869,4341,1457,3679,2026-05-25 01:38:57+00:00,2026-05-25 02:59:48.519660+00:00,75,104.83
BA2274,456,1331,2286,2025-07-30 02:49:54+00:00,2025-07-30 04:43:48.547383+00:00,249,2218.32
LA7768,3069,3844,541,2025-09-04 07:14:26+00:00,2025-09-04 12:55:01.958339+00:00,650,1047.2
TP9150,758,1582,1658,2026-01-07 22:10:18+00:00,2026-01-08 11:18:13.327251+00:00,561,166.07
SQ2361,4723,3055,4397,2026-03-28 02:53:20+00:00,2026-03-28 04:43:16.734756+00:00,889,1241.82
EK3033,214,2096,4281,2025-07-02 23:29:41+00:00,2025-07-03 12:04:20.273219+00:00,151,2257.46
TP523,3996,164,4238,2026-04-17 17:07:07+00:00,2026-04-18 00:18:36.618129+00:00,729,1850.28
AF1257,3738,1783,719,2025-08-09 14:26:18+00:00,2025-08-09 21:43:39.081451+00:00,798,888.75
BA8986,4927,317,4476,2025-08-08 09:54:57+00:00,2025-08-08 13:34:40.891789+00:00,96,2163.53
TP7779,1608,3826,2931,2025-08-15 10:48:06+00:00,2025-08-15 18:17:42.357751+00:00,71,1734.55
SQ7618,3110,1321,4367,2025-10-09 00:53:49+00:00,2025-10-09 06:27:11.571472+00:00,377,1375.48
AD3064,1273,143,4637,2025-11-08 02:42:28+00:00,2025-11-08 09:08:03.933864+00:00,118,619.74
JJ589,2055,2424,767,2025-08-25 11:41:41+00:00,2025-08-25 23:08:44.451905+00:00,857,1430.18
DL5619,329,2608,3072,2026-04-28 02:23:45+00:00,2026-04-28 04:19:40.706199+00:00,505,2444.12
DL1582,1534,1907,1467,2025-06-25 09:33:23+00:00,2025-06-25 12:48:17.600130+00:00,647,1252.01
LH4462,1596,3527,3606,2026-01-30 14:03:32+00:00,2026-01-31 01:50:19.690120+00:00,592,137.25
G32239,1568,2397,2369,2025-12-03 08:46:55+00:00,2025-12-03 21:41:58.732914+00:00,676,1964.07
AF5721,630,178,3659,2025-10-20 04:32:34+00:00,2025-10-20 08:00:26.822052+00:00,752,1358.28
IB5854,3397,1777,4345,2026-02-16 11:06:46+00:00,2026-02-16 16:29:49.044131+00:00,701,125.49
QR6366,2253,4784,4908,2025-10-21 12:11:37+00:00,2025-10-21 22:20:17.770017+00:00,434,1802.67
BA6461,3941,2804,2452,2026-01-21 10:01:23+00:00,2026-01-21 22:17:23.673050+00:00,220,266.33
QR1676,1653,3832,1432,2026-04-17 11:03:32+00:00,2026-04-17 22:10:01.809946+00:00,983,1820.89
BA7568,3555,4070,198,2025-12-08 23:37:19+00:00,2025-12-09 04:36:44.584504+00:00,882,1073.96
EK9401,978,1465,3095,2026-01-19 20:05:59+00:00,2026-01-20 01:42:18.424360+00:00,983,1876.82
IB6100,4375,2884,2248,2025-06-15 04:10:04+00:00,2025-06-15 18:05:46.197414+00:00,85,639.24
AA4263,3460,3708,1715,2025-11-02 21:32:33+00:00,2025-11-03 05:48:27.243479+00:00,224,1400.11
AD2131,226,2967,3253,2026-04-11 10:27:16+00:00,2026-04-11 16:14:33.052517+00:00,694,1765.29
TP8844,939,3881,2006,2025-08-23 14:13:07+00:00,2025-08-23 15:34:14.266385+00:00,380,1634.72
DL7553,4541,4509,1990,2025-12-17 21:24:11+00:00,2025-12-18 04:44:09.443820+00:00,289,667.73
BA9380,4592,728,3055,2026-03-19 15:57:15+00:00,2026-03-19 21:19:39.840108+00:00,621,2343.91
AA8641,1010,2810,3806,2025-06-19 20:10:44+00:00,2025-06-19 21:53:22.871452+00:00,17,519.13
LA3203,215,1399,815,2026-03-13 20:32:53+00:00,2026-03-14 02:53:26.502578+00:00,771,1175.37
TP5813,3375,2927,4147,2025-11-06 16:15:11+00:00,2025-11-07 03:07:47.716200+00:00,663,804.53
G3916,1136,1636,584,2026-03-20 23:54:51+00:00,2026-03-21 10:06:21.944455+00:00,968,1760.68
IB7459,4261,2525,2679,2025-07-02 10:32:37+00:00,2025-07-02 19:40:00.108610+00:00,316,1749.91
BA3529,3758,2506,4736,2025-11-23 12:12:51+00:00,2025-11-23 22:16:30.209234+00:00,115,397.94
QR8971,3100,3551,3809,2025-08-31 19:50:50+00:00,2025-09-01 03:33:54.665767+00:00,949,956.0
LH3269,1597,1430,2515,2025-08-21 21:19:30+00:00,2025-08-22 03:11:24.940733+00:00,695,637.57
AA8687,3896,3802,2241,2026-04-30 00:12:33+00:00,2026-04-30 07:13:57.512386+00:00,789,328.58
AD8394,1683,421,1240,2026-05-25 13:17:44+00:00,2026-05-25 15:22:27.590726+00:00,307,495.44
TP4038,866,1002,1919,2026-01-11 17:49:49+00:00,2026-01-12 01:13:11.725822+00:00,562,1123.53
QR2837,3950,4772,1962,2025-07-09 16:32:15+00:00,2025-07-09 20:23:08.967803+00:00,891,2062.33
G38685,30,273,1312,2025-07-18 19:03:07+00:00,2025-07-18 20:58:45.935520+00:00,455,349.81
AA2733,3777,4790,4155,2026-04-16 08:40:41+00:00,2026-04-16 13:23:38.322310+00:00,906,528.07
IB2051,947,4536,1240,2026-01-10 21:00:13+00:00,2026-01-11 06:17:26.879508+00:00,835,810.59
SQ8515,644,1292,3894,2025-12-20 09:30:25+00:00,2025-12-20 17:45:45.029759+00:00,810,1229.42
TP5261,892,1147,3607,2026-02-17 09:39:12+00:00,2026-02-17 17:35:51.364046+00:00,567,254.34
SQ6416,4972,4931,3151,2026-03-17 07:53:56+00:00,2026-03-17 17:27:35.346272+00:00,627,1292.86
AA3866,4220,1411,4956,2025-08-18 07:19:44+00:00,2025-08-18 17:29:10.143005+00:00,234,1564.69
DL3902,450,2659,438,2025-08-29 17:16:28+00:00,2025-08-30 06:16:07.751032+00:00,187,998.86
LH9845,4343,2363,2766,2026-06-01 23:01:25+00:00,2026-06-02 03:46:28.928048+00:00,200,1992.26
LA5317,321,1431,3002,2025-08-11 03:55:24+00:00,2025-08-11 07:08:56.108264+00:00,532,625.36
UA6096,2031,3030,1326,2025-09-29 03:40:41+00:00,2025-09-29 17:34:43.175590+00:00,307,2112.16
LA2254,478,2427,4830,2026-03-12 08:40:30+00:00,2026-03-12 16:32:40.617542+00:00,795,1538.45
SQ3009,1039,3446,2165,2026-02-08 06:43:03+00:00,2026-02-08 10:55:24.312672+00:00,722,1228.35
IB2341,1777,4377,1708,2026-05-08 05:52:30+00:00,2026-05-08 15:16:08.342986+00:00,293,460.09
EK5381,2789,3615,753,2025-12-22 03:18:11+00:00,2025-12-22 09:47:16.533018+00:00,154,2413.47
DL6283,62,222,779,2026-03-07 09:45:29+00:00,2026-03-07 17:41:54.341445+00:00,834,1914.86
UA1770,1108,1891,3138,2026-02-10 08:37:55+00:00,2026-02-10 15:07:10.225132+00:00,378,1117.14
AA4820,4615,1913,1002,2025-07-29 16:27:07+00:00,2025-07-30 02:08:33.509851+00:00,769,2037.89
AA1289,3479,3605,1815,2025-08-28 19:52:44+00:00,2025-08-29 07:49:29.225748+00:00,1000,232.11
EK7793,3652,4190,1342,2025-11-19 06:56:24+00:00,2025-11-19 19:54:52.798141+00:00,67,1977.26
SQ4143,227,4201,3671,2026-03-23 02:34:08+00:00,2026-03-23 05:09:43.870375+00:00,514,2209.84
SQ9750,1072,4355,1885,2026-01-03 23:54:03+00:00,2026-01-04 06:15:13.368984+00:00,571,1976.5
LH2656,3262,4600,3330,2025-12-23 01:35:28+00:00,2025-12-23 12:11:59.366189+00:00,676,2054.58
LH4690,2808,33,4770,2026-04-05 04:34:59+00:00,2026-04-05 15:59:37.862637+00:00,190,303.67
JJ357,3828,291,592,2025-08-22 12:33:48+00:00,2025-08-22 21:02:04.000834+00:00,911,1994.19
AA2922,1962,4786,789,2025-06-30 01:56:09+00:00,2025-06-30 09:54:18.494449+00:00,421,2278.36
IB3743,529,2418,1473,2025-07-30 10:49:45+00:00,2025-07-30 18:39:22.370640+00:00,458,2346.12
LH2451,1442,3241,2154,2025-12-17 14:59:49+00:00,2025-12-17 20:26:56.784546+00:00,953,493.9
LA8783,2290,1107,1710,2025-12-16 12:55:09+00:00,2025-12-17 00:33:52.144889+00:00,58,831.13
LA8828,3876,73,4440,2025-08-11 18:57:14+00:00,2025-08-12 06:21:34.499776+00:00,163,2380.87
EK3496,2709,1527,2675,2026-02-17 11:17:44+00:00,2026-02-17 21:36:59.289439+00:00,930,941.18
AA6635,2204,2104,3157,2026-03-12 20:04:21+00:00,2026-03-13 02:09:56.885768+00:00,790,2199.72
LA266,1203,3999,398,2026-02-21 02:50:27+00:00,2026-02-21 08:37:08.913557+00:00,40,939.0
AD8489,3861,4068,3921,2026-01-16 01:13:29+00:00,2026-01-16 06:08:02.536890+00:00,706,1256.07
EK7363,4402,1684,3450,2026-04-16 18:41:21+00:00,2026-04-17 02:58:55.435190+00:00,942,1439.83
DL480,1018,2301,319,2026-05-09 00:14:01+00:00,2026-05-09 05:12:50.401839+00:00,323,804.75
TP5501,3573,691,461,2025-12-24 12:31:59+00:00,2025-12-24 23:04:53.224388+00:00,847,470.27
LA3235,4647,2827,2936,2025-09-06 13:08:17+00:00,2025-09-06 22:29:08.303895+00:00,358,391.61
AF3540,2163,2476,785,2026-02-24 12:11:54+00:00,2026-02-24 20:45:54.080408+00:00,161,1238.95
SQ2197,3786,4262,214,2025-07-28 02:00:34+00:00,2025-07-28 04:20:29.152360+00:00,68,1349.72
LA5495,2465,4655,4933,2025-06-08 03:22:29+00:00,2025-06-08 07:22:30.747172+00:00,89,1511.22
G36349,994,3467,3626,2025-09-15 18:58:49+00:00,2025-09-16 07:39:58.974603+00:00,5,1312.49
JJ8581,1447,1794,3223,2025-09-12 23:10:10+00:00,2025-09-13 08:33:20.237624+00:00,88,864.66
TP7720,1423,2855,1735,2026-05-09 05:24:36+00:00,2026-05-09 11:24:54.534250+00:00,454,1808.63
G36271,111,4195,4760,2025-06-15 19:43:08+00:00,2025-06-16 04:43:03.713733+00:00,11,62.79
LA3488,1128,4855,2043,2025-12-20 14:37:09+00:00,2025-12-20 17:38:22.228144+00:00,311,573.09
JJ2504,3593,4773,2064,2026-04-17 19:49:29+00:00,2026-04-18 04:22:51.422226+00:00,182,458.16
UA7894,4435,2439,419,2026-05-26 14:57:16+00:00,2026-05-26 19:49:59.998436+00:00,604,2259.17
TP3512,3497,3351,3390,2025-08-22 10:46:24+00:00,2025-08-22 14:45:03.724669+00:00,283,1415.88
QR3382,4200,4306,204,2026-04-30 09:40:01+00:00,2026-04-30 22:35:27.772397+00:00,591,1833.24
QR8360,4700,2500,147,2025-09-27 14:13:59+00:00,2025-09-28 01:25:25.452484+00:00,238,86.55
AA2720,3277,1192,3348,2025-09-30 02:19:33+00:00,2025-09-30 07:42:04.428582+00:00,64,2356.25
IB5360,1852,870,2456,2025-12-09 06:00:41+00:00,2025-12-09 14:14:00.284155+00:00,259,1532.71
QR4736,597,2918,906,2025-09-23 03:14:08+00:00,2025-09-23 09:56:25.464307+00:00,548,1803.93
AF7974,200,2345,943,2025-09-10 20:33:16+00:00,2025-09-11 04:29:43.916602+00:00,668,1477.59
IB2611,4742,295,1412,2025-12-26 19:21:08+00:00,2025-12-27 08:28:28.962400+00:00,328,2044.43
LA4262,2338,2205,978,2025-11-19 19:29:49+00:00,2025-11-20 08:55:40.194029+00:00,541,1978.02
AD1898,3409,1081,245,2025-12-29 08:48:40+00:00,2025-12-29 19:56:28.111429+00:00,200,1255.91
DL2487,3557,841,4012,2026-01-26 05:56:26+00:00,2026-01-26 15:54:35.573630+00:00,508,1763.38
IB3539,4435,1462,604,2026-02-11 14:53:43+00:00,2026-02-11 20:47:18.953914+00:00,437,392.02
JJ1402,4664,3229,4682,2025-11-14 11:50:39+00:00,2025-11-14 21:45:15.435444+00:00,366,1233.53
AF3266,3827,226,979,2026-01-04 06:03:49+00:00,2026-01-04 10:27:41.995538+00:00,416,1016.88
LH7461,749,2172,428,2025-08-29 21:29:43+00:00,2025-08-30 05:00:15.057626+00:00,127,125.33
TP2708,1504,1354,3397,2026-05-03 15:24:52+00:00,2026-05-04 01:51:48.348219+00:00,355,679.49
QR5804,1619,4930,2229,2026-04-13 03:42:45+00:00,2026-04-13 05:15:10.266102+00:00,382,436.02
UA8455,2757,1139,1500,2026-01-24 07:01:36+00:00,2026-01-24 14:29:41.099991+00:00,916,480.98
LA3838,2288,4411,4990,2026-05-27 10:57:29+00:00,2026-05-27 23:11:26.309024+00:00,538,2288.55
UA4247,4350,3255,4369,2026-05-18 22:23:52+00:00,2026-05-19 02:15:02.733736+00:00,904,1830.95
DL4287,4776,3825,3160,2025-08-08 23:04:56+00:00,2025-08-09 08:26:28.913544+00:00,227,1526.7
QR9361,4057,922,3972,2026-01-11 21:30:49+00:00,2026-01-12 00:33:24.087471+00:00,655,2192.51
AA5272,3651,1621,3733,2026-04-03 03:47:27+00:00,2026-04-03 07:38:32.082849+00:00,611,562.62
BA6427,3477,3861,995,2025-07-29 10:17:19+00:00,2025-07-29 17:38:01.188439+00:00,895,2256.86
LH7457,112,1342,4994,2025-11-01 19:04:43+00:00,2025-11-02 02:13:33.694436+00:00,783,2151.83
DL9659,4613,3140,3527,2026-03-01 13:16:45+00:00,2026-03-01 22:20:26.364378+00:00,300,869.29
UA257,2732,3844,2675,2026-05-13 22:32:19+00:00,2026-05-14 07:15:23.347596+00:00,400,186.41
TP1041,3816,195,1591,2025-12-11 11:52:33+00:00,2025-12-11 19:32:57.024464+00:00,164,2139.93
TP8176,4125,261,4834,2025-07-20 03:41:54+00:00,2025-07-20 06:39:24.517634+00:00,860,1202.47
QR914,1835,3363,2578,2026-03-05 18:18:21+00:00,2026-03-06 03:33:47.737948+00:00,890,1978.52
TP1282,1053,4147,4389,2025-08-17 03:18:06+00:00,2025-08-17 09:01:13.625942+00:00,680,1756.08
TP8762,4780,1323,4479,2026-04-20 18:45:35+00:00,2026-04-21 04:00:48.756820+00:00,194,1677.43
UA4370,156,2751,1142,2026-05-22 13:36:12+00:00,2026-05-22 14:52:33.639912+00:00,157,606.7
G36326,1991,4044,1197,2026-03-19 04:24:55+00:00,2026-03-19 10:26:10.929906+00:00,356,348.59
QR1659,2675,90,2345,2025-09-12 18:58:56+00:00,2025-09-12 21:46:28.333970+00:00,977,196.44
UA6565,3960,2446,1723,2026-05-07 05:47:24+00:00,2026-05-07 17:36:12.558214+00:00,946,1774.34
AF5247,3693,1289,4856,2025-12-16 23:52:57+00:00,2025-12-17 04:37:38.464607+00:00,188,566.9
EK3087,943,1926,155,2026-01-04 15:40:39+00:00,2026-01-05 04:10:33.494896+00:00,906,1797.97
AD952,3699,480,1936,2025-07-13 02:32:38+00:00,2025-07-13 11:08:22.120317+00:00,429,1880.88
LA9907,3212,3436,529,2026-04-05 02:25:54+00:00,2026-04-05 03:42:17.719873+00:00,501,218.93
AA1200,3000,2035,3182,2026-03-12 14:36:33+00:00,2026-03-13 00:01:29.043241+00:00,333,1012.74
AA1450,3625,1190,4431,2025-10-01 14:02:13+00:00,2025-10-02 00:14:49.292311+00:00,176,1599.49
DL2190,3855,607,3798,2026-04-02 03:51:34+00:00,2026-04-02 10:52:23.863516+00:00,649,1959.4
BA5122,2915,1459,887,2026-04-27 04:13:00+00:00,2026-04-27 15:31:22.314631+00:00,911,358.42
BA1450,173,179,1351,2025-12-22 21:30:35+00:00,2025-12-22 22:44:44.213250+00:00,960,2277.07
G39796,3856,4213,514,2026-03-05 20:17:04+00:00,2026-03-06 09:58:12.857909+00:00,544,400.55
SQ8434,4913,1076,1959,2026-03-31 10:27:55+00:00,2026-03-31 18:31:58.400686+00:00,793,1708.59
TP4418,3328,713,944,2025-09-26 09:52:48+00:00,2025-09-26 22:01:23.413702+00:00,923,1466.46
G37170,1374,1668,3065,2025-09-17 20:12:01+00:00,2025-09-18 04:01:41.813895+00:00,34,2246.24
DL4815,3087,114,2597,2025-08-10 07:56:51+00:00,2025-08-10 13:48:05.693063+00:00,174,1937.19
IB2391,597,1015,1452,2026-05-18 07:58:59+00:00,2026-05-18 14:25:36.693746+00:00,111,942.27
JJ3780,3040,4894,3867,2026-04-14 10:18:56+00:00,2026-04-14 12:03:36.380336+00:00,719,912.03
AA1818,3795,4665,3348,2025-08-25 03:33:59+00:00,2025-08-25 17:32:33.565601+00:00,114,550.1
DL884,1207,714,4048,2025-09-13 20:19:44+00:00,2025-09-14 04:02:33.392260+00:00,868,888.19
TP3820,775,1894,684,2026-02-24 21:45:36+00:00,2026-02-25 05:44:40.762159+00:00,181,630.92
G35926,717,2265,1637,2025-08-06 21:55:57+00:00,2025-08-07 11:30:13.101813+00:00,886,621.81
AF2142,3279,2488,265,2025-07-30 15:52:26+00:00,2025-07-31 01:48:00.655557+00:00,139,967.45
TP3905,900,2107,345,2026-05-29 14:25:59+00:00,2026-05-29 16:04:18.325543+00:00,578,275.33
AF2845,121,3909,650,2026-04-12 09:56:51+00:00,2026-04-12 20:55:36.090595+00:00,163,288.13
AF4395,634,1036,2716,2026-03-18 14:26:35+00:00,2026-03-18 16:08:30.839663+00:00,48,2433.94
QR8490,1864,1368,2698,2025-08-25 19:06:31+00:00,2025-08-26 03:46:24.649435+00:00,591,1460.94
LA592,1504,398,2593,2025-12-27 05:45:40+00:00,2025-12-27 09:41:22.367502+00:00,473,2038.68
AD7134,4071,3886,2415,2026-01-18 10:41:33+00:00,2026-01-18 23:06:19.057056+00:00,498,2434.45
AF4235,1239,2997,2416,2025-08-20 18:25:01+00:00,2025-08-21 02:25:30.866509+00:00,527,2483.57
EK3369,4127,2082,3050,2025-11-11 04:31:35+00:00,2025-11-11 16:31:23.857019+00:00,329,1406.51
BA1284,1317,1607,440,2026-05-09 01:20:57+00:00,2026-05-09 15:07:39.701506+00:00,121,1306.57
QR2629,4526,3669,1281,2025-12-08 08:48:14+00:00,2025-12-08 21:15:59.806994+00:00,843,1166.93
G32330,1371,3246,1346,2025-06-27 04:58:42+00:00,2025-06-27 08:20:57.942368+00:00,763,1420.83
QR939,121,1482,2341,2026-04-12 17:22:35+00:00,2026-04-13 00:43:55.025507+00:00,720,218.33
BA3062,4743,3508,2010,2025-06-04 20:10:51+00:00,2025-06-05 09:49:52.215895+00:00,614,925.34
TP3012,1307,4550,1078,2025-08-18 04:43:53+00:00,2025-08-18 05:45:17.347851+00:00,914,739.8
DL3210,2770,4214,1273,2025-11-11 11:48:16+00:00,2025-11-11 19:41:26.379609+00:00,368,1849.54
G39817,3796,1617,4174,2026-01-11 01:20:43+00:00,2026-01-11 03:26:48.640150+00:00,419,1250.8
AA6356,2809,1263,2942,2025-06-11 11:01:35+00:00,2025-06-11 17:51:42.338160+00:00,843,810.18
JJ3028,4328,3479,2304,2025-09-09 08:25:19+00:00,2025-09-09 13:55:58.085571+00:00,391,799.55
UA9960,2583,3790,3988,2026-03-09 09:54:35+00:00,2026-03-09 22:15:28.839997+00:00,108,117.3
DL9945,4473,3657,3595,2025-08-07 23:37:49+00:00,2025-08-08 08:44:04.039979+00:00,26,1201.64
G33048,1204,316,3615,2025-10-28 13:09:59+00:00,2025-10-28 22:48:49.974139+00:00,90,2412.12
TP845,52,202,4897,2025-06-25 08:21:45+00:00,2025-06-25 13:06:30.288621+00:00,15,208.8
EK6353,4711,3505,3455,2025-10-09 00:09:45+00:00,2025-10-09 02:00:16.933102+00:00,706,478.55
LA8324,617,3629,3556,2025-06-17 20:05:23+00:00,2025-06-17 22:04:51.027780+00:00,184,1948.74
BA2181,3321,933,2310,2025-10-23 21:01:33+00:00,2025-10-24 04:09:52.648135+00:00,443,2003.61
LH8611,2359,2448,4393,2025-12-02 18:36:09+00:00,2025-12-03 07:03:24.060978+00:00,394,1540.23
SQ6567,762,1541,1439,2025-08-06 17:32:18+00:00,2025-08-06 19:50:00.425726+00:00,53,475.59
IB9757,3837,1204,1953,2025-10-09 08:40:13+00:00,2025-10-09 16:45:03.687239+00:00,646,2479.43
G36227,3275,1510,3368,2025-07-06 00:35:10+00:00,2025-07-06 14:33:12.686583+00:00,957,1371.57
LA6395,3635,4440,602,2026-04-05 20:34:18+00:00,2026-04-06 08:11:14.181138+00:00,864,1404.59
DL1482,2577,2333,3224,2025-11-08 20:11:55+00:00,2025-11-09 09:44:24.292223+00:00,379,1644.62
EK9013,4637,1004,2824,2025-12-15 03:15:43+00:00,2025-12-15 07:58:15.887908+00:00,195,1975.47
QR9417,2097,2300,4816,2025-09-17 13:29:51+00:00,2025-09-17 20:21:46.827879+00:00,624,250.41
DL4727,3299,2865,2202,2025-09-11 14:55:50+00:00,2025-09-11 19:59:48.051689+00:00,233,1515.03
UA4278,1071,1316,4144,2026-03-29 07:18:25+00:00,2026-03-29 10:02:56.275850+00:00,503,1964.68
AF8294,4709,4576,3990,2025-11-26 13:12:31+00:00,2025-11-26 19:29:04.095442+00:00,299,2232.83
AF7185,1349,3169,2755,2026-02-13 20:46:19+00:00,2026-02-13 23:45:01.503491+00:00,291,222.07
AF7603,2688,361,4133,2025-09-08 09:27:18+00:00,2025-09-08 20:43:33.563789+00:00,842,1908.94
DL3952,854,3855,2505,2025-07-02 14:10:27+00:00,2025-07-02 22:48:26.971408+00:00,761,918.65
SQ785,3288,4774,4941,2026-06-02 19:22:53+00:00,2026-06-03 05:55:06.672111+00:00,395,1772.09
AA3367,22,1357,1731,2025-09-08 13:20:34+00:00,2025-09-08 23:30:36.617766+00:00,975,1446.63
IB8706,4323,3123,4059,2026-05-11 06:09:21+00:00,2026-05-11 11:51:58.947182+00:00,157,796.03
G31196,428,4107,4884,2025-11-13 21:29:53+00:00,2025-11-14 01:58:43.895575+00:00,879,645.48
AA5635,3206,988,3278,2026-05-05 22:35:39+00:00,2026-05-06 03:29:38.566857+00:00,784,1229.82
G34473,2520,691,3365,2026-05-04 22:02:14+00:00,2026-05-05 01:02:58.355281+00:00,105,2322.95
EK1844,1797,501,423,2026-01-05 18:32:13+00:00,2026-01-05 22:38:17.560685+00:00,179,672.95
TP8890,2211,1451,1739,2026-05-10 22:17:31+00:00,2026-05-10 23:44:03.123526+00:00,432,1402.96
QR4409,2272,3581,3597,2025-08-07 05:51:45+00:00,2025-08-07 15:01:45.901543+00:00,827,2157.44
AF5427,4342,2880,443,2026-03-29 17:04:18+00:00,2026-03-30 06:22:34.944996+00:00,368,821.19
JJ3182,1353,3225,2331,2025-10-16 10:12:17+00:00,2025-10-16 17:53:18.677093+00:00,437,785.73
LH7821,1706,3605,4005,2025-12-14 04:32:14+00:00,2025-12-14 11:08:55.258272+00:00,738,898.84
EK6749,2994,2413,977,2026-04-02 05:43:40+00:00,2026-04-02 17:23:36.941268+00:00,469,204.98
AF6757,2400,3454,2014,2026-02-23 19:32:10+00:00,2026-02-24 07:58:00.266397+00:00,351,2290.78
LH7011,1961,2630,4738,2025-06-24 06:31:51+00:00,2025-06-24 08:09:12.778686+00:00,676,2192.33
EK9432,2941,1758,4526,2025-11-17 04:20:13+00:00,2025-11-17 09:59:21.849179+00:00,697,2239.25
DL9188,1931,1276,2716,2025-10-06 00:25:26+00:00,2025-10-06 07:50:00.061414+00:00,270,2242.47
TP8105,3896,4611,4684,2025-11-13 07:48:14+00:00,2025-11-13 14:31:50.447593+00:00,703,546.91
G33543,2105,128,4120,2025-09-05 22:10:20+00:00,2025-09-06 05:03:24.732681+00:00,393,1362.1
LA8743,3673,2318,2895,2025-08-09 21:11:56+00:00,2025-08-10 06:48:03.660314+00:00,582,208.76
JJ9048,1316,1130,750,2025-06-15 10:10:22+00:00,2025-06-15 18:56:01.805333+00:00,877,1293.07
AD6205,211,706,3360,2025-06-12 23:19:38+00:00,2025-06-13 01:33:41.219437+00:00,413,209.72
G34588,4319,2634,3325,2025-08-26 12:48:45+00:00,2025-08-26 22:36:46.813063+00:00,638,693.52
IB170,2269,137,1648,2025-11-26 13:28:09+00:00,2025-11-26 18:01:04.124645+00:00,223,645.48
G35716,1047,4523,4413,2025-09-25 06:02:06+00:00,2025-09-25 07:25:28.402557+00:00,977,2221.0
AF8252,235,4003,3876,2026-05-16 10:19:47+00:00,2026-05-16 13:24:57.368433+00:00,321,161.78
IB1217,236,661,642,2026-05-14 09:28:03+00:00,2026-05-14 18:53:31.952568+00:00,384,621.22
BA1237,2900,3412,4310,2025-10-18 23:11:27+00:00,2025-10-19 09:12:12.552873+00:00,2,1901.34
AD1053,4311,2096,2230,2025-07-29 01:33:37+00:00,2025-07-29 03:44:57.197610+00:00,929,2180.51
LA4148,3971,1425,4041,2026-04-02 14:13:28+00:00,2026-04-03 00:06:50.647256+00:00,393,2040.82
LA2933,2378,2727,1328,2025-06-27 00:38:34+00:00,2025-06-27 02:32:48.005508+00:00,509,87.74
QR7741,966,3402,4895,2026-02-25 05:13:30+00:00,2026-02-25 13:39:41.311239+00:00,950,847.83
TP834,3039,4936,439,2026-01-31 19:29:03+00:00,2026-02-01 09:24:36.118053+00:00,379,2298.43
AF9119,4388,1407,508,2026-02-04 11:50:20+00:00,2026-02-04 22:25:48.159882+00:00,767,1469.95
BA3634,3724,1973,3786,2026-04-17 20:34:40+00:00,2026-04-17 23:54:26.163374+00:00,189,988.21
LA1724,2660,3791,167,2025-07-12 06:22:55+00:00,2025-07-12 16:04:37.306068+00:00,753,1677.17
JJ3075,2059,1572,3343,2026-03-28 01:02:27+00:00,2026-03-28 10:17:28.831995+00:00,429,586.99
DL2378,230,4267,3,2025-09-19 08:00:30+00:00,2025-09-19 20:37:04.325012+00:00,957,2119.9
JJ1389,57,4047,2949,2025-12-11 07:35:16+00:00,2025-12-11 20:53:16.461498+00:00,820,881.91
IB4058,892,4777,3668,2026-01-18 20:31:00+00:00,2026-01-19 08:43:23.596493+00:00,924,1056.62
LA181,4150,3304,4028,2026-03-31 18:36:43+00:00,2026-03-31 22:02:24.608159+00:00,607,544.11
IB8064,1109,185,1554,2025-06-22 17:03:34+00:00,2025-06-23 06:51:35.423829+00:00,238,513.81
G38567,2012,4372,1731,2026-01-05 02:11:09+00:00,2026-01-05 07:08:46.350743+00:00,326,2140.93
DL1447,4005,1391,3720,2025-07-04 08:45:52+00:00,2025-07-04 11:14:12.478721+00:00,406,389.32
AF2565,4586,2111,211,2025-10-15 12:37:38+00:00,2025-10-15 18:42:45.429511+00:00,551,1078.34
AD2122,3748,2314,2640,2025-12-17 20:39:51+00:00,2025-12-18 05:43:15.791296+00:00,151,1998.7
UA7399,1680,2130,1660,2026-03-25 11:42:16+00:00,2026-03-25 14:58:10.141323+00:00,661,515.91
G3434,2162,4661,888,2026-02-03 15:12:25+00:00,2026-02-03 16:55:39.574268+00:00,369,2223.04
EK1080,4786,1655,976,2026-01-23 08:06:48+00:00,2026-01-23 15:55:11.604462+00:00,591,389.59
