nome,codigo_iata,codigo_icao,cidade_id,latitude,longitude,altitude_metros,fuso_horario,ativo
Aeroporto Fernandes,DRY,ADRY,898,51.309878,127.657936,2828,America/Lima,True
Aeroporto Pastor,DRZ,ADRZ,514,-27.172823,103.024084,1918,Asia/Tokyo,True
Aeroporto Teixeira da Mata,DSA,ADSA,247,-29.454095,108.397144,2000,Australia/Sydney,True
Aeroporto Rezende de Cassiano,DSB,ADSB,783,41.381302,32.655496,311,Asia/Singapore,True
Aeroporto Cardoso,DSC,ADSC,428,75.806655,153.553034,2643,Asia/Singapore,True
Aeroporto Fonseca,DSD,ADSD,498,67.587023,-89.27739,2888,America/Toronto,True
Aeroporto Machado do Galho,DSE,ADSE,159,-30.553558,-118.633184,2711,America/Toronto,True
Aeroporto Vasconcelos,DSF,ADSF,298,-14.524435,105.519381,420,America/Chicago,True
Aeroporto Correia de Minas,DSG,ADSG,825,-31.568255,-118.836923,1292,Australia/Sydney,True
Aeroporto Lima da Serra,DSH,ADSH,650,73.400198,43.619605,3507,Asia/Tokyo,True
Aeroporto Oliveira do Campo,DSI,ADSI,215,51.576869,-36.932941,2087,Africa/Johannesburg,True
Aeroporto Martins,DSJ,ADSJ,974,78.402631,41.961811,1164,America/New_York,True
Aeroporto Souza,DSK,ADSK,681,3.061258,-83.086217,3585,America/Sao_Paulo,True
Aeroporto da Costa,DSL,ADSL,269,46.729464,-56.70408,672,Europe/London,True
Aeroporto Marques,DSM,ADSM,425,11.561738,-64.843622,2622,Europe/Madrid,True
Aeroporto da Mata,DSN,ADSN,557,-28.672429,74.579728,1652,Africa/Johannesburg,True
Aeroporto Melo,DSO,ADSO,892,-3.226615,73.955828,2733,Europe/Paris,True
Aeroporto Fogaça de da Luz,DSP,ADSP,428,-77.341841,-132.897243,3558,America/Toronto,True
Aeroporto Novaes,DSQ,ADSQ,278,-79.280858,-52.499845,183,Asia/Dubai,True
Aeroporto Fogaça,DSR,ADSR,210,-42.576964,-33.257951,564,Pacific/Auckland,True
Aeroporto Cunha Grande,DSS,ADSS,539,-0.715271,-18.423517,4270,Europe/Paris,True
Aeroporto Montenegro das Pedras,DST,ADST,924,-27.120898,37.163631,1544,Africa/Johannesburg,True
Aeroporto Aragão dos Dourados,DSU,ADSU,520,-82.607967,-143.132534,540,Australia/Sydney,True
Aeroporto Freitas do Campo,DSV,ADSV,906,54.971975,-162.622907,2008,Europe/Berlin,True
Aeroporto Rezende,DSW,ADSW,756,54.607592,-96.693431,4133,Asia/Shanghai,True
Aeroporto Siqueira das Pedras,DSX,ADSX,89,5.245374,-71.509738,3437,Africa/Cairo,True
Aeroporto da Rocha,DSY,ADSY,441,-80.240123,-114.935629,130,Africa/Cairo,True
Aeroporto Guerra,DSZ,ADSZ,204,-74.310873,-10.358718,4426,America/New_York,True
Aeroporto Peixoto,DTA,ADTA,701,73.530883,-168.690563,1968,Asia/Kolkata,True
Aeroporto Moura do Amparo,DTB,ADTB,1000,40.176418,-31.249609,3749,Asia/Singapore,True
Aeroporto Caldeira do Norte,DTC,ADTC,874,-15.113197,95.488084,3736,Asia/Dubai,True
Aeroporto Camargo,DTD,ADTD,357,-36.216865,42.292801,476,Europe/Berlin,True
Aeroporto Camargo,DTE,ADTE,986,0.767567,40.817013,2048,Europe/Berlin,True
Aeroporto Andrade,DTF,ADTF,757,39.945025,-141.163676,413,Europe/London,True
Aeroporto da Costa de Minas,DTG,ADTG,210,13.355695,-46.273027,1925,America/New_York,True
Aeroporto da Mota,DTH,ADTH,750,45.19937,-110.829352,2043,Europe/Berlin,True
Aeroporto Pinto,DTI,ADTI,900,-75.195901,-48.519561,572,Europe/Lisbon,True
Aeroporto Gonçalves das Flores,DTJ,ADTJ,533,-33.317823,88.816295,233,Asia/Singapore,False
Aeroporto Câmara,DTK,ADTK,386,-44.928169,-24.420724,3461,America/Sao_Paulo,True
Aeroporto Monteiro do Oeste,DTL,ADTL,289,39.114244,-64.862566,1010,America/Toronto,True
Aeroporto Viana,DTM,ADTM,314,56.693967,-8.095689,1287,America/Los_Angeles,True
Aeroporto Ferreira,DTN,ADTN,927,86.144407,165.306133,2004,America/Toronto,True
Aeroporto Santos da Mata,DTO,ADTO,677,-65.554242,71.014774,3715,Europe/Madrid,True
Aeroporto Brito,DTP,ADTP,598,-39.262754,-22.758384,2680,Australia/Sydney,True
Aeroporto Montenegro,DTQ,ADTQ,354,-59.808818,-167.912198,1875,America/Toronto,True
Aeroporto Sousa de das Neves,DTR,ADTR,981,-24.9796,43.201432,3718,Asia/Singapore,True
Aeroporto Cavalcante,DTS,ADTS,165,-22.636898,-114.934795,2166,Pacific/Auckland,True
Aeroporto Rodrigues de Minas,DTT,ADTT,573,18.465479,-149.532354,2458,America/Bogota,True
Aeroporto Cirino,DTU,ADTU,85,-20.863248,81.082267,550,America/Toronto,True
Aeroporto Marques Grande,DTV,ADTV,598,-40.266268,121.03592,3224,Africa/Johannesburg,True
Aeroporto Rios,DTW,ADTW,306,-12.139383,96.283894,1182,Europe/Madrid,True
Aeroporto Lima de Farias,DTX,ADTX,7,-84.568988,-153.881891,3034,Europe/Paris,True
Aeroporto Cavalcanti,DTY,ADTY,160,86.09278,136.388571,4311,Asia/Dubai,True
Aeroporto Barbosa da Serra,DTZ,ADTZ,375,-30.55793,-2.264219,76,America/Chicago,True
Aeroporto Peixoto,DUA,ADUA,482,47.176641,35.681868,2839,Asia/Seoul,False
Aeroporto Melo Verde,DUB,ADUB,915,33.274021,-44.729809,356,America/Toronto,True
Aeroporto Mendonça,DUC,ADUC,696,45.616367,-27.533142,1173,Asia/Seoul,True
Aeroporto Melo,DUD,ADUD,352,72.665577,87.445344,4124,America/Mexico_City,False
Aeroporto Aparecida,DUE,ADUE,817,34.414613,59.771287,3780,Australia/Sydney,True
Aeroporto Nunes,DUF,ADUF,34,59.158004,-1.696674,2210,America/Mexico_City,True
Aeroporto da Conceição do Galho,DUG,ADUG,44,31.125746,-141.895484,800,Europe/Madrid,True
Aeroporto Sá,DUH,ADUH,13,44.374893,31.465964,1044,Africa/Johannesburg,True
Aeroporto Vasconcelos,DUI,ADUI,395,69.343646,-53.981917,2651,Europe/Paris,True
Aeroporto Brito,DUJ,ADUJ,296,26.567464,78.320775,1648,Europe/London,True
Aeroporto Sousa Alegre,DUK,ADUK,773,-18.069736,67.415727,4113,Asia/Tokyo,True
Aeroporto Mendonça de Sousa,DUL,ADUL,983,-26.089763,-161.197424,3205,Pacific/Auckland,True
Aeroporto Nogueira Paulista,DUM,ADUM,72,-27.445294,87.377616,899,America/Mexico_City,True
Aeroporto da Cunha de Fonseca,DUN,ADUN,856,-15.141622,-30.095965,3451,Asia/Kolkata,True
Aeroporto Albuquerque de Fogaça,DUO,ADUO,597,70.467575,172.927315,1962,Asia/Kolkata,True
Aeroporto Santos Alegre,DUP,ADUP,245,-20.158266,-33.360415,115,Asia/Tokyo,True
Aeroporto Camargo de da Mata,DUQ,ADUQ,380,-33.554958,70.416874,954,America/Chicago,True
Aeroporto Casa Grande,DUR,ADUR,602,-29.840182,174.296007,1534,Europe/London,True
Aeroporto Câmara Grande,DUS,ADUS,381,77.599135,3.873534,3057,Asia/Dubai,True
Aeroporto Monteiro do Sul,DUT,ADUT,69,16.822603,-150.651291,1190,Africa/Cairo,True
Aeroporto Oliveira,DUU,ADUU,926,12.151498,124.439306,2555,America/Buenos_Aires,True
Aeroporto Fonseca do Oeste,DUV,ADUV,717,67.923981,28.704198,2491,Pacific/Auckland,True
Aeroporto Correia,DUW,ADUW,772,58.909907,45.890291,3345,America/Toronto,True
Aeroporto Porto do Campo,DUX,ADUX,586,-13.52566,-99.19193,2846,Europe/Paris,True
Aeroporto Pires da Prata,DUY,ADUY,53,-43.223261,-106.248349,1500,Europe/Paris,True
Aeroporto Moura de Cavalcanti,DUZ,ADUZ,834,11.411781,-151.710789,2051,Europe/London,True
Aeroporto Rocha da Praia,DVA,ADVA,964,-68.309751,-6.236334,3320,America/Lima,True
Aeroporto Gonçalves Verde,DVB,ADVB,785,-88.203336,-4.371294,1669,America/Los_Angeles,True
Aeroporto da Mota da Mata,DVC,ADVC,93,12.72025,0.867431,3483,Europe/Madrid,True
Aeroporto Aparecida,DVD,ADVD,699,27.285407,121.267748,2972,Africa/Johannesburg,True
Aeroporto Pimenta do Campo,DVE,ADVE,832,-20.104821,-28.777971,1228,Europe/Paris,True
Aeroporto Vieira dos Dourados,DVF,ADVF,424,-56.058637,-29.815654,1688,Africa/Cairo,True
Aeroporto da Paz do Campo,DVG,ADVG,503,-8.140714,-39.026561,2370,Europe/Paris,True
Aeroporto Monteiro,DVH,ADVH,534,-34.310157,-156.641696,2440,America/Sao_Paulo,True
Aeroporto Martins,DVI,ADVI,727,-83.639749,127.852194,1305,Australia/Sydney,True
Aeroporto Moreira,DVJ,ADVJ,224,45.431495,-68.926327,4290,Europe/Paris,True
Aeroporto Pinto da Prata,DVK,ADVK,312,65.677208,175.304998,1695,America/Toronto,True
Aeroporto da Rosa,DVL,ADVL,131,33.031923,-97.463421,2797,Asia/Kolkata,True
Aeroporto da Paz de Azevedo,DVM,ADVM,571,2.673364,91.006491,105,Europe/Madrid,True
Aeroporto Albuquerque dos Dourados,DVN,ADVN,554,-89.404942,123.504665,2699,Pacific/Auckland,True
Aeroporto Cunha,DVO,ADVO,423,83.985045,58.073884,2743,Europe/Berlin,True
Aeroporto Pastor do Campo,DVP,ADVP,991,29.632649,-156.933017,843,America/Los_Angeles,True
Aeroporto Mendonça,DVQ,ADVQ,168,0.452987,-151.703254,3968,America/Bogota,False
Aeroporto Abreu das Pedras,DVR,ADVR,962,-52.362384,-39.129491,3153,Asia/Dubai,True
Aeroporto Ribeiro do Sul,DVS,ADVS,667,39.607564,42.00356,3933,Europe/Paris,True
Aeroporto da Cunha,DVT,ADVT,666,-45.672607,-30.907513,2673,America/Lima,True
Aeroporto Ferreira,DVU,ADVU,345,-88.169234,-107.621445,4025,America/Bogota,False
Aeroporto Viana do Galho,DVV,ADVV,178,30.211746,36.438288,252,Europe/Madrid,True
Aeroporto Borges,DVW,ADVW,224,-27.893492,67.858252,881,Africa/Johannesburg,True
Aeroporto Casa Grande do Oeste,DVX,ADVX,728,-44.831969,-56.538034,3671,America/Mexico_City,True
Aeroporto Pacheco de Minas,DVY,ADVY,463,59.484121,29.537085,2804,America/New_York,True
Aeroporto Câmara do Norte,DVZ,ADVZ,849,51.061105,-90.171058,3024,Asia/Dubai,True
Aeroporto Fogaça de da Cruz,DWA,ADWA,569,-78.914226,104.287095,1030,America/Mexico_City,True
Aeroporto Lima das Flores,DWB,ADWB,408,-30.642709,-77.74605,2392,America/Buenos_Aires,True
Aeroporto da Luz,DWC,ADWC,513,-26.002798,107.756057,4139,Europe/Madrid,True
Aeroporto Peixoto da Mata,DWD,ADWD,922,-59.535305,-178.568017,604,Asia/Tokyo,True
Aeroporto Nunes,DWE,ADWE,602,-5.975097,-1.205376,2197,America/Lima,True
Aeroporto Rocha Alegre,DWF,ADWF,410,40.658837,-33.044539,2883,Asia/Singapore,True
Aeroporto Rodrigues,DWG,ADWG,355,-65.220106,144.801384,1364,Europe/London,True
Aeroporto da Cunha,DWH,ADWH,825,45.157292,-140.9325,2685,Africa/Johannesburg,True
Aeroporto Leão,DWI,ADWI,952,11.439625,113.25777,1073,America/Lima,True
Aeroporto da Rosa,DWJ,ADWJ,877,-42.562731,100.330582,1554,Africa/Johannesburg,True
Aeroporto Barros da Mata,DWK,ADWK,834,-43.915464,129.014799,3752,Australia/Sydney,True
Aeroporto Nogueira de Cirino,DWL,ADWL,420,65.419419,-152.34328,1947,America/Buenos_Aires,True
Aeroporto Viana das Pedras,DWM,ADWM,448,-28.21297,-57.622894,278,America/Mexico_City,True
Aeroporto Carvalho,DWN,ADWN,872,-73.727288,-47.698545,2839,America/Toronto,True
Aeroporto Sales de Dias,DWO,ADWO,455,2.802298,-129.007055,1706,America/Lima,True
Aeroporto Martins da Praia,DWP,ADWP,997,43.42451,95.040786,1542,Asia/Dubai,True
Aeroporto Martins das Pedras,DWQ,ADWQ,946,-68.935983,100.871021,712,Europe/London,True
Aeroporto Martins do Sul,DWR,ADWR,32,-15.287692,-141.812726,2680,Africa/Johannesburg,True
Aeroporto Vargas,DWS,ADWS,36,36.985183,-2.619868,340,Asia/Singapore,True
Aeroporto Borges Grande,DWT,ADWT,685,-64.826163,144.857263,1830,Africa/Cairo,True
Aeroporto Viana de Goiás,DWU,ADWU,564,79.167335,-143.928766,546,Europe/Paris,False
Aeroporto Cardoso da Prata,DWV,ADWV,935,14.011242,-26.307572,3905,Asia/Kolkata,True
Aeroporto Aragão das Flores,DWW,ADWW,454,-60.49948,-173.717257,3635,Europe/Madrid,True
Aeroporto Guerra,DWX,ADWX,257,0.591677,175.293734,3074,Asia/Shanghai,True
Aeroporto Martins,DWY,ADWY,1,-7.199886,-143.769435,20,Asia/Shanghai,True
Aeroporto Aragão de Barros,DWZ,ADWZ,878,-31.324203,109.990384,1587,America/Lima,True
Aeroporto da Mata,DXA,ADXA,490,-83.885889,-86.169662,3691,Europe/Berlin,True
Aeroporto Farias,DXB,ADXB,78,-19.355386,81.289136,46,America/Lima,True
Aeroporto da Rocha,DXC,ADXC,350,-41.301711,-26.745452,4363,Australia/Sydney,True
Aeroporto Sales de Farias,DXD,ADXD,247,39.362715,-161.97183,2898,Pacific/Auckland,True
Aeroporto Campos,DXE,ADXE,440,6.08397,-159.072006,1317,Asia/Tokyo,True
Aeroporto Sampaio,DXF,ADXF,97,-65.412283,32.326897,1442,Asia/Kolkata,True
Aeroporto Moreira,DXG,ADXG,430,-66.99962,-82.036082,4057,Asia/Seoul,True
Aeroporto Novais,DXH,ADXH,50,33.555724,22.878225,4224,America/New_York,True
Aeroporto Carvalho de Câmara,DXI,ADXI,870,-73.687765,-74.202772,1000,Asia/Tokyo,True
Aeroporto da Rosa,DXJ,ADXJ,479,48.341969,-175.321404,209,America/Chicago,True
Aeroporto Silveira do Sul,DXK,ADXK,688,-79.992794,140.029284,286,Asia/Singapore,True
Aeroporto Pinto de Sales,DXL,ADXL,519,78.873229,-87.252062,3612,Asia/Seoul,True
Aeroporto Camargo,DXM,ADXM,646,-34.374566,-1.387136,1998,Asia/Dubai,True
Aeroporto Abreu,DXN,ADXN,238,57.650625,49.041834,265,America/Buenos_Aires,True
Aeroporto Pereira,DXO,ADXO,108,-52.079787,26.775751,2604,America/Lima,True
Aeroporto Moreira,DXP,ADXP,70,4.261643,-128.357434,1647,America/Sao_Paulo,True
Aeroporto da Cruz,DXQ,ADXQ,129,77.852634,14.963067,2073,Africa/Cairo,True
Aeroporto Caldeira,DXR,ADXR,180,-25.47686,-155.604968,709,America/Lima,True
Aeroporto Alves de Montenegro,DXS,ADXS,202,46.0253,36.418936,117,America/Lima,True
Aeroporto Gonçalves de Araújo,DXT,ADXT,678,13.934287,-157.300785,1486,Asia/Tokyo,True
Aeroporto da Rosa,DXU,ADXU,637,22.473973,115.356645,297,America/Toronto,True
Aeroporto Mendes da Serra,DXV,ADXV,779,48.887995,-91.115087,4442,America/Mexico_City,True
Aeroporto Nogueira,DXW,ADXW,429,87.706225,-39.891999,3524,America/New_York,True
Aeroporto Pimenta dos Dourados,DXX,ADXX,397,59.650361,122.955612,4289,America/Lima,True
Aeroporto Lopes,DXY,ADXY,918,89.163629,-154.427879,1654,Asia/Seoul,True
Aeroporto Porto,DXZ,ADXZ,318,-86.994878,-103.51712,3853,America/Buenos_Aires,True
Aeroporto Cirino,DYA,ADYA,473,-38.381379,60.883609,1592,America/Sao_Paulo,True
Aeroporto Souza,DYB,ADYB,523,-54.62048,-94.025424,1675,Africa/Cairo,True
Aeroporto Cavalcante,DYC,ADYC,701,57.410075,74.031828,1477,Asia/Dubai,True
Aeroporto Melo,DYD,ADYD,249,1.763892,135.884705,3865,America/Los_Angeles,True
Aeroporto da Rocha de da Rocha,DYE,ADYE,317,10.66328,18.335308,960,Europe/Madrid,True
Aeroporto Pastor,DYF,ADYF,888,-71.020894,112.574883,4172,Asia/Kolkata,True
Aeroporto Freitas de Rios,DYG,ADYG,449,59.257501,-33.84299,3705,Australia/Sydney,True
Aeroporto Gonçalves das Flores,DYH,ADYH,140,87.756895,101.604601,1104,Asia/Seoul,False
Aeroporto Martins,DYI,ADYI,234,-79.366408,-123.809224,3636,Asia/Tokyo,True
Aeroporto Lima Grande,DYJ,ADYJ,277,-83.970638,1.25332,1521,Europe/Madrid,True
Aeroporto da Paz,DYK,ADYK,14,-52.341444,-175.334554,3587,Australia/Sydney,True
Aeroporto Campos de Nunes,DYL,ADYL,114,17.034027,51.626843,2181,Asia/Seoul,True
Aeroporto Albuquerque Verde,DYM,ADYM,679,77.186787,-43.918176,2798,Asia/Seoul,True
Aeroporto Andrade dos Dourados,DYN,ADYN,66,-55.918282,-34.244891,3393,Australia/Sydney,True
Aeroporto Fogaça,DYO,ADYO,715,-24.572098,69.97825,2532,Asia/Tokyo,True
Aeroporto Martins,DYP,ADYP,365,47.793143,-52.040132,2461,Europe/Lisbon,True
Aeroporto da Mota de Albuquerque,DYQ,ADYQ,972,58.247841,11.463711,2647,Europe/London,True
Aeroporto Fogaça,DYR,ADYR,671,61.854072,37.275736,397,America/Mexico_City,True
Aeroporto Ferreira,DYS,ADYS,534,-24.245942,-142.477761,843,America/Los_Angeles,True
Aeroporto Moraes de Minas,DYT,ADYT,444,-4.261817,-90.123894,1902,America/Buenos_Aires,True
Aeroporto Rezende,DYU,ADYU,77,-32.441944,-25.983014,3444,Australia/Sydney,True
Aeroporto Fogaça,DYV,ADYV,665,-23.711522,57.966752,4358,America/Sao_Paulo,True
Aeroporto Marques Grande,DYW,ADYW,558,-53.590749,84.683771,554,America/Lima,True
Aeroporto Viana da Mata,DYX,ADYX,445,-31.750033,-158.208328,3972,Asia/Tokyo,True
Aeroporto Azevedo do Amparo,DYY,ADYY,439,-80.708284,151.826357,2451,America/Toronto,True
Aeroporto Melo da Serra,DYZ,ADYZ,353,-22.171976,67.734219,1692,Asia/Seoul,True
Aeroporto Cardoso Alegre,DZA,ADZA,155,-46.042227,44.520475,2945,Europe/London,True
Aeroporto Pacheco das Flores,DZB,ADZB,329,-8.627344,-57.959358,2595,Asia/Tokyo,True
Aeroporto Aparecida,DZC,ADZC,874,5.483885,162.969565,1093,Asia/Dubai,True
Aeroporto Siqueira,DZD,ADZD,557,-88.639874,50.341035,1361,Europe/Rome,True
Aeroporto da Conceição,DZE,ADZE,757,67.294105,-127.676211,726,Asia/Dubai,True
Aeroporto Rios,DZF,ADZF,538,44.539392,-39.713863,1316,America/Mexico_City,True
Aeroporto Monteiro,DZG,ADZG,524,73.669407,-43.979901,3790,America/Toronto,True
Aeroporto Duarte de Teixeira,DZH,ADZH,428,40.20103,-115.249232,1766,Africa/Cairo,True
Aeroporto Vargas,DZI,ADZI,215,33.215371,-55.964678,2286,Australia/Sydney,True
Aeroporto Caldeira,DZJ,ADZJ,455,45.377871,70.223111,3385,Pacific/Auckland,True
Aeroporto Siqueira,DZK,ADZK,889,-55.942175,-135.773075,1269,Europe/Paris,True
Aeroporto Sá das Pedras,DZL,ADZL,975,-39.506797,97.881555,1439,America/Mexico_City,True
Aeroporto Araújo,DZM,ADZM,523,45.660213,-179.648505,3209,Europe/Paris,True
Aeroporto Camargo do Norte,DZN,ADZN,702,14.357793,132.314915,776,Pacific/Auckland,True
Aeroporto Macedo,DZO,ADZO,350,-23.749743,-156.80729,4416,America/Bogota,True
Aeroporto Pereira do Sul,DZP,ADZP,552,71.557376,139.614115,1958,America/Chicago,True
Aeroporto Duarte,DZQ,ADZQ,4,-80.790127,-96.392733,3295,Europe/Madrid,False
Aeroporto Sampaio,DZR,ADZR,927,74.673944,1.831077,3531,Australia/Sydney,True
Aeroporto Garcia de Carvalho,DZS,ADZS,684,-35.502373,40.454358,2526,Asia/Singapore,True
Aeroporto Costa,DZT,ADZT,774,8.399442,-43.090797,3629,America/Los_Angeles,True
Aeroporto Mendonça dos Dourados,DZU,ADZU,813,0.674197,76.965112,1140,America/Chicago,True
Aeroporto Câmara do Oeste,DZV,ADZV,799,43.04606,-47.993029,4296,Asia/Kolkata,True
Aeroporto Lopes,DZW,ADZW,553,-16.599057,13.048851,3161,Europe/Lisbon,True
Aeroporto Borges,DZX,ADZX,216,-36.349869,-40.823505,4291,America/Buenos_Aires,True
Aeroporto Pires,DZY,ADZY,21,13.791561,126.373786,4459,Asia/Singapore,True
Aeroporto Costela,DZZ,ADZZ,613,52.456376,50.353363,3236,Asia/Singapore,True
Aeroporto Carvalho,EAA,AEAA,681,-51.575684,-104.638614,3249,Europe/Berlin,True
Aeroporto Fonseca,EAB,AEAB,873,9.73965,-40.519834,844,Australia/Sydney,True
Aeroporto Nunes da Prata,EAC,AEAC,404,84.140516,-125.190404,116,Europe/Madrid,True
Aeroporto Fernandes,EAD,AEAD,718,70.299032,-67.825286,402,Pacific/Auckland,True
Aeroporto Rodrigues,EAE,AEAE,291,50.920106,60.296511,2304,America/Lima,True
Aeroporto Correia de Costela,EAF,AEAF,93,-12.040702,179.546329,2081,Africa/Cairo,True
Aeroporto Montenegro de Fogaça,EAG,AEAG,880,89.500575,-167.555006,778,America/New_York,True
Aeroporto Pinto da Prata,EAH,AEAH,707,-72.374162,-31.662492,3074,Asia/Kolkata,True
Aeroporto Azevedo,EAI,AEAI,770,84.796979,8.698144,2972,Asia/Tokyo,True
Aeroporto Lima de Pires,EAJ,AEAJ,298,45.023476,12.031858,2713,Asia/Singapore,True
Aeroporto Barbosa Verde,EAK,AEAK,949,63.63658,-43.789511,1333,America/Lima,True
Aeroporto Cardoso,EAL,AEAL,783,60.756253,48.187746,4189,Europe/Lisbon,True
Aeroporto Brito do Campo,EAM,AEAM,82,-83.450682,83.201161,3396,America/Toronto,False
Aeroporto da Conceição de Aragão,EAN,AEAN,676,52.268714,-114.243798,3190,America/Sao_Paulo,True
Aeroporto Almeida de Goiás,EAO,AEAO,606,-86.834254,-142.594607,2145,America/Bogota,True
Aeroporto da Cunha das Flores,EAP,AEAP,205,2.000225,48.312929,867,America/Toronto,True
Aeroporto Azevedo da Serra,EAQ,AEAQ,841,-65.862431,-67.585114,594,America/Sao_Paulo,True
Aeroporto Barbosa da Prata,EAR,AEAR,642,-1.510834,15.965096,2616,Australia/Sydney,True
Aeroporto Moreira,EAS,AEAS,227,62.706599,-126.89952,623,Asia/Kolkata,True
Aeroporto Guerra do Norte,EAT,AEAT,896,-58.014019,65.986114,1252,Europe/Berlin,True
Aeroporto Pacheco,EAU,AEAU,586,-54.892413,-84.212368,2082,America/Sao_Paulo,True
Aeroporto da Luz de Rezende,EAV,AEAV,820,-77.81914,153.001699,3801,Asia/Seoul,True
Aeroporto Andrade,EAW,AEAW,529,-22.524754,-119.184944,209,Asia/Shanghai,True
Aeroporto Leão Paulista,EAX,AEAX,768,-84.522359,-26.766755,3641,America/Los_Angeles,True
Aeroporto Farias,EAY,AEAY,348,-47.882706,-99.944884,1631,Asia/Seoul,True
Aeroporto Carvalho,EAZ,AEAZ,783,-75.495792,-16.170618,2595,Asia/Shanghai,True
Aeroporto Novaes,EBA,AEBA,830,-78.122213,22.646438,1358,Europe/Lisbon,True
Aeroporto Sá do Norte,EBB,AEBB,593,-58.000837,-177.916844,1473,Pacific/Auckland,True
Aeroporto Monteiro,EBC,AEBC,923,8.797361,-51.646351,1482,America/New_York,True
Aeroporto Nunes,EBD,AEBD,881,89.893415,-52.48255,906,Asia/Singapore,True
Aeroporto Ferreira,EBE,AEBE,561,-89.354623,169.988158,1293,Asia/Kolkata,True
Aeroporto Leão,EBF,AEBF,171,-29.850406,-163.624683,2683,Asia/Seoul,True
Aeroporto Novaes,EBG,AEBG,755,-48.964851,76.483944,2281,America/Toronto,True
Aeroporto Cardoso de da Mata,EBH,AEBH,65,-48.296914,36.282443,1954,America/New_York,True
Aeroporto Caldeira,EBI,AEBI,988,33.839854,-119.244349,375,America/Toronto,True
Aeroporto Monteiro,EBJ,AEBJ,499,-44.891556,-36.924043,1244,Europe/Madrid,True
Aeroporto Rezende,EBK,AEBK,518,82.850906,-73.552388,1900,Australia/Sydney,True
Aeroporto Lopes do Amparo,EBL,AEBL,364,-43.759677,34.604706,2179,Europe/London,True
Aeroporto Viana de Goiás,EBM,AEBM,576,46.352706,85.455838,156,Europe/Berlin,True
Aeroporto Araújo,EBN,AEBN,27,4.092634,50.60365,786,Europe/Lisbon,True
Aeroporto Vasconcelos,EBO,AEBO,672,-45.757441,-133.905003,383,Pacific/Auckland,True
Aeroporto Nascimento,EBP,AEBP,21,-30.114012,-159.398594,2231,Africa/Johannesburg,True
Aeroporto Rodrigues do Sul,EBQ,AEBQ,508,28.942364,-59.551232,227,Asia/Tokyo,True
Aeroporto Aragão de Gomes,EBR,AEBR,129,74.034958,-12.015198,1395,America/Los_Angeles,True
Aeroporto Sampaio Grande,EBS,AEBS,54,-3.005549,-75.981493,3854,America/Lima,True
Aeroporto Sampaio das Pedras,EBT,AEBT,582,-70.700121,-154.179934,1022,Australia/Sydney,True
Aeroporto Camargo,EBU,AEBU,875,38.566175,-169.357434,2098,Asia/Shanghai,True
Aeroporto Campos de Pimenta,EBV,AEBV,696,70.139607,67.610111,4341,Asia/Dubai,True
Aeroporto Fogaça do Oeste,EBW,AEBW,956,-2.382596,-105.081333,2406,Asia/Seoul,True
Aeroporto Lopes do Norte,EBX,AEBX,388,-17.124964,160.426352,3624,Europe/London,True
Aeroporto da Conceição,EBY,AEBY,388,41.330019,96.295379,3849,Europe/Rome,True
Aeroporto Pastor,EBZ,AEBZ,7,10.499202,15.563236,1580,Asia/Kolkata,True
Aeroporto da Conceição,ECA,AECA,216,0.192723,-124.613831,1087,America/Buenos_Aires,True
Aeroporto Souza da Prata,ECB,AECB,600,22.526979,-178.29103,1769,America/Lima,True
Aeroporto Albuquerque,ECC,AECC,374,-68.945993,-173.442763,3243,America/Bogota,True
Aeroporto Araújo,ECD,AECD,337,-3.032786,-21.183514,1084,America/Mexico_City,True
Aeroporto Araújo,ECE,AECE,429,10.914967,160.973384,420,Europe/Berlin,True
Aeroporto Macedo,ECF,AECF,102,-13.076333,-35.862177,4286,America/Chicago,True
Aeroporto da Paz,ECG,AECG,154,-42.90753,53.109129,549,Europe/Madrid,True
Aeroporto Dias,ECH,AECH,500,-20.614736,-83.652509,4220,Europe/Madrid,True
Aeroporto Pereira de Goiás,ECI,AECI,226,-87.943669,164.274645,2931,Europe/Madrid,True
Aeroporto Cardoso das Flores,ECJ,AECJ,139,43.289495,137.689939,3253,America/New_York,True
Aeroporto Ribeiro de Campos,ECK,AECK,551,86.703225,-112.245833,3833,Europe/Madrid,True
Aeroporto Barbosa,ECL,AECL,886,-84.564865,-149.728596,4004,America/Toronto,True
Aeroporto Nogueira do Oeste,ECM,AECM,337,-40.979773,-3.80011,3682,Asia/Singapore,False
Aeroporto Santos de Sousa,ECN,AECN,780,15.923461,41.745091,3416,Asia/Singapore,True
Aeroporto Câmara dos Dourados,ECO,AECO,618,-34.194576,116.237011,3189,Asia/Tokyo,True
Aeroporto Fonseca da Prata,ECP,AECP,969,-8.870442,39.455609,770,Asia/Seoul,True
Aeroporto Rezende de Goiás,ECQ,AECQ,680,-53.897287,67.38028,173,Asia/Tokyo,True
Aeroporto Dias da Prata,ECR,AECR,931,71.463058,14.916518,791,America/New_York,True
Aeroporto Aragão,ECS,AECS,764,-86.367862,111.728879,4070,Asia/Tokyo,True
Aeroporto Jesus do Amparo,ECT,AECT,655,-39.975516,-102.752281,3881,America/Mexico_City,True
Aeroporto Barros do Oeste,ECU,AECU,825,-71.266603,66.49328,4147,Asia/Singapore,True
