nome,descricao,peso_max_kg,dimensoes_max_cm,taxa_extra
CARGA_LEVE_32,Variante 32 do tipo carga leve.,43.59,80x60x50,196.85
CARGA_PESADA_32,Variante 32 do tipo carga pesada.,87.69,120x80x60,343.71
INFANTIL_32,Variante 32 do tipo infantil.,17.76,45x35x20,0.0
DIPLOMATICA_32,Variante 32 do tipo diplomatica.,32.4,70x50x35,21.67
TRIPULACAO_32,Variante 32 do tipo tripulacao.,15.28,55x40x25,35.87
MEDICA_32,Variante 32 do tipo medica.,19.02,50x40x30,49.46
DUTY_FREE_32,Variante 32 do tipo duty free.,7.83,40x30x20,0.0
PRIORITARIA_32,Variante 32 do tipo prioritaria.,40.76,70x50x30,42.38
MAO_PEQUENA_33,Variante 33 do tipo mao pequena.,6.6,40x30x20,48.73
MAO_STANDARD_33,Variante 33 do tipo mao standard.,16.38,55x35x25,45.8
MAO_GRANDE_33,Variante 33 do tipo mao grande.,11.76,55x40x25,52.02
PORAO_PEQUENA_33,Variante 33 do tipo porao pequena.,24.96,60x40x30,24.04
PORAO_STANDARD_33,Variante 33 do tipo porao standard.,30.51,70x50x30,34.47
PORAO_GRANDE_33,Variante 33 do tipo porao grande.,37.94,80x60x40,91.17
PORAO_EXTRA_33,Variante 33 do tipo porao extra.,48.45,90x70x50,133.87
ESPECIAL_ESPORTIVA_33,Variante 33 do tipo especial esportiva.,34.77,Variável,83.06
ESPECIAL_MUSICAL_33,Variante 33 do tipo especial musical.,24.42,Variável,77.25
ESPECIAL_ANIMAL_33,Variante 33 do tipo especial animal.,22.74,50x40x30,139.74
ESPECIAL_FRAGIL_33,Variante 33 do tipo especial fragil.,19.83,60x50x40,88.13
OVERSIZED_33,Variante 33 do tipo oversized.,54.52,100x80x60,197.94
CARGA_LEVE_33,Variante 33 do tipo carga leve.,50.1,80x60x50,172.41
CARGA_PESADA_33,Variante 33 do tipo carga pesada.,85.73,120x80x60,339.97
INFANTIL_33,Variante 33 do tipo infantil.,12.6,45x35x20,0.0
DIPLOMATICA_33,Variante 33 do tipo diplomatica.,39.43,70x50x35,46.39
TRIPULACAO_33,Variante 33 do tipo tripulacao.,14.63,55x40x25,44.52
MEDICA_33,Variante 33 do tipo medica.,21.95,50x40x30,48.18
DUTY_FREE_33,Variante 33 do tipo duty free.,10.79,40x30x20,0.0
PRIORITARIA_33,Variante 33 do tipo prioritaria.,32.19,70x50x30,45.21
MAO_PEQUENA_34,Variante 34 do tipo mao pequena.,8.79,40x30x20,24.21
MAO_STANDARD_34,Variante 34 do tipo mao standard.,13.81,55x35x25,15.6
MAO_GRANDE_34,Variante 34 do tipo mao grande.,17.3,55x40x25,63.02
PORAO_PEQUENA_34,Variante 34 do tipo porao pequena.,23.47,60x40x30,35.66
PORAO_STANDARD_34,Variante 34 do tipo porao standard.,31.87,70x50x30,14.04
PORAO_GRANDE_34,Variante 34 do tipo porao grande.,40.98,80x60x40,74.1
PORAO_EXTRA_34,Variante 34 do tipo porao extra.,49.72,90x70x50,136.61
ESPECIAL_ESPORTIVA_34,Variante 34 do tipo especial esportiva.,39.05,Variável,128.74
ESPECIAL_MUSICAL_34,Variante 34 do tipo especial musical.,23.41,Variável,124.26
ESPECIAL_ANIMAL_34,Variante 34 do tipo especial animal.,17.44,50x40x30,142.04
ESPECIAL_FRAGIL_34,Variante 34 do tipo especial fragil.,28.55,60x50x40,55.11
OVERSIZED_34,Variante 34 do tipo oversized.,55.91,100x80x60,204.76
CARGA_LEVE_34,Variante 34 do tipo carga leve.,54.22,80x60x50,166.91
CARGA_PESADA_34,Variante 34 do tipo carga pesada.,82.9,120x80x60,296.03
INFANTIL_34,Variante 34 do tipo infantil.,14.31,45x35x20,24.31
DIPLOMATICA_34,Variante 34 do tipo diplomatica.,41.74,70x50x35,0.0
TRIPULACAO_34,Variante 34 do tipo tripulacao.,22.17,55x40x25,44.92
MEDICA_34,Variante 34 do tipo medica.,25.7,50x40x30,36.27
DUTY_FREE_34,Variante 34 do tipo duty free.,13.19,40x30x20,0.0
PRIORITARIA_34,Variante 34 do tipo prioritaria.,32.97,70x50x30,81.36
MAO_PEQUENA_35,Variante 35 do tipo mao pequena.,11.89,40x30x20,0.0
MAO_STANDARD_35,Variante 35 do tipo mao standard.,9.96,55x35x25,3.53
MAO_GRANDE_35,Variante 35 do tipo mao grande.,10.87,55x40x25,26.65
PORAO_PEQUENA_35,Variante 35 do tipo porao pequena.,23.93,60x40x30,38.94
PORAO_STANDARD_35,Variante 35 do tipo porao standard.,25.86,70x50x30,0.0
PORAO_GRANDE_35,Variante 35 do tipo porao grande.,35.95,80x60x40,69.75
PORAO_EXTRA_35,Variante 35 do tipo porao extra.,45.71,90x70x50,94.4
ESPECIAL_ESPORTIVA_35,Variante 35 do tipo especial esportiva.,39.89,Variável,90.98
ESPECIAL_MUSICAL_35,Variante 35 do tipo especial musical.,25.71,Variável,70.17
ESPECIAL_ANIMAL_35,Variante 35 do tipo especial animal.,19.91,50x40x30,149.79
ESPECIAL_FRAGIL_35,Variante 35 do tipo especial fragil.,29.59,60x50x40,58.8
OVERSIZED_35,Variante 35 do tipo oversized.,52.0,100x80x60,227.32
CARGA_LEVE_35,Variante 35 do tipo carga leve.,53.03,80x60x50,175.86
CARGA_PESADA_35,Variante 35 do tipo carga pesada.,78.85,120x80x60,301.9
INFANTIL_35,Variante 35 do tipo infantil.,13.81,45x35x20,2.6
DIPLOMATICA_35,Variante 35 do tipo diplomatica.,30.48,70x50x35,7.9
TRIPULACAO_35,Variante 35 do tipo tripulacao.,15.21,55x40x25,7.64
MEDICA_35,Variante 35 do tipo medica.,29.96,50x40x30,6.5
DUTY_FREE_35,Variante 35 do tipo duty free.,8.38,40x30x20,23.0
PRIORITARIA_35,Variante 35 do tipo prioritaria.,30.0,70x50x30,41.26
MAO_PEQUENA_36,Variante 36 do tipo mao pequena.,11.18,40x30x20,16.64
MAO_STANDARD_36,Variante 36 do tipo mao standard.,19.51,55x35x25,14.96
MAO_GRANDE_36,Variante 36 do tipo mao grande.,11.54,55x40x25,28.53
PORAO_PEQUENA_36,Variante 36 do tipo porao pequena.,27.84,60x40x30,75.38
PORAO_STANDARD_36,Variante 36 do tipo porao standard.,31.62,70x50x30,31.51
PORAO_GRANDE_36,Variante 36 do tipo porao grande.,35.65,80x60x40,59.28
PORAO_EXTRA_36,Variante 36 do tipo porao extra.,47.33,90x70x50,126.5
ESPECIAL_ESPORTIVA_36,Variante 36 do tipo especial esportiva.,37.44,Variável,107.79
ESPECIAL_MUSICAL_36,Variante 36 do tipo especial musical.,34.73,Variável,106.28
ESPECIAL_ANIMAL_36,Variante 36 do tipo especial animal.,23.24,50x40x30,168.5
ESPECIAL_FRAGIL_36,Variante 36 do tipo especial fragil.,19.08,60x50x40,91.7
OVERSIZED_36,Variante 36 do tipo oversized.,59.53,100x80x60,199.99
CARGA_LEVE_36,Variante 36 do tipo carga leve.,49.46,80x60x50,160.83
CARGA_PESADA_36,Variante 36 do tipo carga pesada.,81.22,120x80x60,313.01
INFANTIL_36,Variante 36 do tipo infantil.,19.66,45x35x20,0.0
DIPLOMATICA_36,Variante 36 do tipo diplomatica.,39.77,70x50x35,23.5
TRIPULACAO_36,Variante 36 do tipo tripulacao.,17.25,55x40x25,0.0
MEDICA_36,Variante 36 do tipo medica.,22.16,50x40x30,34.52
DUTY_FREE_36,Variante 36 do tipo duty free.,11.75,40x30x20,38.47
PRIORITARIA_36,Variante 36 do tipo prioritaria.,33.85,70x50x30,75.11
MAO_PEQUENA_37,Variante 37 do tipo mao pequena.,9.13,40x30x20,33.1
MAO_STANDARD_37,Variante 37 do tipo mao standard.,15.43,55x35x25,30.14
MAO_GRANDE_37,Variante 37 do tipo mao grande.,12.99,55x40x25,54.98
PORAO_PEQUENA_37,Variante 37 do tipo porao pequena.,27.06,60x40x30,22.81
PORAO_STANDARD_37,Variante 37 do tipo porao standard.,26.9,70x50x30,18.37
PORAO_GRANDE_37,Variante 37 do tipo porao grande.,30.61,80x60x40,40.68
PORAO_EXTRA_37,Variante 37 do tipo porao extra.,40.95,90x70x50,139.73
ESPECIAL_ESPORTIVA_37,Variante 37 do tipo especial esportiva.,28.15,Variável,88.69
ESPECIAL_MUSICAL_37,Variante 37 do tipo especial musical.,33.71,Variável,72.03
ESPECIAL_ANIMAL_37,Variante 37 do tipo especial animal.,16.32,50x40x30,111.1
ESPECIAL_FRAGIL_37,Variante 37 do tipo especial fragil.,27.13,60x50x40,86.25
OVERSIZED_37,Variante 37 do tipo oversized.,57.46,100x80x60,222.76
CARGA_LEVE_37,Variante 37 do tipo carga leve.,45.14,80x60x50,188.26
CARGA_PESADA_37,Variante 37 do tipo carga pesada.,78.29,120x80x60,302.54
INFANTIL_37,Variante 37 do tipo infantil.,12.59,45x35x20,36.14
DIPLOMATICA_37,Variante 37 do tipo diplomatica.,39.21,70x50x35,34.3
TRIPULACAO_37,Variante 37 do tipo tripulacao.,13.48,55x40x25,20.82
MEDICA_37,Variante 37 do tipo medica.,28.98,50x40x30,22.64
DUTY_FREE_37,Variante 37 do tipo duty free.,7.79,40x30x20,46.91
PRIORITARIA_37,Variante 37 do tipo prioritaria.,37.54,70x50x30,66.6
MAO_PEQUENA_38,Variante 38 do tipo mao pequena.,6.25,40x30x20,16.69
MAO_STANDARD_38,Variante 38 do tipo mao standard.,14.49,55x35x25,0.0
MAO_GRANDE_38,Variante 38 do tipo mao grande.,13.86,55x40x25,51.48
PORAO_PEQUENA_38,Variante 38 do tipo porao pequena.,20.06,60x40x30,78.25
PORAO_STANDARD_38,Variante 38 do tipo porao standard.,25.59,70x50x30,31.52
PORAO_GRANDE_38,Variante 38 do tipo porao grande.,38.51,80x60x40,52.4
PORAO_EXTRA_38,Variante 38 do tipo porao extra.,40.44,90x70x50,104.2
ESPECIAL_ESPORTIVA_38,Variante 38 do tipo especial esportiva.,36.65,Variável,77.93
ESPECIAL_MUSICAL_38,Variante 38 do tipo especial musical.,23.67,Variável,76.39
ESPECIAL_ANIMAL_38,Variante 38 do tipo especial animal.,24.83,50x40x30,128.0
ESPECIAL_FRAGIL_38,Variante 38 do tipo especial fragil.,28.2,60x50x40,80.19
OVERSIZED_38,Variante 38 do tipo oversized.,54.09,100x80x60,193.21
CARGA_LEVE_38,Variante 38 do tipo carga leve.,52.22,80x60x50,165.92
CARGA_PESADA_38,Variante 38 do tipo carga pesada.,78.51,120x80x60,333.19
INFANTIL_38,Variante 38 do tipo infantil.,15.26,45x35x20,18.98
DIPLOMATICA_38,Variante 38 do tipo diplomatica.,41.63,70x50x35,25.79
TRIPULACAO_38,Variante 38 do tipo tripulacao.,13.49,55x40x25,30.77
MEDICA_38,Variante 38 do tipo medica.,19.41,50x40x30,31.96
DUTY_FREE_38,Variante 38 do tipo duty free.,4.11,40x30x20,40.35
PRIORITARIA_38,Variante 38 do tipo prioritaria.,39.87,70x50x30,62.75
MAO_PEQUENA_39,Variante 39 do tipo mao pequena.,17.75,40x30x20,41.94
MAO_STANDARD_39,Variante 39 do tipo mao standard.,8.95,55x35x25,1.98
MAO_GRANDE_39,Variante 39 do tipo mao grande.,20.27,55x40x25,23.72
PORAO_PEQUENA_39,Variante 39 do tipo porao pequena.,20.68,60x40x30,26.02
PORAO_STANDARD_39,Variante 39 do tipo porao standard.,25.02,70x50x30,6.54
PORAO_GRANDE_39,Variante 39 do tipo porao grande.,34.06,80x60x40,42.82
PORAO_EXTRA_39,Variante 39 do tipo porao extra.,39.96,90x70x50,113.96
ESPECIAL_ESPORTIVA_39,Variante 39 do tipo especial esportiva.,30.24,Variável,77.16
ESPECIAL_MUSICAL_39,Variante 39 do tipo especial musical.,30.13,Variável,89.2
ESPECIAL_ANIMAL_39,Variante 39 do tipo especial animal.,16.54,50x40x30,137.29
ESPECIAL_FRAGIL_39,Variante 39 do tipo especial fragil.,26.2,60x50x40,109.27
OVERSIZED_39,Variante 39 do tipo oversized.,49.76,100x80x60,208.81
CARGA_LEVE_39,Variante 39 do tipo carga leve.,50.21,80x60x50,168.22
CARGA_PESADA_39,Variante 39 do tipo carga pesada.,78.08,120x80x60,318.64
INFANTIL_39,Variante 39 do tipo infantil.,11.27,45x35x20,32.67
DIPLOMATICA_39,Variante 39 do tipo diplomatica.,33.56,70x50x35,33.58
TRIPULACAO_39,Variante 39 do tipo tripulacao.,24.5,55x40x25,0.0
MEDICA_39,Variante 39 do tipo medica.,24.38,50x40x30,43.5
DUTY_FREE_39,Variante 39 do tipo duty free.,12.27,40x30x20,45.11
PRIORITARIA_39,Variante 39 do tipo prioritaria.,40.74,70x50x30,29.8
MAO_PEQUENA_40,Variante 40 do tipo mao pequena.,15.01,40x30x20,7.36
MAO_STANDARD_40,Variante 40 do tipo mao standard.,16.95,55x35x25,39.37
MAO_GRANDE_40,Variante 40 do tipo mao grande.,16.87,55x40x25,58.75
PORAO_PEQUENA_40,Variante 40 do tipo porao pequena.,22.92,60x40x30,45.27
PORAO_STANDARD_40,Variante 40 do tipo porao standard.,30.51,70x50x30,38.23
PORAO_GRANDE_40,Variante 40 do tipo porao grande.,41.97,80x60x40,47.94
PORAO_EXTRA_40,Variante 40 do tipo porao extra.,42.89,90x70x50,104.89
ESPECIAL_ESPORTIVA_40,Variante 40 do tipo especial esportiva.,36.44,Variável,104.57
ESPECIAL_MUSICAL_40,Variante 40 do tipo especial musical.,34.07,Variável,86.8
ESPECIAL_ANIMAL_40,Variante 40 do tipo especial animal.,24.71,50x40x30,118.27
ESPECIAL_FRAGIL_40,Variante 40 do tipo especial fragil.,22.61,60x50x40,94.39
OVERSIZED_40,Variante 40 do tipo oversized.,51.61,100x80x60,197.78
CARGA_LEVE_40,Variante 40 do tipo carga leve.,48.83,80x60x50,173.33
CARGA_PESADA_40,Variante 40 do tipo carga pesada.,83.38,120x80x60,302.96
INFANTIL_40,Variante 40 do tipo infantil.,12.66,45x35x20,14.08
DIPLOMATICA_40,Variante 40 do tipo diplomatica.,33.97,70x50x35,38.76
TRIPULACAO_40,Variante 40 do tipo tripulacao.,17.72,55x40x25,0.0
MEDICA_40,Variante 40 do tipo medica.,22.75,50x40x30,16.04
DUTY_FREE_40,Variante 40 do tipo duty free.,3.1,40x30x20,0.0
PRIORITARIA_40,Variante 40 do tipo prioritaria.,38.77,70x50x30,78.23
MAO_PEQUENA_41,Variante 41 do tipo mao pequena.,7.05,40x30x20,28.0
MAO_STANDARD_41,Variante 41 do tipo mao standard.,11.19,55x35x25,0.0
MAO_GRANDE_41,Variante 41 do tipo mao grande.,16.54,55x40x25,22.24
PORAO_PEQUENA_41,Variante 41 do tipo porao pequena.,26.31,60x40x30,55.2
PORAO_STANDARD_41,Variante 41 do tipo porao standard.,28.11,70x50x30,49.31
PORAO_GRANDE_41,Variante 41 do tipo porao grande.,30.7,80x60x40,84.45
PORAO_EXTRA_41,Variante 41 do tipo porao extra.,45.67,90x70x50,98.59
ESPECIAL_ESPORTIVA_41,Variante 41 do tipo especial esportiva.,29.62,Variável,106.5
ESPECIAL_MUSICAL_41,Variante 41 do tipo especial musical.,27.07,Variável,106.31
ESPECIAL_ANIMAL_41,Variante 41 do tipo especial animal.,22.21,50x40x30,137.6
ESPECIAL_FRAGIL_41,Variante 41 do tipo especial fragil.,22.45,60x50x40,78.05
OVERSIZED_41,Variante 41 do tipo oversized.,55.17,100x80x60,203.88
CARGA_LEVE_41,Variante 41 do tipo carga leve.,44.35,80x60x50,178.96
CARGA_PESADA_41,Variante 41 do tipo carga pesada.,80.24,120x80x60,313.55
INFANTIL_41,Variante 41 do tipo infantil.,8.59,45x35x20,33.0
DIPLOMATICA_41,Variante 41 do tipo diplomatica.,35.16,70x50x35,0.0
TRIPULACAO_41,Variante 41 do tipo tripulacao.,24.6,55x40x25,10.93
MEDICA_41,Variante 41 do tipo medica.,27.78,50x40x30,19.58
DUTY_FREE_41,Variante 41 do tipo duty free.,6.54,40x30x20,9.3
PRIORITARIA_41,Variante 41 do tipo prioritaria.,39.74,70x50x30,83.89
MAO_PEQUENA_42,Variante 42 do tipo mao pequena.,13.09,40x30x20,0.0
MAO_STANDARD_42,Variante 42 do tipo mao standard.,11.83,55x35x25,34.83
MAO_GRANDE_42,Variante 42 do tipo mao grande.,21.55,55x40x25,31.89
PORAO_PEQUENA_42,Variante 42 do tipo porao pequena.,19.42,60x40x30,39.76
PORAO_STANDARD_42,Variante 42 do tipo porao standard.,27.17,70x50x30,0.0
PORAO_GRANDE_42,Variante 42 do tipo porao grande.,30.2,80x60x40,73.66
PORAO_EXTRA_42,Variante 42 do tipo porao extra.,46.62,90x70x50,125.71
ESPECIAL_ESPORTIVA_42,Variante 42 do tipo especial esportiva.,32.17,Variável,91.02
ESPECIAL_MUSICAL_42,Variante 42 do tipo especial musical.,25.54,Variável,118.18
ESPECIAL_ANIMAL_42,Variante 42 do tipo especial animal.,23.14,50x40x30,155.73
ESPECIAL_FRAGIL_42,Variante 42 do tipo especial fragil.,22.78,60x50x40,74.37
OVERSIZED_42,Variante 42 do tipo oversized.,58.4,100x80x60,225.83
CARGA_LEVE_42,Variante 42 do tipo carga leve.,51.23,80x60x50,148.96
CARGA_PESADA_42,Variante 42 do tipo carga pesada.,83.92,120x80x60,319.7
INFANTIL_42,Variante 42 do tipo infantil.,11.78,45x35x20,14.44
DIPLOMATICA_42,Variante 42 do tipo diplomatica.,30.14,70x50x35,48.17
TRIPULACAO_42,Variante 42 do tipo tripulacao.,17.9,55x40x25,38.65
MEDICA_42,Variante 42 do tipo medica.,28.08,50x40x30,8.58
DUTY_FREE_42,Variante 42 do tipo duty free.,8.08,40x30x20,16.86
PRIORITARIA_42,Variante 42 do tipo prioritaria.,33.56,70x50x30,76.82
MAO_PEQUENA_43,Variante 43 do tipo mao pequena.,7.85,40x30x20,15.3
MAO_STANDARD_43,Variante 43 do tipo mao standard.,19.06,55x35x25,0.0
MAO_GRANDE_43,Variante 43 do tipo mao grande.,12.36,55x40x25,62.99
PORAO_PEQUENA_43,Variante 43 do tipo porao pequena.,16.75,60x40x30,50.24
PORAO_STANDARD_43,Variante 43 do tipo porao standard.,21.33,70x50x30,12.47
PORAO_GRANDE_43,Variante 43 do tipo porao grande.,32.39,80x60x40,40.26
PORAO_EXTRA_43,Variante 43 do tipo porao extra.,43.29,90x70x50,130.76
ESPECIAL_ESPORTIVA_43,Variante 43 do tipo especial esportiva.,35.62,Variável,75.41
ESPECIAL_MUSICAL_43,Variante 43 do tipo especial musical.,28.96,Variável,70.63
ESPECIAL_ANIMAL_43,Variante 43 do tipo especial animal.,18.08,50x40x30,130.81
ESPECIAL_FRAGIL_43,Variante 43 do tipo especial fragil.,23.28,60x50x40,53.71
OVERSIZED_43,Variante 43 do tipo oversized.,49.55,100x80x60,205.34
CARGA_LEVE_43,Variante 43 do tipo carga leve.,43.9,80x60x50,154.72
CARGA_PESADA_43,Variante 43 do tipo carga pesada.,81.92,120x80x60,316.54
INFANTIL_43,Variante 43 do tipo infantil.,11.18,45x35x20,32.58
DIPLOMATICA_43,Variante 43 do tipo diplomatica.,41.62,70x50x35,33.92
TRIPULACAO_43,Variante 43 do tipo tripulacao.,17.38,55x40x25,0.0
MEDICA_43,Variante 43 do tipo medica.,27.74,50x40x30,31.66
DUTY_FREE_43,Variante 43 do tipo duty free.,14.85,40x30x20,18.05
PRIORITARIA_43,Variante 43 do tipo prioritaria.,30.65,70x50x30,68.36
MAO_PEQUENA_44,Variante 44 do tipo mao pequena.,7.48,40x30x20,46.01
MAO_STANDARD_44,Variante 44 do tipo mao standard.,8.96,55x35x25,28.58
MAO_GRANDE_44,Variante 44 do tipo mao grande.,16.3,55x40x25,49.53
PORAO_PEQUENA_44,Variante 44 do tipo porao pequena.,20.77,60x40x30,77.87
PORAO_STANDARD_44,Variante 44 do tipo porao standard.,32.24,70x50x30,40.86
PORAO_GRANDE_44,Variante 44 do tipo porao grande.,34.86,80x60x40,52.89
PORAO_EXTRA_44,Variante 44 do tipo porao extra.,41.96,90x70x50,143.11
ESPECIAL_ESPORTIVA_44,Variante 44 do tipo especial esportiva.,34.64,Variável,81.69
ESPECIAL_MUSICAL_44,Variante 44 do tipo especial musical.,26.87,Variável,101.44
ESPECIAL_ANIMAL_44,Variante 44 do tipo especial animal.,16.17,50x40x30,150.23
ESPECIAL_FRAGIL_44,Variante 44 do tipo especial fragil.,23.52,60x50x40,82.82
OVERSIZED_44,Variante 44 do tipo oversized.,48.08,100x80x60,231.2
CARGA_LEVE_44,Variante 44 do tipo carga leve.,43.59,80x60x50,151.14
CARGA_PESADA_44,Variante 44 do tipo carga pesada.,80.91,120x80x60,334.77
INFANTIL_44,Variante 44 do tipo infantil.,13.74,45x35x20,18.44
DIPLOMATICA_44,Variante 44 do tipo diplomatica.,38.77,70x50x35,22.52
TRIPULACAO_44,Variante 44 do tipo tripulacao.,15.93,55x40x25,0.0
MEDICA_44,Variante 44 do tipo medica.,25.71,50x40x30,23.82
DUTY_FREE_44,Variante 44 do tipo duty free.,4.97,40x30x20,26.21
PRIORITARIA_44,Variante 44 do tipo prioritaria.,35.19,70x50x30,39.51
MAO_PEQUENA_45,Variante 45 do tipo mao pequena.,8.28,40x30x20,39.04
MAO_STANDARD_45,Variante 45 do tipo mao standard.,16.28,55x35x25,26.22
MAO_GRANDE_45,Variante 45 do tipo mao grande.,15.75,55x40x25,62.17
PORAO_PEQUENA_45,Variante 45 do tipo porao pequena.,17.6,60x40x30,53.93
PORAO_STANDARD_45,Variante 45 do tipo porao standard.,31.33,70x50x30,7.35
PORAO_GRANDE_45,Variante 45 do tipo porao grande.,30.48,80x60x40,92.11
PORAO_EXTRA_45,Variante 45 do tipo porao extra.,49.06,90x70x50,109.33
ESPECIAL_ESPORTIVA_45,Variante 45 do tipo especial esportiva.,37.16,Variável,118.93
ESPECIAL_MUSICAL_45,Variante 45 do tipo especial musical.,34.22,Variável,118.75
ESPECIAL_ANIMAL_45,Variante 45 do tipo especial animal.,18.52,50x40x30,147.04
ESPECIAL_FRAGIL_45,Variante 45 do tipo especial fragil.,25.12,60x50x40,61.21
OVERSIZED_45,Variante 45 do tipo oversized.,49.98,100x80x60,218.4
CARGA_LEVE_45,Variante 45 do tipo carga leve.,45.84,80x60x50,195.98
CARGA_PESADA_45,Variante 45 do tipo carga pesada.,79.91,120x80x60,333.26
INFANTIL_45,Variante 45 do tipo infantil.,18.41,45x35x20,29.1
DIPLOMATICA_45,Variante 45 do tipo diplomatica.,30.56,70x50x35,4.3
TRIPULACAO_45,Variante 45 do tipo tripulacao.,15.19,55x40x25,24.51
MEDICA_45,Variante 45 do tipo medica.,21.02,50x40x30,49.49
DUTY_FREE_45,Variante 45 do tipo duty free.,3.78,40x30x20,27.01
PRIORITARIA_45,Variante 45 do tipo prioritaria.,32.74,70x50x30,72.9
MAO_PEQUENA_46,Variante 46 do tipo mao pequena.,12.2,40x30x20,7.6
MAO_STANDARD_46,Variante 46 do tipo mao standard.,10.55,55x35x25,7.82
MAO_GRANDE_46,Variante 46 do tipo mao grande.,17.92,55x40x25,51.28
PORAO_PEQUENA_46,Variante 46 do tipo porao pequena.,22.3,60x40x30,73.37
PORAO_STANDARD_46,Variante 46 do tipo porao standard.,21.11,70x50x30,30.36
PORAO_GRANDE_46,Variante 46 do tipo porao grande.,33.98,80x60x40,59.26
PORAO_EXTRA_46,Variante 46 do tipo porao extra.,39.01,90x70x50,140.56
ESPECIAL_ESPORTIVA_46,Variante 46 do tipo especial esportiva.,36.28,Variável,77.61
ESPECIAL_MUSICAL_46,Variante 46 do tipo especial musical.,27.67,Variável,119.89
ESPECIAL_ANIMAL_46,Variante 46 do tipo especial animal.,18.31,50x40x30,136.19
ESPECIAL_FRAGIL_46,Variante 46 do tipo especial fragil.,26.28,60x50x40,87.34
OVERSIZED_46,Variante 46 do tipo oversized.,50.42,100x80x60,247.56
CARGA_LEVE_46,Variante 46 do tipo carga leve.,44.49,80x60x50,140.23
CARGA_PESADA_46,Variante 46 do tipo carga pesada.,87.99,120x80x60,337.32
INFANTIL_46,Variante 46 do tipo infantil.,19.82,45x35x20,2.81
DIPLOMATICA_46,Variante 46 do tipo diplomatica.,31.86,70x50x35,36.41
TRIPULACAO_46,Variante 46 do tipo tripulacao.,18.19,55x40x25,27.53
MEDICA_46,Variante 46 do tipo medica.,27.35,50x40x30,44.82
DUTY_FREE_46,Variante 46 do tipo duty free.,8.91,40x30x20,18.05
PRIORITARIA_46,Variante 46 do tipo prioritaria.,32.62,70x50x30,81.35
MAO_PEQUENA_47,Variante 47 do tipo mao pequena.,10.97,40x30x20,33.56
MAO_STANDARD_47,Variante 47 do tipo mao standard.,16.4,55x35x25,0.0
MAO_GRANDE_47,Variante 47 do tipo mao grande.,14.78,55x40x25,70.71
PORAO_PEQUENA_47,Variante 47 do tipo porao pequena.,24.76,60x40x30,21.7
PORAO_STANDARD_47,Variante 47 do tipo porao standard.,30.63,70x50x30,0.0
PORAO_GRANDE_47,Variante 47 do tipo porao grande.,36.7,80x60x40,43.14
PORAO_EXTRA_47,Variante 47 do tipo porao extra.,42.54,90x70x50,92.07
ESPECIAL_ESPORTIVA_47,Variante 47 do tipo especial esportiva.,35.37,Variável,80.17
ESPECIAL_MUSICAL_47,Variante 47 do tipo especial musical.,29.04,Variável,83.25
ESPECIAL_ANIMAL_47,Variante 47 do tipo especial animal.,20.56,50x40x30,115.09
ESPECIAL_FRAGIL_47,Variante 47 do tipo especial fragil.,27.89,60x50x40,88.42
OVERSIZED_47,Variante 47 do tipo oversized.,57.49,100x80x60,207.85
CARGA_LEVE_47,Variante 47 do tipo carga leve.,43.64,80x60x50,193.87
CARGA_PESADA_47,Variante 47 do tipo carga pesada.,81.24,120x80x60,330.52
INFANTIL_47,Variante 47 do tipo infantil.,18.42,45x35x20,18.39
DIPLOMATICA_47,Variante 47 do tipo diplomatica.,39.1,70x50x35,20.38
TRIPULACAO_47,Variante 47 do tipo tripulacao.,18.14,55x40x25,15.21
MEDICA_47,Variante 47 do tipo medica.,22.46,50x40x30,45.56
DUTY_FREE_47,Variante 47 do tipo duty free.,13.1,40x30x20,15.78
PRIORITARIA_47,Variante 47 do tipo prioritaria.,31.92,70x50x30,75.57
MAO_PEQUENA_48,Variante 48 do tipo mao pequena.,8.94,40x30x20,14.29
MAO_STANDARD_48,Variante 48 do tipo mao standard.,17.66,55x35x25,29.74
MAO_GRANDE_48,Variante 48 do tipo mao grande.,14.28,55x40x25,65.82
PORAO_PEQUENA_48,Variante 48 do tipo porao pequena.,25.71,60x40x30,44.21
PORAO_STANDARD_48,Variante 48 do tipo porao standard.,32.46,70x50x30,5.74
PORAO_GRANDE_48,Variante 48 do tipo porao grande.,34.94,80x60x40,44.26
PORAO_EXTRA_48,Variante 48 do tipo porao extra.,44.88,90x70x50,106.04
ESPECIAL_ESPORTIVA_48,Variante 48 do tipo especial esportiva.,35.14,Variável,108.74
ESPECIAL_MUSICAL_48,Variante 48 do tipo especial musical.,25.51,Variável,96.36
ESPECIAL_ANIMAL_48,Variante 48 do tipo especial animal.,15.61,50x40x30,145.22
ESPECIAL_FRAGIL_48,Variante 48 do tipo especial fragil.,27.24,60x50x40,90.76
OVERSIZED_48,Variante 48 do tipo oversized.,56.98,100x80x60,240.32
CARGA_LEVE_48,Variante 48 do tipo carga leve.,51.5,80x60x50,190.53
CARGA_PESADA_48,Variante 48 do tipo carga pesada.,85.18,120x80x60,294.64
INFANTIL_48,Variante 48 do tipo infantil.,15.18,45x35x20,32.36
DIPLOMATICA_48,Variante 48 do tipo diplomatica.,35.13,70x50x35,25.36
TRIPULACAO_48,Variante 48 do tipo tripulacao.,20.44,55x40x25,8.9
MEDICA_48,Variante 48 do tipo medica.,21.76,50x40x30,42.01
