codigo,descricao,cor_hex,ordem_exibicao
DESVIADO_43,Variante 43 do status desviado,#BBFD8E,867
TAXIANDO_43,Variante 43 do status taxiando,#FE6F91,868
PORTAO_ABERTO_43,Variante 43 do status portao aberto,#0007FA,869
PORTAO_FECHADO_43,Variante 43 do status portao fechado,#093F65,870
DECOLANDO_43,Variante 43 do status decolando,#197CE6,871
APROXIMACAO_43,Variante 43 do status aproximacao,#2071F1,872
MANUTENCAO_43,Variante 43 do status manutencao,#CC70D8,873
AGUARDANDO_PIS_43,Variante 43 do status aguardando pista,#7069D0,874
CHECK_IN_ABERT_43,Variante 43 do status check in aberto,#AF310E,875
CONCLUIDO_43,Variante 43 do status concluido,#D1ECAA,876
SUSPENSO_43,Variante 43 do status suspenso,#8CDB15,877
REAGENDADO_43,Variante 43 do status reagendado,#1B0DFE,878
EMERGENCIA_43,Variante 43 do status emergencia,#EB30FE,879
PRE_VOO_43,Variante 43 do status pre voo,#57E60E,880
PROGRAMADO_44,Variante 44 do status programado,#6C2BDB,881
EMBARQUE_44,Variante 44 do status embarque,#45A36B,882
EM_VOO_44,Variante 44 do status em voo,#8E907D,883
ATERRISSADO_44,Variante 44 do status aterrissado,#F0A431,884
CANCELADO_44,Variante 44 do status cancelado,#5AF1B4,885
ATRASADO_44,Variante 44 do status atrasado,#536ED6,886
DESVIADO_44,Variante 44 do status desviado,#A7FC81,887
TAXIANDO_44,Variante 44 do status taxiando,#8F5BF8,888
PORTAO_ABERTO_44,Variante 44 do status portao aberto,#0296D0,889
PORTAO_FECHADO_44,Variante 44 do status portao fechado,#1DE804,890
DECOLANDO_44,Variante 44 do status decolando,#2D8C16,891
APROXIMACAO_44,Variante 44 do status aproximacao,#F89027,892
MANUTENCAO_44,Variante 44 do status manutencao,#5D93CB,893
AGUARDANDO_PIS_44,Variante 44 do status aguardando pista,#5263D0,894
CHECK_IN_ABERT_44,Variante 44 do status check in aberto,#860CF3,895
CONCLUIDO_44,Variante 44 do status concluido,#E7BE54,896
SUSPENSO_44,Variante 44 do status suspenso,#7B11D6,897
REAGENDADO_44,Variante 44 do status reagendado,#2E2034,898
EMERGENCIA_44,Variante 44 do status emergencia,#45C285,899
PRE_VOO_44,Variante 44 do status pre voo,#D6E0FD,900
PROGRAMADO_45,Variante 45 do status programado,#251D25,901
EMBARQUE_45,Variante 45 do status embarque,#C76AB7,902
EM_VOO_45,Variante 45 do status em voo,#BF0C6B,903
ATERRISSADO_45,Variante 45 do status aterrissado,#0332CE,904
CANCELADO_45,Variante 45 do status cancelado,#F68347,905
ATRASADO_45,Variante 45 do status atrasado,#21BF19,906
DESVIADO_45,Variante 45 do status desviado,#1E2A6D,907
TAXIANDO_45,Variante 45 do status taxiando,#B3EEEE,908
PORTAO_ABERTO_45,Variante 45 do status portao aberto,#1E357D,909
PORTAO_FECHADO_45,Variante 45 do status portao fechado,#2ED4BD,910
DECOLANDO_45,Variante 45 do status decolando,#3B7A75,911
APROXIMACAO_45,Variante 45 do status aproximacao,#BE5CC4,912
MANUTENCAO_45,Variante 45 do status manutencao,#008670,913
AGUARDANDO_PIS_45,Variante 45 do status aguardando pista,#5B22D9,914
CHECK_IN_ABERT_45,Variante 45 do status check in aberto,#ED7A0E,915
CONCLUIDO_45,Variante 45 do status concluido,#37EA04,916
SUSPENSO_45,Variante 45 do status suspenso,#2C1EF3,917
REAGENDADO_45,Variante 45 do status reagendado,#A14580,918
EMERGENCIA_45,Variante 45 do status emergencia,#5F3230,919
PRE_VOO_45,Variante 45 do status pre voo,#DAD4A7,920
PROGRAMADO_46,Variante 46 do status programado,#2967E6,921
EMBARQUE_46,Variante 46 do status embarque,#16554E,922
EM_VOO_46,Variante 46 do status em voo,#B9B765,923
ATERRISSADO_46,Variante 46 do status aterrissado,#746F72,924
CANCELADO_46,Variante 46 do status cancelado,#E194DE,925
ATRASADO_46,Variante 46 do status atrasado,#1B4249,926
DESVIADO_46,Variante 46 do status desviado,#45B753,927
TAXIANDO_46,Variante 46 do status taxiando,#663339,928
PORTAO_ABERTO_46,Variante 46 do status portao aberto,#167386,929
PORTAO_FECHADO_46,Variante 46 do status portao fechado,#10CED6,930
DECOLANDO_46,Variante 46 do status decolando,#ECBC79,931
APROXIMACAO_46,Variante 46 do status aproximacao,#244A67,932
MANUTENCAO_46,Variante 46 do status manutencao,#DC4198,933
AGUARDANDO_PIS_46,Variante 46 do status aguardando pista,#A0B8D3,934
CHECK_IN_ABERT_46,Variante 46 do status check in aberto,#078786,935
CONCLUIDO_46,Variante 46 do status concluido,#025B63,936
SUSPENSO_46,Variante 46 do status suspenso,#F7BD67,937
REAGENDADO_46,Variante 46 do status reagendado,#834A3A,938
EMERGENCIA_46,Variante 46 do status emergencia,#2C59F1,939
PRE_VOO_46,Variante 46 do status pre voo,#9FE054,940
PROGRAMADO_47,Variante 47 do status programado,#A78A88,941
EMBARQUE_47,Variante 47 do status embarque,#9608C2,942
EM_VOO_47,Variante 47 do status em voo,#7439C8,943
ATERRISSADO_47,Variante 47 do status aterrissado,#481D64,944
CANCELADO_47,Variante 47 do status cancelado,#EFC852,945
ATRASADO_47,Variante 47 do status atrasado,#D38F85,946
DESVIADO_47,Variante 47 do status desviado,#6D3AB5,947
TAXIANDO_47,Variante 47 do status taxiando,#D3020C,948
PORTAO_ABERTO_47,Variante 47 do status portao aberto,#B07137,949
PORTAO_FECHADO_47,Variante 47 do status portao fechado,#4354A1,950
DECOLANDO_47,Variante 47 do status decolando,#83A169,951
APROXIMACAO_47,Variante 47 do status aproximacao,#8EDCD4,952
MANUTENCAO_47,Variante 47 do status manutencao,#F1C67A,953
AGUARDANDO_PIS_47,Variante 47 do status aguardando pista,#3B2B9B,954
CHECK_IN_ABERT_47,Variante 47 do status check in aberto,#D3ABBB,955
CONCLUIDO_47,Variante 47 do status concluido,#2D1A3B,956
SUSPENSO_47,Variante 47 do status suspenso,#485202,957
REAGENDADO_47,Variante 47 do status reagendado,#F2C1D0,958
EMERGENCIA_47,Variante 47 do status emergencia,#6784BC,959
PRE_VOO_47,Variante 47 do status pre voo,#9F2856,960
PROGRAMADO_48,Variante 48 do status programado,#2A501C,961
EMBARQUE_48,Variante 48 do status embarque,#6D2AD4,962
EM_VOO_48,Variante 48 do status em voo,#2435D6,963
ATERRISSADO_48,Variante 48 do status aterrissado,#122FE5,964
CANCELADO_48,Variante 48 do status cancelado,#840094,965
ATRASADO_48,Variante 48 do status atrasado,#AA21EF,966
DESVIADO_48,Variante 48 do status desviado,#173F2F,967
TAXIANDO_48,Variante 48 do status taxiando,#4EB593,968
PORTAO_ABERTO_48,Variante 48 do status portao aberto,#B41E79,969
PORTAO_FECHADO_48,Variante 48 do status portao fechado,#CE7AF0,970
DECOLANDO_48,Variante 48 do status decolando,#718D05,971
APROXIMACAO_48,Variante 48 do status aproximacao,#5DC93A,972
MANUTENCAO_48,Variante 48 do status manutencao,#232F5D,973
AGUARDANDO_PIS_48,Variante 48 do status aguardando pista,#EFC15B,974
CHECK_IN_ABERT_48,Variante 48 do status check in aberto,#97F23A,975
CONCLUIDO_48,Variante 48 do status concluido,#6D3A57,976
SUSPENSO_48,Variante 48 do status suspenso,#B84A74,977
REAGENDADO_48,Variante 48 do status reagendado,#E02DED,978
EMERGENCIA_48,Variante 48 do status emergencia,#8316D5,979
PRE_VOO_48,Variante 48 do status pre voo,#7BE1BB,980
PROGRAMADO_49,Variante 49 do status programado,#ACBF0D,981
EMBARQUE_49,Variante 49 do status embarque,#4D8231,982
EM_VOO_49,Variante 49 do status em voo,#D762F5,983
ATERRISSADO_49,Variante 49 do status aterrissado,#1EF6A4,984
CANCELADO_49,Variante 49 do status cancelado,#CFAEF0,985
ATRASADO_49,Variante 49 do status atrasado,#8BC7C4,986
DESVIADO_49,Variante 49 do status desviado,#DEEF98,987
TAXIANDO_49,Variante 49 do status taxiando,#13ED08,988
PORTAO_ABERTO_49,Variante 49 do status portao aberto,#DBC8DF,989
PORTAO_FECHADO_49,Variante 49 do status portao fechado,#E546A6,990
DECOLANDO_49,Variante 49 do status decolando,#633401,991
APROXIMACAO_49,Variante 49 do status aproximacao,#70249E,992
MANUTENCAO_49,Variante 49 do status manutencao,#80B3B0,993
AGUARDANDO_PIS_49,Variante 49 do status aguardando pista,#9961FD,994
CHECK_IN_ABERT_49,Variante 49 do status check in aberto,#63F570,995
CONCLUIDO_49,Variante 49 do status concluido,#9B76AA,996
SUSPENSO_49,Variante 49 do status suspenso,#5A8F96,997
REAGENDADO_49,Variante 49 do status reagendado,#A2C657,998
EMERGENCIA_49,Variante 49 do status emergencia,#74A8F3,999
PRE_VOO_49,Variante 49 do status pre voo,#C3E76F,1000
