nome,pais_id,tipo_servico,telefone,email,cnpj_vat,ativo,data_contrato
Marques Abreu - EI,168,HANDLING,31 1191 9445,emanuella69@casa.gov.br,65.830.419/0001-16,True,2023-09-12
Barros,254,SEGURANCA,+55 41 7718-8626,danielaguerra@carvalho.br,67.302.589/0001-53,True,2024-03-22
Costa - EI,209,LIMPEZA,51 7402 2346,da-rosaana-cecilia@garcia.com,76.351.029/0001-80,True,2018-04-19
Marques - ME,11,COMBUSTIVEL,+55 41 4215 2483,peixotoisabella@costela.br,47.062.351/0001-90,True,2025-08-01
Pastor,28,LIMPEZA,31 7036-8830,da-motavitoria@mendonca.gov.br,36.950.214/0001-76,True,2018-11-19
Ribeiro e Filhos,824,LOGISTICA,+55 (041) 7065-9341,da-luzcarlos-eduardo@souza.gov.br,21.843.769/0001-41,True,2019-02-01
Mendes,711,COMBUSTIVEL,+55 71 8301 8179,drezende@farias.gov.br,78.469.325/0001-05,True,2024-01-20
Dias S.A.,586,COMBUSTIVEL,+55 84 1711 4865,hfogaca@novaes.edu.br,10.683.924/0001-93,True,2020-07-22
Jesus S.A.,55,COMBUSTIVEL,+55 41 2975 5726,leaoana-laura@cunha.br,89.104.765/0001-85,True,2025-06-10
Sampaio Aragão S/A,133,CATERING,+55 (084) 0716-7532,gomespedro-miguel@leao.com,78.524.091/0001-51,True,2017-05-17
Melo Rocha S.A.,663,TECNOLOGIA,0300-545-8583,laura39@cassiano.com.br,43.217.506/0001-60,True,2021-01-19
Peixoto e Filhos,479,SEGURANCA,+55 (061) 5814-7621,marcos-viniciusguerra@campos.edu.br,63.429.015/0001-90,True,2025-11-09
Dias,96,HANDLING,+55 31 1563-0930,zpeixoto@vasconcelos.gov.br,06.427.539/0001-08,True,2021-02-20
Novais e Filhos,583,TRANSPORTE,0800-921-7735,leaoisadora@azevedo.net,97.386.052/0001-80,True,2018-09-25
Mendes e Filhos,603,SEGURANCA,+55 21 4024-2224,salessabrina@araujo.net,23.697.045/0001-62,True,2018-02-12
da Rocha,194,LOGISTICA,+55 81 2484-2024,emillyabreu@macedo.br,51.896.432/0001-63,False,2017-07-11
Leão,757,COMBUSTIVEL,+55 84 0994-1475,valentinapinto@correia.com,54.276.089/0001-42,True,2019-06-19
Barbosa,330,LOGISTICA,+55 11 0356 5942,brayanporto@da.com.br,69.841.520/0001-23,True,2020-05-11
Borges,877,TECNOLOGIA,0300 411 8390,ana-lauracardoso@rezende.gov.br,24.036.185/0001-52,True,2023-05-25
Costa da Rosa e Filhos,522,CATERING,41 8933-4375,sousasara@lopes.gov.br,40.672.513/0001-63,True,2020-08-27
Gomes Pinto S.A.,45,CONSULTORIA,81 5507-4350,luan88@pereira.org,70.349.651/0001-77,True,2021-12-23
Duarte Peixoto S/A,530,HANDLING,(071) 6504-7188,anthonyandrade@da.com,89.712.534/0001-54,True,2022-11-02
Lopes,750,MANUTENCAO,(041) 9899-4706,marquesaugusto@pacheco.com,14.706.592/0001-76,True,2020-11-07
Caldeira,296,LIMPEZA,(081) 6756 6505,nogueiramirella@almeida.gov.br,16.752.890/0001-28,True,2021-04-02
Freitas Pimenta e Filhos,183,SEGURANCA,(021) 9850-4505,tjesus@mendonca.com,24.968.301/0001-71,True,2025-07-22
Farias Machado S/A,63,LIMPEZA,(031) 0250 3857,lsouza@da.edu.br,16.345.298/0001-01,True,2023-05-07
Rios - ME,900,COMBUSTIVEL,+55 (081) 5853-0101,lunanovaes@peixoto.br,13.062.457/0001-72,True,2024-10-01
Ferreira,844,SEGURANCA,51 6703 6562,correialavinia@da.org,34.687.910/0001-06,True,2018-03-16
Rocha S.A.,447,CONSULTORIA,+55 (081) 3576-1707,josuemachado@da.com.br,57.831.694/0001-26,True,2020-08-02
Macedo,944,CATERING,61 5089-8977,maya59@rodrigues.org,34.518.269/0001-86,True,2024-03-28
Alves,716,LIMPEZA,+55 41 7676-8740,kaique07@martins.br,14.729.603/0001-33,True,2021-10-24
Vargas,153,LIMPEZA,+55 (084) 3099-0009,bernardo65@fogaca.com.br,82.359.640/0001-57,True,2025-05-10
Rezende,793,MANUTENCAO,(011) 5352-3266,piresapollo@da.com,91.805.723/0001-13,True,2022-07-28
Barbosa,738,LOGISTICA,+55 21 9989 9651,novaesgustavo@montenegro.net,74.630.281/0001-00,True,2024-01-19
Borges,1000,CATERING,31 6870-4796,prios@novaes.com,90.571.236/0001-70,True,2026-05-23
Almeida,421,MANUTENCAO,51 9142 3302,maysalima@almeida.br,47.396.810/0001-72,True,2017-07-23
Araújo,998,SEGURANCA,11 1318 6604,cdas-neves@cunha.com.br,14.756.820/0001-12,True,2020-11-10
da Rosa,284,HANDLING,(031) 2035 9441,souzalucas-gabriel@viana.gov.br,35.148.967/0001-08,True,2024-11-14
da Rosa,451,HANDLING,+55 41 3135 1830,danielamoraes@costa.org,65.127.493/0001-70,True,2019-04-10
Mendonça - EI,48,LOGISTICA,0500-559-9098,dom28@farias.br,81.632.490/0001-40,True,2025-07-28
Brito Pastor S.A.,916,CATERING,(041) 8918 0038,da-luzhelena@da.gov.br,24.905.873/0001-01,True,2024-04-19
Teixeira Aragão - EI,978,LOGISTICA,+55 51 2185 2734,borgesana-carolina@borges.net,31.572.680/0001-41,True,2017-06-27
Câmara,330,TRANSPORTE,+55 (051) 3044 0778,riosguilherme@pimenta.br,58.492.631/0001-55,True,2023-10-09
Souza das Neves Ltda.,610,LOGISTICA,(031) 1829 9126,carolina20@das.gov.br,19.037.642/0001-93,False,2018-01-02
Araújo e Filhos,142,LOGISTICA,51 2242 1682,imontenegro@rodrigues.com.br,75.618.340/0001-80,True,2016-12-08
Pires da Mata - ME,2,LIMPEZA,0500 100 5932,marina22@aragao.com.br,32.806.974/0001-53,True,2022-03-13
Sousa,205,TRANSPORTE,+55 81 4387 1295,da-rochabruna@silva.gov.br,80.254.391/0001-00,True,2017-03-01
Novaes,675,TRANSPORTE,+55 (041) 2240 6547,manuella69@aparecida.com.br,90.468.721/0001-13,True,2023-02-02
Costela,930,SEGURANCA,+55 (051) 1655 6238,gmoura@siqueira.br,56.301.789/0001-75,True,2018-08-06
Pastor Almeida S/A,304,COMBUSTIVEL,+55 41 3860 4794,wbarros@cunha.com,35.168.249/0001-95,True,2020-08-07
Silva Nunes Ltda.,695,SEGURANCA,(041) 1914 7905,ana-lizmacedo@novais.br,16.795.023/0001-70,True,2020-03-06
Ribeiro Siqueira - ME,469,CONSULTORIA,11 0848-8686,gabrielly29@freitas.gov.br,82.941.603/0001-52,False,2025-05-20
Cassiano da Cruz Ltda.,294,TECNOLOGIA,+55 (084) 0688-5684,amendonca@montenegro.com,96.427.135/0001-07,True,2021-03-12
Oliveira,355,MANUTENCAO,(071) 5213-5317,catarina59@montenegro.br,48.720.563/0001-80,True,2022-12-25
Lima Macedo Ltda.,649,CONSULTORIA,+55 71 1997 6453,joana55@vargas.com.br,64.183.590/0001-18,True,2016-07-21
Nunes S.A.,916,CATERING,(084) 8201 6301,maria-laura22@casa.com,84.325.917/0001-56,True,2022-11-28
Novaes,442,CATERING,+55 (071) 9846 0180,antony33@novaes.com,15.378.926/0001-92,True,2023-03-18
Souza,789,LIMPEZA,(084) 1554-4605,leandrogoncalves@pimenta.br,46.231.078/0001-18,True,2019-12-05
Sampaio,530,LIMPEZA,(031) 9911 9285,vmacedo@montenegro.com,21.597.840/0001-53,False,2024-11-16
Fernandes,700,CATERING,(051) 8212 6264,estergoncalves@ramos.edu.br,49.603.871/0001-99,False,2022-04-05
Rios - EI,652,LIMPEZA,0300 198 1775,davi-miguel29@da.com,42.517.036/0001-97,True,2025-08-18
Moreira Teixeira e Filhos,550,CATERING,+55 51 8597 4776,gabrielly59@mendes.br,54.896.120/0001-48,True,2023-10-07
Ribeiro,494,LOGISTICA,11 1569-2209,caue76@da.net,57.806.943/0001-23,True,2022-01-31
Martins,275,TRANSPORTE,(051) 3494-3148,lcarvalho@fonseca.br,85.620.174/0001-00,True,2024-09-19
Brito,322,MANUTENCAO,61 8557 3952,joao-vitornascimento@freitas.br,80.537.421/0001-95,False,2022-07-31
Rezende - ME,151,LIMPEZA,71 0284 1362,paulosousa@macedo.com,40.782.395/0001-46,True,2018-01-19
Siqueira,175,COMBUSTIVEL,11 9734-1855,bryan83@da.br,60.138.795/0001-20,True,2016-09-29
Marques Ltda.,561,COMBUSTIVEL,0800-001-7067,bernardo78@sampaio.gov.br,28.597.036/0001-13,True,2019-01-27
Souza Ltda.,22,MANUTENCAO,0800 389 6763,miguel67@freitas.com.br,86.037.915/0001-97,True,2025-07-03
da Mata Vasconcelos S/A,328,LOGISTICA,+55 11 3513-9014,calebepereira@das.com,74.396.128/0001-52,True,2026-01-29
Macedo,793,LIMPEZA,+55 (084) 4803 0073,luiza58@gomes.com,52.619.384/0001-29,True,2017-07-31
Montenegro Teixeira - EI,154,MANUTENCAO,51 6911 2232,da-luzlucas-gabriel@castro.com.br,61.843.975/0001-76,True,2021-08-17
Teixeira,148,MANUTENCAO,(051) 7446 5325,alana41@moreira.com.br,85.173.962/0001-03,True,2016-09-23
Casa Grande,142,SEGURANCA,+55 (081) 3881 9376,guilherme84@barros.org,62.809.715/0001-47,False,2020-07-20
da Mata,788,TRANSPORTE,+55 (081) 1127 2836,costaalexandre@vasconcelos.br,47.805.961/0001-37,True,2024-08-21
Caldeira,529,MANUTENCAO,71 3762-9507,erezende@porto.com,17.208.435/0001-29,True,2017-04-04
Caldeira,957,COMBUSTIVEL,21 6930-3264,isadora49@martins.org,19.602.874/0001-47,True,2020-09-03
Nunes e Filhos,557,CONSULTORIA,(084) 0342-5197,camposdavi-miguel@novais.gov.br,13.649.785/0001-70,True,2016-08-07
da Mota,278,LOGISTICA,+55 (051) 1531-9362,luigi60@cavalcanti.gov.br,08.726.493/0001-53,True,2020-05-13
Vargas Freitas - EI,171,LIMPEZA,+55 31 8439-1065,zda-costa@barros.br,45.937.120/0001-58,True,2016-11-10
Sousa Barros Ltda.,979,MANUTENCAO,+55 (071) 1283 3195,olivia97@camara.com.br,97.136.052/0001-21,True,2016-11-15
Andrade Ferreira - ME,515,SEGURANCA,21 7094-1246,fariasfrancisco@da.edu.br,38.516.942/0001-08,True,2020-10-27
Sá - EI,879,TRANSPORTE,(051) 6776-0064,ana-luizaduarte@rocha.gov.br,31.768.054/0001-25,True,2019-06-07
Pacheco,598,CONSULTORIA,84 7574 5104,sophie09@sampaio.com.br,73.140.285/0001-30,True,2022-03-21
Castro,47,LOGISTICA,(081) 0799-5947,gcampos@aragao.gov.br,76.432.591/0001-38,True,2022-03-24
Cassiano,785,LOGISTICA,31 9722-6934,vitor-gabriel03@pereira.org,68.573.091/0001-98,True,2019-07-07
Azevedo,151,COMBUSTIVEL,+55 11 8268-7097,cmarques@martins.com,36.291.847/0001-10,True,2019-07-18
Azevedo,233,TECNOLOGIA,+55 21 0735 1289,lcavalcanti@jesus.gov.br,24.316.580/0001-99,True,2018-11-08
Pimenta Pastor S.A.,710,HANDLING,+55 61 4606-0694,andreguerra@rezende.com,35.749.216/0001-39,True,2021-08-13
Carvalho - EI,698,LIMPEZA,(081) 3700 6448,alicia87@da.com,18.029.645/0001-12,True,2018-11-08
Duarte S.A.,267,HANDLING,(031) 6425-5078,hnovaes@nogueira.br,02.915.467/0001-97,True,2018-07-02
Barbosa Mendes S/A,846,SEGURANCA,+55 31 9586 6399,valentinamelo@castro.edu.br,73.129.645/0001-00,True,2019-05-17
Melo e Filhos,135,LIMPEZA,0500 644 1603,luiz-otavionogueira@melo.com,51.084.326/0001-85,True,2017-10-07
Almeida Casa Grande e Filhos,732,CATERING,+55 (031) 0175-4541,hda-mota@pinto.com,10.436.957/0001-39,True,2016-09-21
Fogaça S.A.,529,CONSULTORIA,71 9744 2036,mendessophie@da.com.br,83.904.276/0001-21,True,2020-06-19
Gonçalves Nascimento e Filhos,653,CONSULTORIA,+55 (021) 6014 5792,joao-felipeguerra@barbosa.org,85.149.306/0001-67,True,2022-08-17
Silveira S/A,822,SEGURANCA,0300 679 7209,clarabarbosa@aparecida.com,85.216.930/0001-30,True,2020-12-27
Sá Mendes - EI,170,LIMPEZA,(081) 8291 5855,barbosaliz@pereira.com,42.063.851/0001-23,True,2018-04-20
Cirino,629,TECNOLOGIA,(031) 8739 6262,emanuel88@sales.org,97.815.346/0001-80,True,2019-05-05
da Rosa,224,TECNOLOGIA,+55 (071) 4354-9787,fernandafonseca@camargo.br,64.385.012/0001-64,True,2026-02-20
Teixeira S.A.,881,HANDLING,+55 81 8042-4796,piresbento@nunes.com,91.652.384/0001-82,True,2023-06-25
da Paz Cavalcante - ME,538,MANUTENCAO,41 2254 9203,mviana@aragao.com.br,40.152.738/0001-99,True,2018-04-08
Sá - ME,449,SEGURANCA,+55 (061) 2641-4756,albuquerquedavi-lucca@cardoso.gov.br,39.546.281/0001-18,True,2019-03-15
Oliveira Nascimento e Filhos,149,CATERING,+55 51 5966 7715,asafevieira@cavalcante.com.br,47.382.095/0001-19,True,2019-11-14
Pereira Nunes S/A,910,CATERING,0500 006 4761,ana-julia27@da.com.br,59.480.217/0001-99,True,2020-08-24
Guerra - EI,5,LOGISTICA,11 9206-7549,matteodas-neves@rodrigues.gov.br,04.561.872/0001-80,True,2022-04-26
Moraes Melo - EI,655,TECNOLOGIA,+55 21 5733-8133,mendesravi-lucca@fernandes.net,30.219.785/0001-59,True,2019-01-05
Teixeira,978,TRANSPORTE,(071) 4098-5372,da-costaraul@aparecida.br,16.098.527/0001-30,True,2016-11-25
Santos,391,TECNOLOGIA,+55 31 5558 7094,da-matakevin@ramos.org,56.408.713/0001-43,True,2022-10-02
Cardoso Ltda.,978,LOGISTICA,+55 31 8078-1913,asafe53@pimenta.org,17.925.368/0001-63,True,2024-11-10
Gonçalves - ME,532,TECNOLOGIA,+55 31 2824-6306,souzajuliana@barbosa.com.br,85.612.703/0001-23,True,2024-03-19
Barbosa,978,COMBUSTIVEL,(051) 0420 5986,laura97@barbosa.org,39.604.758/0001-74,True,2017-03-03
da Paz - ME,934,HANDLING,+55 41 0392 7888,nascimentooliver@da.gov.br,16.348.072/0001-64,True,2024-06-19
Borges,240,MANUTENCAO,51 5690 5096,isabelly88@garcia.edu.br,09.715.368/0001-00,True,2025-11-04
Rocha e Filhos,228,LOGISTICA,(021) 7237 3564,martinspietra@siqueira.com.br,08.397.452/0001-60,True,2026-05-09
Caldeira,785,CONSULTORIA,+55 61 5498-3671,hellena74@lopes.edu.br,86.720.491/0001-60,True,2018-02-19
Lima Ltda.,189,MANUTENCAO,11 6059 5634,felipemontenegro@pires.br,32.057.189/0001-45,True,2022-04-22
Farias,953,CONSULTORIA,+55 11 3777-3031,smonteiro@caldeira.gov.br,26.198.435/0001-86,True,2019-01-13
Caldeira S.A.,299,CATERING,+55 71 0254-5500,ana-carolina90@rios.gov.br,83.795.612/0001-45,True,2025-02-04
Carvalho,609,SEGURANCA,(041) 6163 0343,dantealves@pacheco.org,35.247.610/0001-79,True,2024-10-13
Caldeira,470,TRANSPORTE,(031) 9965-4662,msales@brito.edu.br,96.217.834/0001-22,True,2023-04-18
Abreu S.A.,975,CONSULTORIA,+55 81 3023 4056,gmachado@fonseca.br,80.497.165/0001-50,True,2017-08-07
Guerra,962,LOGISTICA,(021) 0812-3927,yuri79@pacheco.br,36.127.948/0001-50,True,2021-11-29
da Rosa,761,CATERING,(031) 2022 4824,ucorreia@da.net,71.420.853/0001-20,True,2025-06-27
Sampaio S.A.,648,TRANSPORTE,41 6914 1939,yabreu@alves.br,18.960.472/0001-51,True,2021-10-13
Ribeiro,554,CATERING,0300-247-6883,davi-lucas03@barros.org,13.940.567/0001-90,True,2016-08-01
Barros,817,CONSULTORIA,+55 31 2517-9044,gandrade@leao.com,94.063.571/0001-19,True,2024-12-24
Moura,164,SEGURANCA,+55 11 1031-4564,maria-julia22@duarte.gov.br,74.035.296/0001-12,True,2020-01-27
da Luz,773,TECNOLOGIA,+55 71 9998-7093,heitorsantos@goncalves.org,12.680.534/0001-95,True,2020-03-25
Lima Teixeira - ME,119,TECNOLOGIA,(084) 3180 5763,rodriguesbrayan@alves.gov.br,65.430.128/0001-30,True,2023-02-27
Gomes Ltda.,920,TECNOLOGIA,+55 (031) 0474 8679,gabriela98@moraes.org,81.705.936/0001-10,True,2016-11-06
Marques - ME,81,TECNOLOGIA,+55 (011) 1773 7594,nathanandrade@moura.com,19.704.365/0001-25,True,2021-02-23
Cavalcante S/A,710,CATERING,+55 81 4415-5967,rafael33@ribeiro.gov.br,65.819.407/0001-90,False,2016-11-13
Siqueira da Conceição Ltda.,457,HANDLING,+55 51 0049 9926,nferreira@silva.com,97.810.362/0001-80,True,2021-07-31
Sales,341,TRANSPORTE,+55 (021) 4872-3858,qfarias@pinto.gov.br,68.750.293/0001-68,True,2021-01-26
Vieira Campos - ME,894,SEGURANCA,0500-670-6055,mendesraul@martins.gov.br,21.837.905/0001-90,True,2026-05-31
Freitas Sá Ltda.,378,COMBUSTIVEL,61 4639 8970,da-rochabeatriz@mendonca.com,39.451.802/0001-53,False,2025-08-15
Gonçalves,429,TECNOLOGIA,0800 255 2905,pintoluiz-felipe@aragao.com,01.856.947/0001-61,True,2023-08-20
Leão S/A,888,SEGURANCA,0800 738 4498,carvalhoerick@abreu.com.br,89.251.473/0001-75,True,2022-10-22
Teixeira e Filhos,620,CONSULTORIA,84 6723-3104,sarah17@pires.net,65.873.014/0001-65,True,2017-08-22
Carvalho Almeida - ME,578,CATERING,+55 11 1864-1761,benjamincassiano@jesus.com.br,63.941.205/0001-91,True,2024-04-14
da Mota,503,COMBUSTIVEL,+55 (021) 3239 1932,joao-lucas82@marques.com,26.374.950/0001-70,True,2019-08-04
Cirino,500,TECNOLOGIA,0800-644-4843,tvargas@montenegro.com,19.468.507/0001-00,True,2020-10-19
Pereira e Filhos,864,LOGISTICA,41 0587-7155,daniel62@moura.br,90.274.815/0001-51,False,2020-12-13
da Costa,19,LIMPEZA,(061) 2162-6603,mateusduarte@barbosa.edu.br,02.587.431/0001-21,True,2020-04-14
Vieira,770,CONSULTORIA,0500 395 7955,nunesjoao-vitor@silveira.br,41.803.759/0001-90,True,2016-08-14
Santos Moura - ME,225,CATERING,+55 (011) 5676-1125,lorenzo33@vieira.edu.br,05.619.472/0001-40,True,2019-03-31
Porto,10,LOGISTICA,84 2873-2107,enzocavalcante@da.com.br,65.472.190/0001-95,True,2024-06-12
Abreu Azevedo - EI,310,COMBUSTIVEL,(041) 0842-8741,trodrigues@mendonca.br,36.501.427/0001-10,True,2022-01-25
Rodrigues e Filhos,492,COMBUSTIVEL,+55 (031) 0510 8194,jose-miguel26@costela.com,36.091.548/0001-31,True,2017-01-25
Souza Rezende - EI,724,HANDLING,+55 31 0342-4375,ianlopes@novais.com,69.307.542/0001-08,True,2024-06-08
Albuquerque,19,MANUTENCAO,+55 51 3045 4410,bbrito@da.gov.br,70.854.263/0001-43,True,2022-01-20
Brito Ltda.,199,CATERING,+55 41 7642 9628,pastorjose-pedro@brito.com,50.968.432/0001-69,True,2026-03-03
Brito,236,LOGISTICA,+55 (071) 1525-5232,calebeduarte@marques.gov.br,43.527.061/0001-14,True,2023-04-21
Fernandes Souza e Filhos,959,CATERING,+55 (081) 9501-1152,antonella86@martins.edu.br,89.230.154/0001-83,True,2021-02-13
da Costa S/A,379,SEGURANCA,+55 61 5880-9718,zazevedo@cardoso.com,93.572.648/0001-13,True,2019-07-01
Duarte e Filhos,847,MANUTENCAO,11 9675 7799,caldeiramarcos-vinicius@pastor.com.br,83.052.691/0001-02,True,2018-11-06
da Cunha,226,COMBUSTIVEL,(061) 1160 8958,zandrade@ferreira.com,21.387.450/0001-59,True,2016-07-20
da Mata Marques - ME,729,CONSULTORIA,+55 11 2898 9930,yda-mota@sousa.com.br,37.290.865/0001-40,True,2020-03-02
Moreira Rocha - ME,712,CATERING,71 8528-5898,pmoraes@nogueira.com.br,37.651.042/0001-00,True,2016-06-27
da Costa,278,LOGISTICA,11 9499-9445,prodrigues@das.org,10.734.968/0001-03,True,2022-12-24
da Paz,642,LOGISTICA,+55 31 4759-1604,carolinapacheco@pimenta.gov.br,90.764.531/0001-43,True,2025-01-11
Machado,632,LOGISTICA,21 3756-8167,pedro-henrique40@sales.net,07.165.348/0001-88,True,2018-01-06
Dias Ribeiro S/A,374,CONSULTORIA,+55 (011) 7883 6922,miguelsilva@da.com,39.647.520/0001-26,True,2025-11-06
Rodrigues,580,TECNOLOGIA,+55 (061) 2312 6532,uda-costa@campos.org,97.284.015/0001-60,True,2018-08-06
da Mata Mendes - ME,711,LIMPEZA,+55 11 4695 0935,emilly57@cassiano.com,61.720.834/0001-66,True,2020-12-07
Nunes,137,TECNOLOGIA,+55 84 7612-1893,portojuan@rocha.com.br,06.593.784/0001-95,True,2019-04-17
Nogueira Rezende S.A.,637,CONSULTORIA,+55 (041) 5644 6853,da-cunhaester@duarte.com.br,59.013.624/0001-96,True,2016-07-13
Monteiro,535,MANUTENCAO,(084) 8943-3276,davida-luz@andrade.com,82.374.615/0001-42,True,2025-12-29
Cirino e Filhos,718,CONSULTORIA,+55 (061) 2097-5506,marquesbreno@ramos.br,01.579.863/0001-28,True,2019-12-11
da Cunha das Neves - EI,406,MANUTENCAO,+55 (051) 7697 2162,novaesmathias@sa.gov.br,12.675.490/0001-05,True,2016-06-17
Câmara,97,CATERING,+55 (041) 7122 6008,joao-vitormoraes@rezende.com.br,42.760.893/0001-13,True,2025-12-09
Mendonça,32,SEGURANCA,71 8728-2063,liamsales@barros.br,98.026.341/0001-30,True,2024-12-24
Carvalho,851,TECNOLOGIA,+55 81 7609-6064,scassiano@fernandes.com,57.384.621/0001-33,True,2024-11-01
Albuquerque,933,MANUTENCAO,(031) 0946-5777,lopeserick@pimenta.gov.br,72.413.908/0001-38,True,2018-09-27
Guerra Rodrigues e Filhos,787,MANUTENCAO,+55 11 6417 0053,pbarbosa@andrade.br,69.081.735/0001-93,True,2021-08-14
Oliveira,873,TRANSPORTE,31 1279 8312,joao-felipe85@freitas.org,16.074.582/0001-90,True,2025-11-19
Novais,936,CONSULTORIA,+55 (031) 8701 7086,xcaldeira@aparecida.gov.br,10.762.854/0001-69,True,2020-03-30
Novaes,559,TRANSPORTE,0800 579 6724,qbarros@duarte.com,09.853.741/0001-90,True,2025-11-12
Alves,479,TRANSPORTE,+55 (051) 0502-5497,raulsantos@andrade.gov.br,27.546.398/0001-12,True,2024-04-03
Porto,972,LOGISTICA,+55 31 9659-7442,kevin69@rios.gov.br,20.483.961/0001-01,True,2020-01-05
da Rocha,868,SEGURANCA,+55 (061) 5133 7937,wvieira@sousa.gov.br,97.640.352/0001-43,True,2021-11-12
Monteiro,281,CONSULTORIA,+55 31 7490 5849,gmoreira@da.gov.br,90.812.437/0001-12,False,2021-03-28
Rocha Ltda.,559,HANDLING,(031) 4450-9998,lcostela@freitas.com.br,35.298.406/0001-87,True,2018-05-27
Sales S/A,109,HANDLING,41 5184-6689,pedro-miguel21@fogaca.com,83.065.912/0001-79,True,2021-02-04
Teixeira S/A,171,TECNOLOGIA,+55 (021) 2642-5972,fariasbianca@nogueira.com.br,28.764.015/0001-45,True,2021-03-19
Rodrigues,180,HANDLING,+55 61 9847-4604,thalesmarques@mendes.edu.br,47.208.361/0001-91,True,2019-07-15
Fernandes,471,MANUTENCAO,61 0452-9267,gpinto@pastor.edu.br,87.926.543/0001-12,False,2020-10-22
Teixeira,105,LOGISTICA,(021) 1340 1929,kamillyabreu@pereira.br,27.580.413/0001-49,True,2022-10-30
Moreira Pereira S/A,539,TECNOLOGIA,+55 61 2484 4793,ysilveira@jesus.com,15.643.972/0001-71,True,2020-07-02
Martins S/A,516,SEGURANCA,84 5948 0531,iandrade@machado.net,30.967.158/0001-04,True,2025-07-21
Porto,230,CATERING,+55 (031) 4475-6311,eduardocostela@mendonca.com.br,28.740.365/0001-71,True,2021-11-04
Ferreira,657,TECNOLOGIA,0900-858-6635,tduarte@barros.edu.br,02.871.956/0001-94,True,2025-04-27
Lopes,947,LIMPEZA,0800 059 4699,luiz-fernando88@sales.br,05.291.687/0001-85,True,2019-04-09
Borges,929,HANDLING,+55 (041) 3203-6686,jose77@carvalho.br,85.231.467/0001-03,True,2022-11-11
Silveira S.A.,704,HANDLING,+55 (021) 0877-8347,souzaanthony-gabriel@cirino.gov.br,83.925.641/0001-84,True,2020-07-19
Lima,173,TECNOLOGIA,+55 (051) 3277-0045,camilamoura@santos.gov.br,73.018.649/0001-03,True,2025-10-15
Machado,748,LIMPEZA,+55 (031) 4240 2555,juliana89@pacheco.br,04.193.567/0001-82,True,2026-05-08
Porto,887,COMBUSTIVEL,(011) 6738 6569,da-rosaagatha@souza.gov.br,67.319.502/0001-50,True,2019-03-12
Nogueira,227,SEGURANCA,0500-558-7700,pcastro@dias.gov.br,94.237.061/0001-10,False,2016-10-29
Costela,396,TRANSPORTE,+55 (081) 1203 3980,da-costamirella@borges.com.br,62.318.709/0001-97,True,2025-09-28
Andrade - EI,240,LOGISTICA,+55 (031) 1533 7435,bmarques@porto.br,28.709.354/0001-29,True,2023-10-05
Martins,474,TECNOLOGIA,0800 457 5959,emilly05@rezende.net,62.130.847/0001-48,True,2017-09-06
Pinto Ferreira S.A.,814,CONSULTORIA,(051) 2520 7882,goncalvesana-sophia@azevedo.gov.br,21.469.357/0001-93,True,2021-06-14
Cassiano,477,TECNOLOGIA,+55 (081) 3027 6947,benjamimmoraes@da.com.br,53.290.174/0001-00,True,2016-07-31
Pacheco Costa - ME,670,CONSULTORIA,+55 31 4094-1218,fonsecalucas@mendes.gov.br,50.823.467/0001-00,True,2018-09-26
Cassiano Duarte Ltda.,282,TRANSPORTE,81 0189 1134,viniciusmontenegro@melo.com,39.651.842/0001-49,False,2023-07-01
Cirino - ME,194,SEGURANCA,+55 41 4211-2029,sampaionicolas@camara.com,49.018.572/0001-97,True,2025-09-09
Pacheco - ME,941,HANDLING,81 4523 1919,moraesleandro@rios.net,56.307.149/0001-72,True,2023-03-15
Aragão,451,SEGURANCA,(031) 1710 3891,montenegromaria-luiza@andrade.br,01.358.697/0001-30,True,2021-01-19
Pastor,770,CATERING,31 6071 4876,danilo77@sa.com.br,25.716.039/0001-30,True,2019-12-22
Gonçalves S/A,812,LOGISTICA,+55 (081) 7811-0570,gabriellyvargas@araujo.com.br,70.824.561/0001-90,True,2023-03-04
Rodrigues,708,LOGISTICA,0500-323-3700,vcaldeira@moreira.com.br,09.768.254/0001-29,True,2023-07-31
da Cruz Cirino S.A.,801,CONSULTORIA,(031) 3065 8744,luigida-cruz@farias.gov.br,07.214.865/0001-08,True,2022-10-11
Souza,97,TRANSPORTE,+55 84 5513-9196,cunhaana-livia@vasconcelos.br,78.345.916/0001-70,True,2025-12-27
Casa Grande da Costa - EI,775,TRANSPORTE,+55 (031) 0436 4758,julia64@sousa.br,41.683.079/0001-80,True,2023-03-25
Caldeira Marques Ltda.,629,LIMPEZA,(084) 2977 6014,olivia40@camargo.com.br,49.123.706/0001-30,True,2021-09-20
Sampaio Garcia S/A,782,TECNOLOGIA,+55 11 6861 1460,fernandabarbosa@moreira.com,60.529.731/0001-50,True,2020-10-23
Sousa Gonçalves - EI,198,TRANSPORTE,+55 51 6843 7714,costaamanda@pires.gov.br,54.968.231/0001-12,True,2016-11-27
da Conceição S/A,334,MANUTENCAO,+55 31 1962 2723,epastor@rodrigues.com,17.384.926/0001-20,True,2017-05-11
Rocha,612,CATERING,(041) 0934-0991,xrodrigues@nogueira.com,36.480.129/0001-91,True,2020-09-14
Correia,557,COMBUSTIVEL,(071) 7006-2795,josue42@da.org,96.842.510/0001-85,True,2024-07-07
Lopes,14,CATERING,+55 81 7528 0016,ramosmaite@da.gov.br,45.217.038/0001-59,False,2020-01-15
