passagem_id,tipo_bagagem_id,peso_kg,codigo_rastreio,status
946,385,4.52,BAG-00002505,EM_TRANSITO
2015,689,11.51,BAG-00002506,EXTRAVIADA
4370,212,19.34,BAG-00002507,EM_TRANSITO
4392,775,9.3,BAG-00002508,DESPACHADA
2939,408,24.32,BAG-00002509,DANIFICADA
1456,746,12.22,BAG-00002510,DESPACHADA
2126,383,16.69,BAG-00002511,ENTREGUE
1068,747,7.55,BAG-00002512,DANIFICADA
2203,245,2.46,BAG-00002513,EM_TRANSITO
2983,986,2.74,BAG-00002514,EXTRAVIADA
2612,622,9.3,BAG-00002515,DANIFICADA
3077,565,13.34,BAG-00002516,EM_TRANSITO
3413,41,3.97,BAG-00002517,EXTRAVIADA
4029,779,2.83,BAG-00002518,ENTREGUE
1780,767,7.24,BAG-00002519,EXTRAVIADA
4527,93,11.83,BAG-00002520,EXTRAVIADA
1909,468,29.81,BAG-00002521,EM_TRANSITO
308,953,25.36,BAG-00002522,EXTRAVIADA
4005,101,2.61,BAG-00002523,ENTREGUE
642,693,18.16,BAG-00002524,DESPACHADA
342,236,10.67,BAG-00002525,EXTRAVIADA
4436,359,11.71,BAG-00002526,DANIFICADA
4094,553,11.96,BAG-00002527,DANIFICADA
4130,877,4.69,BAG-00002528,DANIFICADA
1673,290,15.37,BAG-00002529,DANIFICADA
4309,66,18.39,BAG-00002530,EM_TRANSITO
3817,995,4.98,BAG-00002531,DESPACHADA
15,938,6.75,BAG-00002532,DESPACHADA
3721,701,6.85,BAG-00002533,DANIFICADA
2416,557,15.48,BAG-00002534,EM_TRANSITO
1803,439,5.65,BAG-00002535,DESPACHADA
4763,974,18.56,BAG-00002536,DESPACHADA
4126,896,7.49,BAG-00002537,DESPACHADA
649,118,4.43,BAG-00002538,DESPACHADA
4095,561,12.27,BAG-00002539,DESPACHADA
4163,471,16.18,BAG-00002540,EXTRAVIADA
2923,174,19.37,BAG-00002541,EXTRAVIADA
61,602,17.02,BAG-00002542,DESPACHADA
316,245,7.89,BAG-00002543,DANIFICADA
248,862,13.92,BAG-00002544,EXTRAVIADA
2456,844,18.55,BAG-00002545,EM_TRANSITO
1770,415,10.02,BAG-00002546,DESPACHADA
733,799,11.94,BAG-00002547,EXTRAVIADA
2767,274,4.79,BAG-00002548,ENTREGUE
3080,40,24.38,BAG-00002549,EM_TRANSITO
4746,434,26.03,BAG-00002550,EXTRAVIADA
3907,69,16.72,BAG-00002551,DANIFICADA
4350,878,21.06,BAG-00002552,EM_TRANSITO
3437,349,11.69,BAG-00002553,DESPACHADA
4350,711,8.18,BAG-00002554,DANIFICADA
3856,104,2.5,BAG-00002555,ENTREGUE
580,757,2.11,BAG-00002556,DANIFICADA
4576,851,17.5,BAG-00002557,DESPACHADA
137,234,23.25,BAG-00002558,DESPACHADA
2220,19,4.6,BAG-00002559,EXTRAVIADA
4008,666,21.29,BAG-00002560,DANIFICADA
1741,903,11.21,BAG-00002561,EXTRAVIADA
4078,963,8.81,BAG-00002562,EM_TRANSITO
3867,178,2.91,BAG-00002563,DANIFICADA
1205,399,3.48,BAG-00002564,EM_TRANSITO
4800,726,31.36,BAG-00002565,DESPACHADA
1530,49,20.29,BAG-00002566,ENTREGUE
551,744,25.23,BAG-00002567,DESPACHADA
2929,602,9.94,BAG-00002568,ENTREGUE
2382,456,19.7,BAG-00002569,DANIFICADA
1509,188,2.16,BAG-00002570,DANIFICADA
3952,409,20.65,BAG-00002571,DESPACHADA
3902,56,26.78,BAG-00002572,DESPACHADA
1094,662,3.42,BAG-00002573,EXTRAVIADA
841,79,2.21,BAG-00002574,ENTREGUE
3333,983,2.7,BAG-00002575,DANIFICADA
929,453,28.55,BAG-00002576,ENTREGUE
824,394,30.25,BAG-00002577,EXTRAVIADA
739,146,9.78,BAG-00002578,EM_TRANSITO
2499,191,22.7,BAG-00002579,DANIFICADA
33,830,10.02,BAG-00002580,EM_TRANSITO
443,514,13.31,BAG-00002581,EM_TRANSITO
2215,92,7.6,BAG-00002582,EM_TRANSITO
2012,349,14.63,BAG-00002583,EXTRAVIADA
449,230,8.76,BAG-00002584,DANIFICADA
3865,429,16.25,BAG-00002585,EXTRAVIADA
1498,195,2.99,BAG-00002586,EXTRAVIADA
1327,994,24.55,BAG-00002587,DANIFICADA
2189,437,13.6,BAG-00002588,EXTRAVIADA
4832,986,20.85,BAG-00002589,DANIFICADA
630,893,15.63,BAG-00002590,EXTRAVIADA
2813,315,12.32,BAG-00002591,EXTRAVIADA
3769,224,2.13,BAG-00002592,DESPACHADA
178,492,8.52,BAG-00002593,DESPACHADA
3917,78,7.44,BAG-00002594,DESPACHADA
665,724,6.91,BAG-00002595,DESPACHADA
3023,787,13.02,BAG-00002596,DESPACHADA
810,338,13.06,BAG-00002597,DANIFICADA
4139,194,15.56,BAG-00002598,ENTREGUE
2660,763,2.51,BAG-00002599,EM_TRANSITO
2816,732,6.22,BAG-00002600,DESPACHADA
4271,451,25.01,BAG-00002601,DESPACHADA
1152,26,24.69,BAG-00002602,EXTRAVIADA
660,50,11.35,BAG-00002603,EXTRAVIADA
4407,871,10.67,BAG-00002604,EXTRAVIADA
3534,663,7.69,BAG-00002605,ENTREGUE
4679,66,22.52,BAG-00002606,DESPACHADA
3565,782,4.7,BAG-00002607,EM_TRANSITO
3271,995,5.87,BAG-00002608,DESPACHADA
2532,173,3.49,BAG-00002609,ENTREGUE
4571,461,2.25,BAG-00002610,DESPACHADA
4804,431,14.99,BAG-00002611,ENTREGUE
1121,344,15.01,BAG-00002612,DESPACHADA
3747,267,21.7,BAG-00002613,DANIFICADA
2755,300,22.24,BAG-00002614,DANIFICADA
3238,714,12.4,BAG-00002615,ENTREGUE
421,151,8.68,BAG-00002616,DANIFICADA
3602,102,8.69,BAG-00002617,DANIFICADA
571,933,27.57,BAG-00002618,ENTREGUE
2394,689,3.62,BAG-00002619,ENTREGUE
2881,805,16.43,BAG-00002620,ENTREGUE
846,956,10.42,BAG-00002621,DESPACHADA
2325,710,8.48,BAG-00002622,ENTREGUE
4654,755,8.01,BAG-00002623,EM_TRANSITO
2472,138,8.04,BAG-00002624,DESPACHADA
4242,313,5.19,BAG-00002625,ENTREGUE
3905,532,18.4,BAG-00002626,EXTRAVIADA
3713,789,27.47,BAG-00002627,DESPACHADA
638,33,18.36,BAG-00002628,DANIFICADA
4701,493,22.82,BAG-00002629,DANIFICADA
4131,518,18.95,BAG-00002630,EM_TRANSITO
612,919,2.13,BAG-00002631,ENTREGUE
1643,913,5.36,BAG-00002632,EM_TRANSITO
2201,392,3.75,BAG-00002633,DANIFICADA
4840,810,7.97,BAG-00002634,DANIFICADA
859,463,10.33,BAG-00002635,EM_TRANSITO
2648,381,6.95,BAG-00002636,EXTRAVIADA
4775,124,14.01,BAG-00002637,EXTRAVIADA
780,522,19.3,BAG-00002638,DESPACHADA
4274,506,15.02,BAG-00002639,DESPACHADA
4526,929,18.7,BAG-00002640,DESPACHADA
205,173,20.69,BAG-00002641,EM_TRANSITO
1586,116,16.87,BAG-00002642,ENTREGUE
3342,388,16.64,BAG-00002643,DESPACHADA
3677,869,24.31,BAG-00002644,DANIFICADA
108,449,16.8,BAG-00002645,EM_TRANSITO
2627,791,12.4,BAG-00002646,DESPACHADA
3161,747,16.96,BAG-00002647,EM_TRANSITO
1452,986,8.04,BAG-00002648,EM_TRANSITO
2873,842,4.39,BAG-00002649,DANIFICADA
3842,54,18.9,BAG-00002650,DANIFICADA
1342,845,3.97,BAG-00002651,EXTRAVIADA
3193,281,2.94,BAG-00002652,EM_TRANSITO
2904,281,2.89,BAG-00002653,EXTRAVIADA
1450,917,9.18,BAG-00002654,EXTRAVIADA
215,417,12.78,BAG-00002655,ENTREGUE
3019,539,7.8,BAG-00002656,ENTREGUE
1536,326,25.72,BAG-00002657,EM_TRANSITO
2831,668,17.45,BAG-00002658,EM_TRANSITO
3482,218,8.24,BAG-00002659,EM_TRANSITO
4868,471,2.91,BAG-00002660,ENTREGUE
3320,422,7.79,BAG-00002661,EXTRAVIADA
2974,437,13.92,BAG-00002662,DANIFICADA
1897,622,7.2,BAG-00002663,DANIFICADA
163,154,21.2,BAG-00002664,EXTRAVIADA
450,474,23.74,BAG-00002665,EM_TRANSITO
1608,968,16.54,BAG-00002666,EXTRAVIADA
753,182,13.12,BAG-00002667,EXTRAVIADA
4137,944,5.49,BAG-00002668,EXTRAVIADA
3848,172,30.24,BAG-00002669,DANIFICADA
3671,341,3.41,BAG-00002670,ENTREGUE
3773,807,21.65,BAG-00002671,ENTREGUE
188,903,11.8,BAG-00002672,DANIFICADA
1191,910,18.08,BAG-00002673,DESPACHADA
2907,684,20.98,BAG-00002674,DANIFICADA
3999,618,2.62,BAG-00002675,DESPACHADA
76,89,7.42,BAG-00002676,DESPACHADA
3917,62,4.29,BAG-00002677,EM_TRANSITO
393,231,14.46,BAG-00002678,DANIFICADA
1622,116,5.39,BAG-00002679,DANIFICADA
2078,347,3.42,BAG-00002680,DESPACHADA
4770,53,27.77,BAG-00002681,EXTRAVIADA
1881,768,15.91,BAG-00002682,DANIFICADA
244,229,22.01,BAG-00002683,DANIFICADA
1423,804,16.5,BAG-00002684,DANIFICADA
3430,7,12.47,BAG-00002685,EM_TRANSITO
322,85,10.62,BAG-00002686,EM_TRANSITO
2686,481,6.68,BAG-00002687,EM_TRANSITO
2243,533,13.06,BAG-00002688,DANIFICADA
3531,293,14.63,BAG-00002689,EXTRAVIADA
3515,753,8.79,BAG-00002690,EXTRAVIADA
91,38,4.09,BAG-00002691,DESPACHADA
796,83,8.62,BAG-00002692,ENTREGUE
123,395,11.58,BAG-00002693,EXTRAVIADA
4921,618,13.42,BAG-00002694,EXTRAVIADA
706,596,19.56,BAG-00002695,ENTREGUE
730,539,9.56,BAG-00002696,DESPACHADA
1664,972,2.18,BAG-00002697,EM_TRANSITO
4854,965,6.72,BAG-00002698,EXTRAVIADA
2429,709,22.43,BAG-00002699,DANIFICADA
753,417,3.61,BAG-00002700,ENTREGUE
4742,490,14.67,BAG-00002701,DANIFICADA
4957,832,24.86,BAG-00002702,EXTRAVIADA
2728,337,24.12,BAG-00002703,DESPACHADA
1068,787,10.09,BAG-00002704,EXTRAVIADA
4729,745,17.17,BAG-00002705,ENTREGUE
1926,177,12.36,BAG-00002706,DANIFICADA
4627,286,31.83,BAG-00002707,DESPACHADA
896,273,6.81,BAG-00002708,DESPACHADA
63,113,20.1,BAG-00002709,DANIFICADA
90,512,26.76,BAG-00002710,EM_TRANSITO
588,537,2.3,BAG-00002711,DANIFICADA
4695,912,14.28,BAG-00002712,DANIFICADA
509,467,27.84,BAG-00002713,EXTRAVIADA
4050,688,14.32,BAG-00002714,EXTRAVIADA
51,756,22.38,BAG-00002715,ENTREGUE
3857,526,7.42,BAG-00002716,DESPACHADA
1972,34,15.96,BAG-00002717,EXTRAVIADA
4582,678,17.5,BAG-00002718,DANIFICADA
156,143,9.26,BAG-00002719,DANIFICADA
505,793,2.31,BAG-00002720,EM_TRANSITO
1099,887,22.47,BAG-00002721,EXTRAVIADA
262,432,27.48,BAG-00002722,DANIFICADA
683,659,5.04,BAG-00002723,DESPACHADA
485,373,22.07,BAG-00002724,ENTREGUE
1794,172,21.48,BAG-00002725,EM_TRANSITO
1217,448,9.58,BAG-00002726,ENTREGUE
4871,41,5.76,BAG-00002727,DESPACHADA
643,972,23.1,BAG-00002728,EXTRAVIADA
514,946,19.03,BAG-00002729,DESPACHADA
307,888,29.67,BAG-00002730,EXTRAVIADA
4112,694,13.44,BAG-00002731,ENTREGUE
4467,468,27.33,BAG-00002732,EXTRAVIADA
2650,325,20.55,BAG-00002733,EM_TRANSITO
52,187,18.7,BAG-00002734,ENTREGUE
2490,923,15.18,BAG-00002735,DESPACHADA
4474,1000,31.42,BAG-00002736,DANIFICADA
3789,732,5.51,BAG-00002737,EM_TRANSITO
1148,67,30.81,BAG-00002738,ENTREGUE
1286,109,3.97,BAG-00002739,EXTRAVIADA
4597,422,12.7,BAG-00002740,DANIFICADA
2193,637,13.1,BAG-00002741,DANIFICADA
4935,134,28.01,BAG-00002742,ENTREGUE
873,827,11.07,BAG-00002743,DANIFICADA
4256,316,15.35,BAG-00002744,DANIFICADA
488,565,16.3,BAG-00002745,DANIFICADA
2488,356,20.59,BAG-00002746,DANIFICADA
1642,552,8.79,BAG-00002747,EXTRAVIADA
3391,779,2.94,BAG-00002748,EM_TRANSITO
4504,212,4.28,BAG-00002749,DESPACHADA
2673,433,7.11,BAG-00002750,DESPACHADA
348,878,24.43,BAG-00002751,DESPACHADA
3066,612,18.63,BAG-00002752,DESPACHADA
114,195,9.72,BAG-00002753,DANIFICADA
2298,120,31.59,BAG-00002754,EM_TRANSITO
2453,384,10.19,BAG-00002755,EM_TRANSITO
555,483,6.66,BAG-00002756,EM_TRANSITO
4017,253,24.67,BAG-00002757,EM_TRANSITO
2354,323,4.27,BAG-00002758,ENTREGUE
2276,666,9.68,BAG-00002759,EXTRAVIADA
2969,648,5.95,BAG-00002760,ENTREGUE
747,779,3.25,BAG-00002761,EXTRAVIADA
3089,207,30.56,BAG-00002762,ENTREGUE
411,693,22.64,BAG-00002763,DANIFICADA
4626,617,9.8,BAG-00002764,EXTRAVIADA
3915,793,8.79,BAG-00002765,DESPACHADA
1221,453,18.52,BAG-00002766,EXTRAVIADA
1745,33,13.38,BAG-00002767,ENTREGUE
4039,369,10.97,BAG-00002768,EXTRAVIADA
3807,765,22.6,BAG-00002769,DANIFICADA
123,293,30.99,BAG-00002770,ENTREGUE
132,117,11.58,BAG-00002771,DESPACHADA
1172,801,8.77,BAG-00002772,EM_TRANSITO
3194,229,10.24,BAG-00002773,ENTREGUE
3561,58,18.97,BAG-00002774,ENTREGUE
2049,706,31.31,BAG-00002775,DANIFICADA
1374,230,12.88,BAG-00002776,DESPACHADA
3931,404,20.49,BAG-00002777,ENTREGUE
2716,974,5.23,BAG-00002778,DANIFICADA
4328,168,12.35,BAG-00002779,DESPACHADA
3319,691,25.76,BAG-00002780,ENTREGUE
482,377,16.91,BAG-00002781,EM_TRANSITO
1748,682,7.09,BAG-00002782,EXTRAVIADA
1101,336,7.67,BAG-00002783,DESPACHADA
4262,542,19.36,BAG-00002784,ENTREGUE
3138,818,4.03,BAG-00002785,ENTREGUE
1909,806,26.89,BAG-00002786,DANIFICADA
3123,875,2.54,BAG-00002787,EM_TRANSITO
4649,337,3.67,BAG-00002788,EXTRAVIADA
2083,225,5.19,BAG-00002789,DANIFICADA
4482,899,4.76,BAG-00002790,EM_TRANSITO
323,241,10.0,BAG-00002791,EXTRAVIADA
4231,476,21.59,BAG-00002792,EXTRAVIADA
2686,524,11.83,BAG-00002793,DANIFICADA
4832,257,9.93,BAG-00002794,EM_TRANSITO
2576,617,12.62,BAG-00002795,DANIFICADA
2479,908,22.88,BAG-00002796,DESPACHADA
4393,701,11.53,BAG-00002797,ENTREGUE
3798,190,19.55,BAG-00002798,DESPACHADA
4405,777,8.22,BAG-00002799,EXTRAVIADA
3527,167,8.97,BAG-00002800,DANIFICADA
1240,272,13.65,BAG-00002801,EXTRAVIADA
3954,319,5.03,BAG-00002802,DESPACHADA
3262,106,18.62,BAG-00002803,DESPACHADA
656,769,14.69,BAG-00002804,DANIFICADA
3634,580,30.71,BAG-00002805,ENTREGUE
4422,178,2.72,BAG-00002806,DANIFICADA
2157,856,7.78,BAG-00002807,DESPACHADA
728,114,4.03,BAG-00002808,DANIFICADA
1804,677,14.18,BAG-00002809,DESPACHADA
691,396,12.54,BAG-00002810,DESPACHADA
2259,214,21.26,BAG-00002811,ENTREGUE
1235,93,8.68,BAG-00002812,DANIFICADA
3963,83,5.03,BAG-00002813,EXTRAVIADA
881,404,7.47,BAG-00002814,EXTRAVIADA
2032,323,2.03,BAG-00002815,EM_TRANSITO
2272,883,4.25,BAG-00002816,EXTRAVIADA
2385,616,22.94,BAG-00002817,ENTREGUE
4963,46,20.2,BAG-00002818,DESPACHADA
2758,183,5.0,BAG-00002819,EXTRAVIADA
2551,484,23.04,BAG-00002820,DESPACHADA
1375,807,18.51,BAG-00002821,DESPACHADA
3006,452,12.56,BAG-00002822,DANIFICADA
4216,254,10.06,BAG-00002823,EM_TRANSITO
2657,25,3.81,BAG-00002824,DANIFICADA
2708,201,14.75,BAG-00002825,ENTREGUE
1270,559,6.8,BAG-00002826,EXTRAVIADA
4541,158,5.15,BAG-00002827,DESPACHADA
4779,623,6.26,BAG-00002828,DESPACHADA
2513,871,22.47,BAG-00002829,DESPACHADA
302,987,18.75,BAG-00002830,DANIFICADA
3789,663,9.79,BAG-00002831,EM_TRANSITO
339,870,6.16,BAG-00002832,ENTREGUE
4631,135,10.74,BAG-00002833,DESPACHADA
1750,995,10.13,BAG-00002834,DESPACHADA
4023,88,17.75,BAG-00002835,DANIFICADA
4937,571,9.57,BAG-00002836,EM_TRANSITO
4070,844,4.61,BAG-00002837,DESPACHADA
4014,401,7.06,BAG-00002838,DESPACHADA
4172,828,23.96,BAG-00002839,ENTREGUE
3679,795,6.55,BAG-00002840,DANIFICADA
3101,799,6.07,BAG-00002841,DESPACHADA
3502,579,3.31,BAG-00002842,EXTRAVIADA
2052,138,4.83,BAG-00002843,EM_TRANSITO
3458,999,3.62,BAG-00002844,EXTRAVIADA
1763,929,4.53,BAG-00002845,ENTREGUE
1760,903,14.8,BAG-00002846,EM_TRANSITO
1038,888,14.47,BAG-00002847,EXTRAVIADA
4931,503,5.72,BAG-00002848,EM_TRANSITO
1031,428,8.46,BAG-00002849,ENTREGUE
3059,91,5.3,BAG-00002850,EM_TRANSITO
3893,235,6.94,BAG-00002851,ENTREGUE
4541,561,5.82,BAG-00002852,EXTRAVIADA
144,628,18.77,BAG-00002853,ENTREGUE
2324,900,15.23,BAG-00002854,DANIFICADA
2013,684,18.08,BAG-00002855,ENTREGUE
4308,132,18.85,BAG-00002856,DANIFICADA
1887,33,26.38,BAG-00002857,DESPACHADA
3295,958,19.97,BAG-00002858,ENTREGUE
3881,553,30.82,BAG-00002859,DANIFICADA
1779,876,20.56,BAG-00002860,DANIFICADA
4119,376,26.43,BAG-00002861,ENTREGUE
3580,518,12.93,BAG-00002862,ENTREGUE
2114,89,15.57,BAG-00002863,DESPACHADA
3592,94,27.11,BAG-00002864,ENTREGUE
4693,478,20.17,BAG-00002865,EM_TRANSITO
4837,63,3.59,BAG-00002866,EXTRAVIADA
3773,978,8.47,BAG-00002867,ENTREGUE
2156,502,5.25,BAG-00002868,DANIFICADA
3495,711,21.0,BAG-00002869,EXTRAVIADA
2600,206,13.99,BAG-00002870,EXTRAVIADA
435,271,11.06,BAG-00002871,EM_TRANSITO
2228,749,16.63,BAG-00002872,DESPACHADA
1909,73,17.07,BAG-00002873,DESPACHADA
2573,443,11.87,BAG-00002874,DESPACHADA
4180,65,22.64,BAG-00002875,EM_TRANSITO
2297,613,12.14,BAG-00002876,EM_TRANSITO
2688,960,20.7,BAG-00002877,DANIFICADA
3427,191,21.75,BAG-00002878,EXTRAVIADA
1885,101,6.17,BAG-00002879,EXTRAVIADA
852,392,8.57,BAG-00002880,DESPACHADA
1868,25,9.74,BAG-00002881,DANIFICADA
3296,113,2.91,BAG-00002882,ENTREGUE
3962,769,22.94,BAG-00002883,DANIFICADA
3004,265,8.15,BAG-00002884,DESPACHADA
2381,348,27.98,BAG-00002885,EM_TRANSITO
4132,887,17.54,BAG-00002886,EXTRAVIADA
4968,753,11.81,BAG-00002887,ENTREGUE
3151,740,15.13,BAG-00002888,EM_TRANSITO
4719,720,8.89,BAG-00002889,EM_TRANSITO
1597,630,12.7,BAG-00002890,EXTRAVIADA
311,341,5.66,BAG-00002891,EM_TRANSITO
2418,884,9.09,BAG-00002892,ENTREGUE
3679,877,4.06,BAG-00002893,DANIFICADA
3559,430,13.47,BAG-00002894,EM_TRANSITO
580,894,17.74,BAG-00002895,EM_TRANSITO
2700,103,10.97,BAG-00002896,DANIFICADA
3406,524,13.39,BAG-00002897,EM_TRANSITO
1589,543,18.25,BAG-00002898,DESPACHADA
4134,409,7.9,BAG-00002899,DESPACHADA
1670,815,11.71,BAG-00002900,ENTREGUE
821,848,5.41,BAG-00002901,EM_TRANSITO
2747,395,8.37,BAG-00002902,DESPACHADA
98,77,7.98,BAG-00002903,DANIFICADA
3870,535,7.68,BAG-00002904,DANIFICADA
3135,543,13.86,BAG-00002905,DANIFICADA
2048,801,5.79,BAG-00002906,EM_TRANSITO
443,52,8.56,BAG-00002907,ENTREGUE
766,866,23.41,BAG-00002908,ENTREGUE
4865,735,5.24,BAG-00002909,ENTREGUE
588,599,7.86,BAG-00002910,ENTREGUE
221,734,16.52,BAG-00002911,EM_TRANSITO
1850,542,3.98,BAG-00002912,DESPACHADA
1809,955,6.04,BAG-00002913,ENTREGUE
754,811,8.66,BAG-00002914,EXTRAVIADA
3741,782,6.89,BAG-00002915,EXTRAVIADA
1099,5,12.91,BAG-00002916,DESPACHADA
4740,969,16.32,BAG-00002917,EXTRAVIADA
2486,727,16.49,BAG-00002918,EM_TRANSITO
3097,945,25.16,BAG-00002919,DESPACHADA
3737,722,18.67,BAG-00002920,EM_TRANSITO
434,305,14.88,BAG-00002921,ENTREGUE
4287,492,5.55,BAG-00002922,EXTRAVIADA
1747,876,3.05,BAG-00002923,EM_TRANSITO
3709,979,6.5,BAG-00002924,EM_TRANSITO
2776,831,9.53,BAG-00002925,EM_TRANSITO
610,379,8.98,BAG-00002926,DANIFICADA
2822,313,14.99,BAG-00002927,DESPACHADA
2479,990,7.41,BAG-00002928,DANIFICADA
3223,675,5.52,BAG-00002929,DANIFICADA
960,355,5.67,BAG-00002930,ENTREGUE
2097,965,24.73,BAG-00002931,EXTRAVIADA
3551,350,13.86,BAG-00002932,ENTREGUE
4317,63,8.52,BAG-00002933,EXTRAVIADA
1605,929,12.28,BAG-00002934,EXTRAVIADA
3677,114,21.3,BAG-00002935,DESPACHADA
1201,1000,15.01,BAG-00002936,DESPACHADA
226,909,30.4,BAG-00002937,DESPACHADA
2149,344,13.86,BAG-00002938,DESPACHADA
3196,862,18.12,BAG-00002939,EM_TRANSITO
2295,760,16.15,BAG-00002940,EM_TRANSITO
4277,783,17.39,BAG-00002941,EXTRAVIADA
3231,503,7.55,BAG-00002942,EXTRAVIADA
1404,640,5.75,BAG-00002943,ENTREGUE
3477,882,4.36,BAG-00002944,EM_TRANSITO
128,998,22.17,BAG-00002945,DESPACHADA
3108,623,12.2,BAG-00002946,DESPACHADA
1414,775,2.77,BAG-00002947,EXTRAVIADA
4272,288,4.92,BAG-00002948,DESPACHADA
4962,998,16.63,BAG-00002949,DESPACHADA
3285,366,8.37,BAG-00002950,EXTRAVIADA
1279,887,16.63,BAG-00002951,EXTRAVIADA
2466,285,17.16,BAG-00002952,DANIFICADA
2950,141,3.75,BAG-00002953,EM_TRANSITO
1166,107,7.68,BAG-00002954,DANIFICADA
2205,818,14.8,BAG-00002955,EXTRAVIADA
2651,540,12.68,BAG-00002956,DESPACHADA
4437,593,16.79,BAG-00002957,DANIFICADA
1701,239,3.16,BAG-00002958,DESPACHADA
2662,679,5.66,BAG-00002959,EXTRAVIADA
2562,277,4.02,BAG-00002960,ENTREGUE
814,490,3.96,BAG-00002961,DANIFICADA
4777,103,5.32,BAG-00002962,EXTRAVIADA
3739,932,26.09,BAG-00002963,DESPACHADA
3980,631,3.73,BAG-00002964,ENTREGUE
4548,570,22.44,BAG-00002965,EM_TRANSITO
3755,374,25.46,BAG-00002966,EM_TRANSITO
4428,430,12.57,BAG-00002967,EXTRAVIADA
4083,757,7.22,BAG-00002968,EM_TRANSITO
444,335,8.47,BAG-00002969,ENTREGUE
4324,32,31.89,BAG-00002970,ENTREGUE
2625,343,7.33,BAG-00002971,DANIFICADA
1399,174,6.97,BAG-00002972,EXTRAVIADA
4164,799,5.12,BAG-00002973,EXTRAVIADA
2359,885,28.34,BAG-00002974,EXTRAVIADA
3636,421,2.0,BAG-00002975,EM_TRANSITO
3954,498,21.39,BAG-00002976,EXTRAVIADA
3535,47,12.52,BAG-00002977,EM_TRANSITO
990,985,6.1,BAG-00002978,EXTRAVIADA
4389,683,11.5,BAG-00002979,EXTRAVIADA
4968,406,3.52,BAG-00002980,ENTREGUE
4339,616,24.15,BAG-00002981,DANIFICADA
1038,289,22.75,BAG-00002982,DANIFICADA
597,736,25.32,BAG-00002983,EXTRAVIADA
1111,621,6.93,BAG-00002984,ENTREGUE
4623,544,18.48,BAG-00002985,EXTRAVIADA
4772,862,8.66,BAG-00002986,EM_TRANSITO
3442,550,9.09,BAG-00002987,EXTRAVIADA
1492,764,9.14,BAG-00002988,EM_TRANSITO
714,622,12.14,BAG-00002989,EM_TRANSITO
2983,607,18.35,BAG-00002990,EM_TRANSITO
2328,561,8.8,BAG-00002991,EM_TRANSITO
3459,792,28.66,BAG-00002992,DESPACHADA
3611,109,3.47,BAG-00002993,DANIFICADA
4963,190,13.88,BAG-00002994,EM_TRANSITO
4447,873,19.38,BAG-00002995,ENTREGUE
3758,657,8.86,BAG-00002996,DANIFICADA
1073,283,6.51,BAG-00002997,DANIFICADA
3317,49,3.37,BAG-00002998,ENTREGUE
1345,965,26.01,BAG-00002999,EM_TRANSITO
407,679,4.19,BAG-00003000,DANIFICADA
3574,509,7.99,BAG-00003001,EM_TRANSITO
3134,304,7.26,BAG-00003002,ENTREGUE
1391,119,8.74,BAG-00003003,ENTREGUE
2942,858,6.02,BAG-00003004,DESPACHADA
2599,278,4.03,BAG-00003005,EM_TRANSITO
2542,302,5.97,BAG-00003006,DESPACHADA
1716,315,12.07,BAG-00003007,DANIFICADA
3307,490,20.2,BAG-00003008,ENTREGUE
2981,458,5.71,BAG-00003009,EXTRAVIADA
3348,522,10.24,BAG-00003010,DANIFICADA
4235,710,18.76,BAG-00003011,DESPACHADA
3666,937,10.27,BAG-00003012,DESPACHADA
778,48,15.94,BAG-00003013,EM_TRANSITO
1440,16,4.11,BAG-00003014,EXTRAVIADA
4792,522,19.16,BAG-00003015,ENTREGUE
4544,385,15.79,BAG-00003016,DANIFICADA
1431,401,11.26,BAG-00003017,EM_TRANSITO
3302,232,23.89,BAG-00003018,DESPACHADA
3024,905,20.15,BAG-00003019,EXTRAVIADA
2647,986,2.74,BAG-00003020,DANIFICADA
4261,213,18.75,BAG-00003021,DESPACHADA
2946,850,8.37,BAG-00003022,EM_TRANSITO
2505,700,11.19,BAG-00003023,ENTREGUE
2966,266,15.91,BAG-00003024,ENTREGUE
1573,626,8.63,BAG-00003025,DESPACHADA
3788,518,17.37,BAG-00003026,DANIFICADA
1273,700,12.05,BAG-00003027,DANIFICADA
3147,876,4.53,BAG-00003028,EM_TRANSITO
95,422,3.08,BAG-00003029,EM_TRANSITO
3901,572,2.97,BAG-00003030,DESPACHADA
1021,261,6.11,BAG-00003031,EXTRAVIADA
422,54,26.3,BAG-00003032,EXTRAVIADA
846,124,2.83,BAG-00003033,DANIFICADA
4527,454,11.26,BAG-00003034,EM_TRANSITO
1598,112,8.3,BAG-00003035,EM_TRANSITO
4023,423,5.49,BAG-00003036,DESPACHADA
186,447,3.06,BAG-00003037,DANIFICADA
3430,384,16.87,BAG-00003038,ENTREGUE
1181,922,10.04,BAG-00003039,EM_TRANSITO
4215,905,30.42,BAG-00003040,EM_TRANSITO
4010,71,12.08,BAG-00003041,EXTRAVIADA
4802,712,22.89,BAG-00003042,ENTREGUE
1430,86,14.98,BAG-00003043,DESPACHADA
3073,169,15.98,BAG-00003044,DANIFICADA
4910,232,7.32,BAG-00003045,EM_TRANSITO
862,588,26.92,BAG-00003046,DANIFICADA
2416,845,19.38,BAG-00003047,EXTRAVIADA
4562,705,21.95,BAG-00003048,EXTRAVIADA
36,296,12.8,BAG-00003049,ENTREGUE
