nome,pais_id,estado_provincia,populacao,latitude,longitude
Cardoso,647,Santa Catarina,6795959,62.802139,-154.316132
Ribeiro,166,Goiás,5264356,-32.961916,-75.111713
Costela,274,Ceará,6639639,-41.175342,-19.83658
Caldeira do Campo,884,Amapá,12552604,15.645559,167.589372
Novaes de Aragão,424,Acre,14336296,-85.841803,81.99807
Moura de Minas,678,Amazonas,12485157,36.125447,-151.176694
Pinto Grande,171,Amapá,1608125,-78.517368,136.328752
das Neves de Goiás,562,,12939121,-18.537746,95.398694
Sousa,86,Maranhão,10375033,-62.050615,55.739763
Pires de Cardoso,907,Bahia,3852954,-45.468627,-77.696899
Alves,642,Alagoas,8842269,60.9332,-169.714335
Duarte do Amparo,680,Paraíba,5460972,65.563405,-11.810348
Novaes dos Dourados,892,Bahia,4575355,8.738149,-131.358633
Pastor,972,Rio Grande do Norte,2975181,16.349567,-15.644369
Pires de Souza,767,Rio Grande do Sul,9467089,-11.704073,50.323143
Moura da Prata,547,Maranhão,5829517,-3.302697,-98.23376
Mendes da Prata,92,Espírito Santo,6141825,-15.803315,-123.941686
Macedo,11,,13684802,46.492821,-130.931836
Fonseca das Pedras,294,Goiás,144537,33.798593,-2.904605
da Rosa,774,Acre,158219,47.856457,107.267319
Moreira,612,Tocantins,126097,8.678195,-112.114447
Ferreira,904,Maranhão,6627840,-45.018699,77.377674
Nascimento de Albuquerque,662,Roraima,6352794,-50.293363,-151.484496
Sá de Mendes,641,Maranhão,12831824,53.992633,40.757839
Vargas,711,Pará,4781085,26.722267,11.499936
Peixoto de Goiás,276,Sergipe,14324052,-77.676489,-130.815348
Novaes,114,Mato Grosso do Sul,10368779,-8.501898,72.170135
Jesus,504,Piauí,330400,-62.613125,169.097838
Gonçalves de Goiás,23,Ceará,1720864,-39.219383,-134.985887
Garcia de Goiás,449,Goiás,3910912,-73.764543,-174.699055
Lima,223,Rio Grande do Sul,5232389,51.430561,-0.577528
Moreira,381,São Paulo,13282903,-84.287318,-151.119685
da Paz da Prata,769,Sergipe,945167,-42.029356,-38.728161
Jesus do Oeste,557,Amapá,3229451,71.225816,-89.971392
Carvalho,391,Maranhão,2051175,85.427731,77.285708
Porto,395,Paraíba,7436651,-45.510806,178.032747
da Mata de Sampaio,204,Rio Grande do Norte,12940165,-73.087145,59.762838
Correia de Duarte,214,Acre,11437704,83.018501,157.037489
Aragão,163,Piauí,712762,44.050424,17.84878
Cirino,126,Amazonas,10717588,-36.213645,-50.246404
da Mata Grande,54,Roraima,3658880,85.189331,-95.052298
Siqueira de Albuquerque,445,Espírito Santo,2812840,52.990272,30.49087
Cassiano,406,Acre,154818,84.390287,29.187728
Cunha de Fernandes,708,Pará,10007782,-62.10145,97.48692
Viana do Amparo,255,Mato Grosso do Sul,1538463,33.470036,-58.168045
Sampaio de Vieira,993,Alagoas,10492980,-79.19058,-52.013637
Barros Grande,158,Alagoas,13283600,-70.669502,-4.376563
Vasconcelos das Flores,325,Amapá,13234872,26.036276,-54.965614
Cirino de Correia,914,Tocantins,3242420,-86.15649,-44.003183
Garcia do Sul,742,Amazonas,667507,-2.645616,-22.499999
Gomes,302,São Paulo,8227379,-55.840349,-112.814378
da Cruz de Sousa,357,Alagoas,7863359,-40.441597,119.285854
Marques,937,Santa Catarina,2695116,-77.602215,-124.190828
Moreira,303,Rondônia,9091640,-23.919713,-179.740862
Melo,654,Minas Gerais,12313734,-56.603828,-173.260852
Duarte da Serra,878,Rio Grande do Sul,10410184,-47.01842,79.561283
Souza,675,Piauí,13746374,-20.251649,8.665117
da Cunha,510,Paraná,2590897,20.347064,-63.863986
Costa da Praia,657,Alagoas,1619912,4.176097,-155.995256
Camargo,856,Espírito Santo,3002061,67.2287,-107.25155
Duarte do Sul,498,Ceará,538803,12.782193,121.06783
Pacheco do Campo,674,Minas Gerais,10473487,36.236524,-87.862129
Albuquerque,376,Alagoas,12048443,-77.242687,154.875973
Sales de Peixoto,214,Bahia,14932818,59.773986,-11.498708
Vargas de Minas,655,,9367020,43.825939,140.55502
Castro,842,Paraná,11890546,-79.505996,42.095997
Rodrigues,542,,1185916,60.20217,-151.943265
Teixeira do Norte,222,Alagoas,1634390,-71.779478,-96.833519
Ramos Grande,395,Roraima,8833037,28.237772,25.209961
Cardoso,971,Paraná,12574395,10.465489,88.599015
Dias,785,Piauí,6010628,31.408661,72.91815
Macedo do Oeste,438,Acre,2803595,52.643088,17.987568
Fogaça Grande,517,Goiás,2658760,6.102086,35.969663
Mendonça,956,Roraima,5292423,9.014642,178.866113
Novais de da Rocha,866,Piauí,12825886,23.983348,117.415791
Correia de Nunes,332,Ceará,9453000,8.212723,-44.977293
Duarte dos Dourados,564,Goiás,4267908,-25.198462,-17.134749
Azevedo,983,Pernambuco,12190514,-83.760678,-77.586419
Machado,17,Maranhão,14942167,-35.668502,-71.879774
Nogueira da Praia,228,Paraíba,5288223,-86.093753,115.898372
Vasconcelos,707,Rio Grande do Sul,9293926,2.028868,25.440554
Siqueira da Serra,586,Acre,638110,-7.133435,-123.801442
Vasconcelos de Goiás,272,Mato Grosso,9771952,-45.025757,-87.752218
